Pollinator_species,SEX,Interaction,Site_id,Plant_species,Year,Month,Day,Locality,Latitude,Longitude,Habitat,Sampling_method,Sampling_effort_minutes,Country,Sampling_area_square_meters
Bombus pascuorum,W,1,Rue du Carme,Origanum vulgare,2020,8,5,Beloeil,50.5178,3.6414,Rudéral,Transect,20,Belgium,
Lasioglossum calceatum,M,1,Rue du Carme,Origanum vulgare,2020,8,5,Beloeil,50.5178,3.6414,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,5,Rue du Carme,Buddleja davidii,2020,8,5,Beloeil,50.5178,3.6414,Rudéral,Transect,20,Belgium,
Bombus pascuorum,M,1,Rue du Carme,Buddleja davidii,2020,8,5,Beloeil,50.5178,3.6414,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Rue du Carme,Melilotus alba,2020,8,5,Beloeil,50.5178,3.6414,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Rue du Carme,Linaria vulgaris,2020,8,5,Beloeil,50.5178,3.6414,Rudéral,Transect,20,Belgium,
Halictus scabiosae,M,1,Pré à Parchon,Cirsium vulgare,2020,8,5,Beloeil,50.5194,3.8891,Rudéral,Transect,20,Belgium,
Bombus pascuorum,M,2,Pré à Parchon,Cirsium vulgare,2020,8,5,Beloeil,50.5194,3.8891,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Pré à Parchon,Cirsium vulgare,2020,8,5,Beloeil,50.5194,3.8891,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Pré à Parchon,Melilotus alba,2020,8,5,Beloeil,50.5194,3.8891,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,2,Mer de Sable,Hypericum perforatum,2020,8,6,Beloeil,50.4969,3.7201,Carrière,Transect,20,Belgium,
Seladonia tumulorum,F,1,Rue Jean Winance,Taraxacum sp.,2020,8,27,Warchin,50.6063,3.4296,Rudéral,Transect,20,Belgium,
Seladonia tumulorum,M,1,Friche des Vignobles,Potentilla reptans,2020,8,27,Tournai,50.5871,3.4385,Carrière,Transect,20,Belgium,
Halictus sexcinctus,F,1,Chemin de Roucourt,Cichorium intybus,2020,9,2,Péruwelz,50.523,3.6099,Rudéral,Transect,20,Belgium,
Halictus sexcinctus,M,1,Chemin de Roucourt,Cirsium arvense,2020,9,2,Péruwelz,50.523,3.6099,Rudéral,Transect,20,Belgium,
Halictus scabiosae,M,1,Chemin de Roucourt,Cirsium arvense,2020,9,2,Péruwelz,50.523,3.6099,Rudéral,Transect,20,Belgium,
Halictus scabiosae,F,1,Chemin de Roucourt,Chamomilla recutita,2020,5,24,Péruwelz,50.523,3.6099,Rudéral,Transect,20,Belgium,
Halictus scabiosae,M,1,Rue Jean Winance,Arctium minus,2020,8,27,Warchin,50.6063,3.4296,Rudéral,Transect,20,Belgium,
Halictus scabiosae,M,1,Parc des 5 rocs,Cirsium arvense,2020,8,27,Antoing,50.5813,3.4303,Parc,Transect,20,Belgium,
Sphecodes albilabris,M,1,Mer de Sable,Senecio sp.,2020,8,6,Beloeil,50.4969,3.7201,Carrière,Transect,20,Belgium,
Bombus pascuorum,W,1,Rue là-dessous,Trifolium pratense,2020,8,18,Colfontaine,50.4266,3.8456,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Rue du Castillon,Reseda lutea,2020,8,19,Quaregnon,50.4319,3.8718,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,3,Rue du Castillon,Echium vulgare,2020,8,19,Quaregnon,50.4319,3.8718,Prairie,Transect,20,Belgium,
Terrestribombus sp.,F,1,Rue du Castillon,Echium vulgare,2020,8,19,Quaregnon,50.4319,3.8718,Prairie,Transect,20,Belgium,
Halictus scabiosae,M,1,Parc de Jemappes,Cirsium arvense,2020,8,19,Jemappes,50.4558,3.8843,Parc,Transect,20,Belgium,
Bombus pascuorum,M,3,Parc de Jemappes,Cirsium arvense,2020,8,19,Jemappes,50.4558,3.8843,Parc,Transect,20,Belgium,
Bombus pascuorum,W,3,Parc de Jemappes,Cirsium arvense,2020,8,19,Jemappes,50.4558,3.8843,Parc,Transect,20,Belgium,
Terrestribombus sp.,W,1,Parc de Jemappes,Cirsium arvense,2020,8,19,Jemappes,50.4558,3.8843,Parc,Transect,20,Belgium,
Bombus pascuorum,W,1,Ravel 98,Lathyrus sylvestris,2020,8,19,Mons,50.4306,3.8892,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Ravel 98,Berteroa incana,2020,8,19,Mons,50.4306,3.8892,Rudéral,Transect,20,Belgium,
Bombus pascuorum,M,1,Ravel 98,Centaurea nigra,2020,8,19,Mons,50.4306,3.8892,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,2,Ravel 98,Silene vulgaris,2020,8,19,Mons,50.4306,3.8892,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,2,Ravel 98,Echium vulgare,2020,8,19,Mons,50.4306,3.8892,Rudéral,Transect,20,Belgium,
Bombus pascuorum,M,1,Ravel 98,Echium vulgare,2020,8,19,Mons,50.4306,3.8892,Rudéral,Transect,20,Belgium,
Bombus pascuorum,M,3,Mont Ostènes,Buddleja davidii,2020,8,19,Mons,50.4219,3.901,Terril,Transect,20,Belgium,
Bombus pascuorum,W,1,Mont Ostènes,Buddleja davidii,2020,8,19,Mons,50.4219,3.901,Terril,Transect,20,Belgium,
Bombus pascuorum,W,1,Mont Ostènes,Clinopodium vulgare,2020,8,19,Mons,50.4219,3.901,Terril,Transect,20,Belgium,
Bombus lapidarius,W,1,Chemin du Trainage,Cirsium vulgare,2020,7,19,Hensies,50.4486,3.6805,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,2,Chemin du Trainage,Cirsium vulgare,2020,7,19,Hensies,50.4486,3.6805,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Chemin du Trainage,Arctium minus,2020,7,19,Hensies,50.4486,3.6805,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Rue là-dessous,Trifolium pratense,2020,7,19,Colfontaine,50.4266,3.8456,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,6,Vieille Haine,Echium vulgare,2020,7,20,Saint-Ghislain,50.4561,3.8288,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,W,5,Vieille Haine,Echium vulgare,2020,7,20,Saint-Ghislain,50.4561,3.8288,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,M,1,Vieille Haine,Echium vulgare,2020,7,20,Saint-Ghislain,50.4561,3.8288,Rudéral,Transect,20,Belgium,
Lasioglossum villosulum,F,1,Vieille Haine,Hypochoeris radicata,2020,7,20,Saint-Ghislain,50.4561,3.8288,Rudéral,Transect,20,Belgium,
Andrena flavipes,F,1,Vieille Haine,Hypochoeris radicata,2020,7,20,Saint-Ghislain,50.4561,3.8288,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Vieille Haine,Hypochoeris radicata,2020,7,20,Saint-Ghislain,50.4561,3.8288,Rudéral,Transect,20,Belgium,
Halictus scabiosae,F,1,Parc de Jemappes,Cirsium arvense,2020,7,20,Jemappes,50.4558,3.8843,Parc,Transect,20,Belgium,
Bombus pascuorum,W,2,Parc de Jemappes,Cirsium arvense,2020,7,20,Jemappes,50.4558,3.8843,Parc,Transect,20,Belgium,
Terrestribombus sp.,M,1,Parc de Jemappes,Cirsium arvense,2020,7,20,Jemappes,50.4558,3.8843,Parc,Transect,20,Belgium,
Bombus pascuorum,M,1,Rue Jean Winance,Cirsium arvense,2020,8,1,Warchin,50.6063,3.4296,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,M,1,Rue Jean Winance,Cirsium arvense,2020,8,1,Warchin,50.6063,3.4296,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,4,Friche des Vignobles,Lotus corniculatus,2020,8,1,Tournai,50.5871,3.4385,Carrière,Transect,20,Belgium,
Terrestribombus sp.,W,1,Friche des Vignobles,Lotus corniculatus,2020,8,1,Tournai,50.5871,3.4385,Carrière,Transect,20,Belgium,
Bombus pascuorum,W,1,Friche des Vignobles,Hypericum perforatum,2020,8,1,Tournai,50.5871,3.4385,Carrière,Transect,20,Belgium,
Halictus scabiosae,F,1,Rue Jean Winance,Cirsium arvense,2020,8,27,Warchin,50.6063,3.4296,Rudéral,Transect,20,Belgium,
Halictus scabiosae,M,2,Rue Jean Winance,Cirsium arvense,2020,8,27,Warchin,50.6063,3.4296,Rudéral,Transect,20,Belgium,
Bombus pascuorum,M,2,Rue Jean Winance,Cirsium arvense,2020,8,27,Warchin,50.6063,3.4296,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Rue Jean Winance,Cirsium arvense,2020,8,27,Warchin,50.6063,3.4296,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Rue Jean Winance,Linaria sp.,2020,8,27,Warchin,50.6063,3.4296,Rudéral,Transect,20,Belgium,
Bombus lapidarius,F,1,Rue Jean Winance,Sonchus sp.,2020,8,27,Warchin,50.6063,3.4296,Rudéral,Transect,20,Belgium,
Halictus scabiosae,M,1,Rue Jean Winance,Sonchus sp.,2020,8,27,Warchin,50.6063,3.4296,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,2,Rue Jean Winance,Sonchus sp.,2020,8,27,Warchin,50.6063,3.4296,Rudéral,Transect,20,Belgium,
Bombus pascuorum,M,1,Rue Jean Winance,Sonchus sp.,2020,8,27,Warchin,50.6063,3.4296,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Friche des Vignobles,Echium vulgare,2020,8,27,Tournai,50.5871,3.4385,Carrière,Transect,20,Belgium,
Bombus pascuorum,W,1,Bois de Wadelincourt,Rubus sp.,2020,9,6,Beloeil,50.531,3.6422,Prairie,Transect,20,Belgium,
Bombus pascuorum,M,2,Bois de Wadelincourt,Mentha aquatica,2020,9,6,Beloeil,50.531,3.6422,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,1,Bois de Wadelincourt,Mentha aquatica,2020,9,6,Beloeil,50.531,3.6422,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,3,Bois de Wadelincourt,Epilobium hirsutum,2020,9,6,Beloeil,50.531,3.6422,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,2,Bois de Wadelincourt,Sonchus sp.,2020,9,6,Beloeil,50.531,3.6422,Prairie,Transect,20,Belgium,
Lasioglossum pauxillum,F,1,Rue du Carme,Sonchus sp.,2020,9,6,Beloeil,50.5178,3.6414,Rudéral,Transect,20,Belgium,
Lasioglossum leucozonium,F,1,Rue du Carme,Sonchus sp.,2020,9,6,Beloeil,50.5178,3.6414,Rudéral,Transect,20,Belgium,
Lasioglossum villosulum,F,1,Rue du Carme,Sonchus sp.,2020,9,6,Beloeil,50.5178,3.6414,Rudéral,Transect,20,Belgium,
Bombus pascuorum,M,1,Rue du Carme,Sonchus sp.,2020,9,6,Beloeil,50.5178,3.6414,Rudéral,Transect,20,Belgium,
Lasioglossum calceatum,M,1,Rue du Carme,Sonchus sp.,2020,9,6,Beloeil,50.5178,3.6414,Rudéral,Transect,20,Belgium,
Seladonia tumulorum,F,1,Vieille Haine,Echium vulgare,2020,9,6,Saint-Ghislain,50.4561,3.8288,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,6,Vieille Haine,Echium vulgare,2020,9,6,Saint-Ghislain,50.4561,3.8288,Rudéral,Transect,20,Belgium,
Bombus pascuorum,M,6,Vieille Haine,Echium vulgare,2020,9,6,Saint-Ghislain,50.4561,3.8288,Rudéral,Transect,20,Belgium,
Bombus pascuorum,M,1,Marais de Douvrain Ouest,Cirsium arvense,2020,9,6,Saint-Ghislain,50.4616,3.8406,Rudéral,Transect,20,Belgium,
Bombus pascuorum,M,1,Marais de Douvrain Ouest,Sonchus sp.,2020,9,6,Saint-Ghislain,50.4616,3.8406,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,2,Marais de Douvrain Ouest,Sonchus sp.,2020,9,6,Saint-Ghislain,50.4616,3.8406,Rudéral,Transect,20,Belgium,
Lasioglossum villosulum,M,1,Parc de Jemappes,Taraxacum sp.,2020,9,6,Jemappes,50.4558,3.8843,Parc,Transect,20,Belgium,
Lasioglossum leucozonium,F,1,Parc de Jemappes,Taraxacum sp.,2020,9,6,Jemappes,50.4558,3.8843,Parc,Transect,20,Belgium,
Bombus pascuorum,W,1,Parc de Jemappes,Taraxacum sp.,2020,9,6,Jemappes,50.4558,3.8843,Parc,Transect,20,Belgium,
Bombus pascuorum,M,1,Parc de Jemappes,Cirsium arvense,2020,9,6,Jemappes,50.4558,3.8843,Parc,Transect,20,Belgium,
Bombus pascuorum,W,1,Parc de Jemappes,Cirsium arvense,2020,9,6,Jemappes,50.4558,3.8843,Parc,Transect,20,Belgium,
Bombus campestris,M,1,Parc de Jemappes,Cirsium arvense,2020,9,6,Jemappes,50.4558,3.8843,Parc,Transect,20,Belgium,
Bombus lapidarius,F,1,Ravel 98,Echium vulgare,2020,9,5,Mons,50.4306,3.8892,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,2,Ravel 98,Echium vulgare,2020,9,5,Mons,50.4306,3.8892,Rudéral,Transect,20,Belgium,
Bombus pascuorum,M,4,Ravel 98,Echium vulgare,2020,9,5,Mons,50.4306,3.8892,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Ravel 98,Trifolium pratense,2020,5,24,Mons,50.4306,3.8892,Rudéral,Transect,20,Belgium,
Andrena labiata,M,1,Ravel 98,Potentilla reptans,2020,5,24,Mons,50.4306,3.8892,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Ravel 98,Potentilla reptans,2020,5,24,Mons,50.4306,3.8892,Rudéral,Transect,20,Belgium,
Bombus lapidarius,W,2,Ravel 98,Potentilla reptans,2020,5,24,Mons,50.4306,3.8892,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,2,Parc de Jemappes,Rubus sp.,2020,6,14,Jemappes,50.4558,3.8843,Parc,Transect,20,Belgium,
Terrestribombus sp.,M,1,Parc de Jemappes,Rubus sp.,2020,6,14,Jemappes,50.4558,3.8843,Parc,Transect,20,Belgium,
Lasioglossum pauxillum,F,1,Parc de Jemappes,Rubus sp.,2020,6,14,Jemappes,50.4558,3.8843,Parc,Transect,20,Belgium,
Bombus pascuorum,W,1,Parc de Jemappes,Sorbaria sorbifolia,2020,6,14,Jemappes,50.4558,3.8843,Parc,Transect,20,Belgium,
Terrestribombus sp.,W,3,Parc de Jemappes,Sorbaria sorbifolia,2020,6,14,Jemappes,50.4558,3.8843,Parc,Transect,20,Belgium,
Lasioglossum pauxillum,F,1,Parc de Jemappes,Sorbaria sorbifolia,2020,6,14,Jemappes,50.4558,3.8843,Parc,Transect,20,Belgium,
Bombus pascuorum,W,1,Mer de Sable,Hypericum perforatum,2020,9,2,Beloeil,50.4969,3.7201,Carrière,Transect,20,Belgium,
Bombus pascuorum,W,1,Mer de Sable,Arctium minus,2020,9,2,Beloeil,50.4969,3.7201,Carrière,Transect,20,Belgium,
Bombus pascuorum,W,1,Chemin du Trainage,Hypericum perforatum,2020,9,2,Hensies,50.4486,3.6805,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,2,Chemin du Trainage,Echium vulgare,2020,9,2,Hensies,50.4486,3.6805,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Chemin du Trainage,Linaria vulgaris,2020,9,2,Hensies,50.4486,3.6805,Rudéral,Transect,20,Belgium,
Bombus pratorum,M,1,Ravel 98,Rubus sp.,2020,5,24,Mons,50.4306,3.8892,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,2,Ravel 98,Rubus sp.,2020,5,24,Mons,50.4306,3.8892,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,W,2,Ravel 98,Rubus sp.,2020,5,24,Mons,50.4306,3.8892,Rudéral,Transect,20,Belgium,
Bombus lapidarius,W,1,Ravel 98,Rubus sp.,2020,5,24,Mons,50.4306,3.8892,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,3,Ravel 98,Clinopodium vulgare,2020,9,5,Mons,50.4306,3.8892,Rudéral,Transect,20,Belgium,
Bombus pascuorum,M,1,Ravel 98,Clinopodium vulgare,2020,9,5,Mons,50.4306,3.8892,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Ravel 98,Linaria vulgaris,2020,9,5,Mons,50.4306,3.8892,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,2,Ravel 98,Silene vulgaris,2020,9,5,Mons,50.4306,3.8892,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Ravel 98,Reseda lutea,2020,9,5,Mons,50.4306,3.8892,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,3,Rue du Castillon,Echium vulgare,2020,9,5,Quaregnon,50.4319,3.8718,Prairie,Transect,20,Belgium,
Bombus pascuorum,M,2,Rue du Castillon,Echium vulgare,2020,9,5,Quaregnon,50.4319,3.8718,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,1,Rue du Castillon,Verbena officinalis,2020,9,5,Quaregnon,50.4319,3.8718,Prairie,Transect,20,Belgium,
Bombus pascuorum,M,1,Rue du Castillon,Verbena officinalis,2020,9,5,Quaregnon,50.4319,3.8718,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,1,Rue du Castillon,Origanum vulgare,2020,9,5,Quaregnon,50.4319,3.8718,Prairie,Transect,20,Belgium,
Lasioglossum villosulum,F,1,Rue là-dessous,Sonchus sp.,2020,9,5,Colfontaine,50.4266,3.8456,Rudéral,Transect,20,Belgium,
Lasioglossum leucozonium,F,1,Rue là-dessous,Sonchus sp.,2020,9,5,Colfontaine,50.4266,3.8456,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Rue là-dessous,Sonchus sp.,2020,9,5,Colfontaine,50.4266,3.8456,Rudéral,Transect,20,Belgium,
Bombus pascuorum,M,1,Rue là-dessous,Sonchus sp.,2020,9,5,Colfontaine,50.4266,3.8456,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,2,Rue là-dessous,Trifolium pratense,2020,9,5,Colfontaine,50.4266,3.8456,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,3,Rue du Bois,Centaurea sp.,2020,7,7,Antoing,50.5435,3.4579,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,M,2,Rue du Bois,Centaurea sp.,2020,7,7,Antoing,50.5435,3.4579,Rudéral,Transect,20,Belgium,
Lasioglossum calceatum,F,1,Rue du Bois,Centaurea sp.,2020,7,7,Antoing,50.5435,3.4579,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Parc des 5 rocs,Centaurea nigra,2020,7,7,Antoing,50.5813,3.4303,Parc,Transect,20,Belgium,
Bombus pascuorum,W,1,Friche des Vignobles,Buddleja davidii,2020,7,7,Tournai,50.5871,3.4385,Carrière,Transect,20,Belgium,
Terrestribombus sp.,W,1,Friche des Vignobles,Buddleja davidii,2020,7,7,Tournai,50.5871,3.4385,Carrière,Transect,20,Belgium,
Bombus pascuorum,W,1,Rue du Bois,Lamium album,2020,7,7,Antoing,50.5435,3.4579,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Rue du Carme,Cirsium vulgare,2020,7,12,Beloeil,50.5178,3.6414,Rudéral,Transect,20,Belgium,
Lasioglossum villosulum,F,1,Rue du Carme,Hypericum perforatum,2020,7,12,Beloeil,50.5178,3.6414,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Rue du Carme,Hypericum perforatum,2020,7,12,Beloeil,50.5178,3.6414,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,W,2,Rue du Carme,Hypericum perforatum,2020,7,12,Beloeil,50.5178,3.6414,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,4,Bois de Wadelincourt,Vicia sp.,2020,7,12,Beloeil,50.531,3.6422,Prairie,Transect,20,Belgium,
Terrestribombus sp.,W,1,Bois de Wadelincourt,Vicia sp.,2020,7,12,Beloeil,50.531,3.6422,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,1,Rue du Carme,Lathyrus sylvestris,2020,7,12,Beloeil,50.5178,3.6414,Rudéral,Transect,20,Belgium,
Halictus sexcinctus,F,1,Pré à Parchon,Dipsacus fullonum,2020,7,12,Beloeil,50.5194,3.8891,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,3,Pré à Parchon,Dipsacus fullonum,2020,7,12,Beloeil,50.5194,3.8891,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Bois de Wadelincourt,Trifolium repens,2020,7,12,Beloeil,50.531,3.6422,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,1,Bois de Wadelincourt,Lotus sp.,2020,7,12,Beloeil,50.531,3.6422,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,1,Pré à Parchon,Rubus sp.,2020,7,12,Beloeil,50.5194,3.8891,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Pré à Parchon,Verbena officinalis,2020,7,12,Beloeil,50.5194,3.8891,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,4,Parc des 5 rocs,Symphytum officinale,2020,5,23,Antoing,50.5813,3.4303,Parc,Transect,20,Belgium,
Terrestribombus sp.,W,1,Parc des 5 rocs,Symphytum officinale,2020,5,23,Antoing,50.5813,3.4303,Parc,Transect,20,Belgium,
Bombus pascuorum,W,1,Parc des 5 rocs,Geranium dissectum,2020,5,23,Antoing,50.5813,3.4303,Parc,Transect,20,Belgium,
Bombus hypnorum,W,1,Rue du Bois,Rubus sp.,2020,5,23,Antoing,50.5435,3.4579,Rudéral,Transect,20,Belgium,
Bombus lapidarius,W,1,Rue du Bois,Rubus sp.,2020,5,23,Antoing,50.5435,3.4579,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,9,Rue du Bois,Rubus sp.,2020,5,23,Antoing,50.5435,3.4579,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,W,3,Rue du Bois,Rubus sp.,2020,5,23,Antoing,50.5435,3.4579,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,4,Bois de Wadelincourt,Vicia sativa,2020,5,24,Beloeil,50.531,3.6422,Prairie,Transect,20,Belgium,
Terrestribombus sp.,W,1,Bois de Wadelincourt,Vicia sativa,2020,5,24,Beloeil,50.531,3.6422,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,2,Rue du Carme,Rubus sp.,2020,5,24,Beloeil,50.5178,3.6414,Rudéral,Transect,20,Belgium,
Bombus pascuorum,F,1,Rue du Carme,Rubus sp.,2020,5,24,Beloeil,50.5178,3.6414,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Bois de Wadelincourt,Rubus sp.,2020,5,24,Beloeil,50.531,3.6422,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,1,Chemin du Trainage,Rosa canina,2020,5,24,Hensies,50.4486,3.6805,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,2,Chemin du Trainage,Rubus sp.,2020,5,24,Hensies,50.4486,3.6805,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,W,3,Chemin du Trainage,Rubus sp.,2020,5,24,Hensies,50.4486,3.6805,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Mer de Sable,Rubus sp.,2020,5,24,Beloeil,50.4969,3.7201,Carrière,Transect,20,Belgium,
Terrestribombus sp.,W,5,Mer de Sable,Rubus sp.,2020,5,24,Beloeil,50.4969,3.7201,Carrière,Transect,20,Belgium,
Terrestribombus sp.,M,1,Mer de Sable,Rubus sp.,2020,5,24,Beloeil,50.4969,3.7201,Carrière,Transect,20,Belgium,
Terrestribombus sp.,M,1,Mer de Sable,Rubus sp.,2020,5,24,Beloeil,50.4969,3.7201,Carrière,Transect,20,Belgium,
Bombus vestalis,M,1,Mer de Sable,Rubus sp.,2020,5,24,Beloeil,50.4969,3.7201,Carrière,Transect,20,Belgium,
Bombus pascuorum,M,1,Ravel 98,Sonchus sp.,2020,9,5,Mons,50.4306,3.8892,Rudéral,Transect,20,Belgium,
Bombus pratorum,M,1,Parc des 5 rocs,Rubus sp.,2020,5,23,Antoing,50.5813,3.4303,Parc,Transect,20,Belgium,
Bombus pascuorum,F,1,Parc des 5 rocs,Rubus sp.,2020,5,23,Antoing,50.5813,3.4303,Parc,Transect,20,Belgium,
Bombus hypnorum,M,1,Parc des 5 rocs,Rubus sp.,2020,5,23,Antoing,50.5813,3.4303,Parc,Transect,20,Belgium,
Bombus pascuorum,F,1,Parc des 5 rocs,Vicia sativa,2020,5,23,Antoing,50.5813,3.4303,Parc,Transect,20,Belgium,
Terrestribombus sp.,F,1,Rue du Castillon,Saponaria officinalis,2020,8,19,Quaregnon,50.4319,3.8718,Prairie,Transect,20,Belgium,
Terrestribombus sp.,W,2,Rue du Castillon,Saponaria officinalis,2020,8,19,Quaregnon,50.4319,3.8718,Prairie,Transect,20,Belgium,
Terrestribombus sp.,F,2,Rue du Castillon,Saponaria officinalis,2020,9,5,Quaregnon,50.4319,3.8718,Prairie,Transect,20,Belgium,
Terrestribombus sp.,F,1,Chemin du Trainage,Cornus sanguinea,2020,5,24,Hensies,50.4486,3.6805,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,F,1,Rue Jean Winance,Triticum sp.,2020,7,7,Warchin,50.6063,3.4296,Rudéral,Transect,20,Belgium,
Lasioglossum villosulum,M,1,Marais de Douvrain Ouest,Senecio sp.,2020,8,19,Saint-Ghislain,50.4616,3.8406,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,W,1,Marais de Douvrain Ouest,Senecio sp.,2020,8,19,Saint-Ghislain,50.4616,3.8406,Rudéral,Transect,20,Belgium,
Bombus lapidarius,W,1,Pré à Parchon,Cornus sanguinea,2020,5,24,Beloeil,50.5194,3.8891,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,W,2,Pré à Parchon,Cornus sanguinea,2020,5,24,Beloeil,50.5194,3.8891,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,W,2,Parc de Jemappes,Spiraea douglasii,2020,7,20,Jemappes,50.4558,3.8843,Parc,Transect,20,Belgium,
Terrestribombus sp.,W,1,Parc de Jemappes,Urtica dioica,2020,7,20,Jemappes,50.4558,3.8843,Parc,Transect,20,Belgium,
Terrestribombus sp.,W,1,Friche des Vignobles,Rosa canina,2020,5,23,Tournai,50.5871,3.4385,Carrière,Transect,20,Belgium,
Bombus pratorum,W,1,Rue du Carme,Cornus sanguinea,2020,5,24,Beloeil,50.5178,3.6414,Rudéral,Transect,20,Belgium,
Bombus pratorum,M,1,Rue du Carme,Cornus sanguinea,2020,5,24,Beloeil,50.5178,3.6414,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,W,4,Rue du Carme,Cornus sanguinea,2020,5,24,Beloeil,50.5178,3.6414,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,W,1,Vieille Haine,Hypericum perforatum,2020,7,20,Saint-Ghislain,50.4561,3.8288,Rudéral,Transect,20,Belgium,
Lasioglossum malachurum,F,1,Vieille Haine,Hypericum perforatum,2020,7,20,Saint-Ghislain,50.4561,3.8288,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,W,1,Marais de Douvrain Ouest,Dipsacus fullonum,2020,7,20,Saint-Ghislain,50.4616,3.8406,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,M,1,Marais de Douvrain Ouest,Dipsacus fullonum,2020,7,20,Saint-Ghislain,50.4616,3.8406,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,W,1,Marais de Douvrain Ouest,Hypericum perforatum,2020,7,20,Saint-Ghislain,50.4616,3.8406,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,M,1,Chemin de Roucourt,Cirsium arvense,2020,7,12,Péruwelz,50.523,3.6099,Rudéral,Transect,20,Belgium,
