Plant_Species,Pollinator_species,Interaction,Sampling_method,Sampling_effort_minutes,Sampling_area_square_meters,Site_id,HabitatType,Country,Site,ITMx,ITMy,WGS84/ETRS89,WGS84/ETRS89_2,Day,Month,Year,Comments (Survey ID)
Cotoneaster_frigidus,Bombus_lucorum_agg,2,transect sampling,15,300,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,186,7,2018,NA
Cotoneaster_frigidus,Bombus_pascuorum,1,transect sampling,15,300,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,186,7,2018,NA
Lavandula_angustifolia,Apis_mellifera,4,transect sampling,8,190,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,186,7,2018,NA
Salvia_microphylla,Bombus_lucorum_agg,1,transect sampling,7,180,CianWhite_Kr_18,W,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,186,7,2018,NA
Salvia_microphylla,Bombus_muscorum,1,transect sampling,7,180,CianWhite_Kr_18,W,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,186,7,2018,NA
Hypericum_androsaemum,Bombus_lucorum_agg,1,transect sampling,10,358,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Scorzoneroides_autumnalis,Episyrphus_balteatus,1,transect sampling,16,300,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Bellis_perennis,Episyrphus_balteatus,1,transect sampling,16,300,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Erigeron_glaucus,Apis_mellifera,1,transect sampling,10,358,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Erigeron_glaucus,Bombus_lucorum_agg,1,transect sampling,10,358,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Rubus_fruticosus,Bombus_pascuorum,1,transect sampling,12,228,CianWhite_Kr_18,G,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Epilobium_hirsutum,Bombus_lucorum_agg,1,transect sampling,12,228,CianWhite_Kr_18,G,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Epilobium_hirsutum,Bombus_muscorum,1,transect sampling,12,228,CianWhite_Kr_18,G,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Epilobium_hirsutum,Bombus_pascuorum,1,transect sampling,12,228,CianWhite_Kr_18,G,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Cirsium_arvense,Bombus_lapidarius,2,transect sampling,12,228,CianWhite_Kr_18,G,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Cirsium_arvense,Bombus_pascuorum,1,transect sampling,12,228,CianWhite_Kr_18,G,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Sedum_agg,Bombus_pascuorum,1,transect sampling,10,358,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Hebe_agg,Bombus_lucorum,1,transect sampling,14,190,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Hebe_agg,Bombus_lucorum_agg,1,transect sampling,14,190,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Symphoricarpos_albus,Celastrina_argiolus,1,transect sampling,21,500,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Symphoricarpos_albus,Apis_mellifera,1,transect sampling,21,500,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Symphoricarpos_albus,Bombus_lapidarius,1,transect sampling,21,500,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Symphoricarpos_albus,Bombus_lucorum_agg,2,transect sampling,21,500,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Symphoricarpos_albus,Bombus_pascuorum,1,transect sampling,21,500,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Symphoricarpos_albus,Bombus_pratorum,1,transect sampling,21,500,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Hebe_agg,Episyrphus_balteatus,1,transect sampling,21,500,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Crocosmia_xcrocosmiiflora,Platycheirus_albimanus,1,transect sampling,14,190,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Lavandula_angustifolia,Bombus_lapidarius,3,transect sampling,14,190,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Lavandula_angustifolia,Bombus_lucorum_agg,6,transect sampling,14,190,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Lavandula_angustifolia,Bombus_muscorum,1,transect sampling,14,190,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Lavandula_angustifolia,Bombus_pascuorum,7,transect sampling,14,190,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Lavandula_angustifolia,Bombus_terrestris,3,transect sampling,14,190,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Brassica_rapa,Episyrphus_balteatus,1,transect sampling,12,228,CianWhite_Kr_18,G,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Linaria_purpurea,Bombus_pascuorum,1,transect sampling,9,180,CianWhite_Kr_18,W,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Salvia_microphylla,Bombus_pascuorum,1,transect sampling,9,180,CianWhite_Kr_18,W,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,221,8,2018,NA
Taraxacum_agg,Episyrphus_balteatus,1,transect sampling,19,300,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Trifolium_repens,Apis_mellifera,1,transect sampling,19,300,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Trifolium_repens,Bombus_lucorum_agg,1,transect sampling,19,300,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Lotus_corniculatus,Bombus_lapidarius,1,transect sampling,30,500,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Lotus_corniculatus,Bombus_lucorum_agg,1,transect sampling,30,500,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Geranium_pratense,Apis_mellifera,4,transect sampling,30,500,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Geranium_pratense,Bombus_pascuorum,2,transect sampling,30,500,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Centaurea_cyanus,Bombus_lucorum_agg,2,transect sampling,19,300,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Centaurea_cyanus,Bombus_pratorum,1,transect sampling,19,300,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Trifolium_repens,Apis_mellifera,7,transect sampling,30,500,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Trifolium_repens,Bombus_pascuorum,1,transect sampling,30,500,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Digitalis_purpurea,Bombus_pascuorum,1,transect sampling,19,300,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Digitalis_purpurea,Bombus_pascuorum,1,transect sampling,19,300,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Heracleum_sphondylium,Apis_mellifera,1,transect sampling,7,238,CianWhite_Kr_18,G,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Heracleum_sphondylium,Bombus_pratorum,1,transect sampling,7,238,CianWhite_Kr_18,G,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Ranunculus_repens,Episyrphus_balteatus,1,transect sampling,13,228,CianWhite_Kr_18,G,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Ranunculus_repens,Melanostoma_scalare,1,transect sampling,13,228,CianWhite_Kr_18,G,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Ranunculus_repens,Bombus_pratorum,1,transect sampling,13,228,CianWhite_Kr_18,G,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Heracleum_sphondylium,Apis_mellifera,1,transect sampling,13,228,CianWhite_Kr_18,G,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Erigeron_glaucus,Bombus_lucorum_agg,1,transect sampling,6,180,CianWhite_Kr_18,W,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Erigeron_glaucus,Bombus_lapidarius,1,transect sampling,17,358,CianWhite_Kr_18,W,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Pyracantha_sp,Bombus_lucorum_agg,3,transect sampling,17,358,CianWhite_Kr_18,W,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Pyracantha_sp,Bombus_pratorum,1,transect sampling,17,358,CianWhite_Kr_18,W,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Oxalis_debilis,Bombus_pascuorum,1,transect sampling,30,500,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Symphoricarpos_albus,Helophilus_pendulus,1,transect sampling,30,500,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Symphoricarpos_albus,Apis_mellifera,7,transect sampling,30,500,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Symphoricarpos_albus,Bombus_pratorum,1,transect sampling,30,500,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Symphoricarpos_albus,Bombus_pratorum,4,transect sampling,30,500,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Weigela_kosteriana_variegata,Bombus_hortorum,1,transect sampling,30,500,CianWhite_Kr_18,B,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Hebe_agg,Bombus_lucorum_agg,1,transect sampling,6,180,CianWhite_Kr_18,W,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Cotoneaster_hybridus_pendulus,Apis_mellifera,1,transect sampling,17,358,CianWhite_Kr_18,W,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Cotoneaster_hybridus_pendulus,Bombus_lucorum_agg,7,transect sampling,17,358,CianWhite_Kr_18,W,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Salvia_microphylla,Bombus_muscorum,1,transect sampling,6,180,CianWhite_Kr_18,W,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Salvia_microphylla,Bombus_pascuorum,2,transect sampling,6,180,CianWhite_Kr_18,W,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Salvia_microphylla,Bombus_terrestris,1,transect sampling,6,180,CianWhite_Kr_18,W,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Spiraea_japonica,Bombus_muscorum,1,transect sampling,6,180,CianWhite_Kr_18,W,Ireland,Kr,720360,737971,53¡22'41.488965,6¡11'27.594906,163,6,2018,NA
Rubus_fruticosus,Episyrphus_balteatus,1,transect sampling,15,124,CianWhite_ND_18,B,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Rubus_fruticosus,Platycheirus_albimanus,2,transect sampling,15,124,CianWhite_ND_18,B,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Rubus_fruticosus,Syrphus_ribesii,1,transect sampling,15,124,CianWhite_ND_18,B,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Rubus_fruticosus,Apis_mellifera,1,transect sampling,15,124,CianWhite_ND_18,B,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Rubus_fruticosus,Bombus_lapidarius,1,transect sampling,15,124,CianWhite_ND_18,B,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Rubus_fruticosus,Bombus_pratorum,1,transect sampling,15,124,CianWhite_ND_18,B,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Rubus_fruticosus,Bombus_terrestris,1,transect sampling,15,124,CianWhite_ND_18,B,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Hypericum_androsaemum,Apis_mellifera,3,transect sampling,5,82,CianWhite_ND_18,B,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Trifolium_repens,Bombus_lucorum_agg,1,transect sampling,9,268,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Trifolium_repens,Bombus_pascuorum,1,transect sampling,9,268,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Senecio_jacobaea,Bombus_lapidarius,1,transect sampling,9,268,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Senecio_jacobaea,Bombus_lucorum_agg,1,transect sampling,9,268,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Cirsium_arvense,Aglais_urticae,2,transect sampling,9,268,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Cirsium_arvense,Apis_mellifera,4,transect sampling,9,268,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Cirsium_arvense,Bombus_lapidarius,1,transect sampling,9,268,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Cirsium_arvense,Bombus_lucorum_agg,4,transect sampling,9,268,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Cirsium_arvense,Bombus_pascuorum,1,transect sampling,9,268,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Epilobium_parviflorum,Bombus_pascuorum,1,transect sampling,39,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Rubus_fruticosus,Apis_mellifera,3,transect sampling,39,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Rubus_fruticosus,Bombus_lapidarius,5,transect sampling,39,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Rubus_fruticosus,Bombus_lucorum_agg,18,transect sampling,39,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Rubus_fruticosus,Bombus_pascuorum,1,transect sampling,39,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Cirsium_arvense,Bombus_lapidarius,2,transect sampling,39,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Cirsium_arvense,Bombus_lapidarius,1,transect sampling,39,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Chamerion_anguistifolium,Apis_mellifera,1,transect sampling,39,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Chamerion_anguistifolium,Bombus_pascuorum,1,transect sampling,39,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Filipendula_ulmaria,Episyrphus_balteatus,2,transect sampling,39,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Filipendula_ulmaria,Platycheirus_albimanus,1,transect sampling,39,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Filipendula_ulmaria,Syrphus_ribesii,1,transect sampling,39,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Filipendula_ulmaria,Volucella_bombylans,1,transect sampling,39,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Filipendula_ulmaria,Apis_mellifera,1,transect sampling,39,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Filipendula_ulmaria,Bombus_lucorum_agg,7,transect sampling,39,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Rubus_fruticosus,Bombus_lapidarius,1,transect sampling,4,42,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Rubus_fruticosus,Apis_mellifera,1,transect sampling,3,20,CianWhite_ND_18,W,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Rubus_fruticosus,Bombus_pascuorum,1,transect sampling,3,20,CianWhite_ND_18,W,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Hebe_agg,Episyrphus_balteatus,2,transect sampling,3,62,CianWhite_ND_18,B,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Hebe_agg,Aglais_urticae,2,transect sampling,3,62,CianWhite_ND_18,B,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Hebe_agg,Bombus_lapidarius,4,transect sampling,3,62,CianWhite_ND_18,B,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Hebe_agg,Bombus_lucorum_agg,7,transect sampling,3,62,CianWhite_ND_18,B,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Geranium_pyrenaicum,Sphaerophoria_sp,1,transect sampling,5,82,CianWhite_ND_18,B,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Lavandula_angustifolia,Bombus_lucorum_agg,1,transect sampling,5,82,CianWhite_ND_18,B,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Lavandula_angustifolia,Bombus_pascuorum,1,transect sampling,5,82,CianWhite_ND_18,B,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",190,7,2018,NA
Rubus_fruticosus,Episyrphus_balteatus,1,transect sampling,5,124,CianWhite_ND_18,B,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
Cirsium_vulgare,Bombus_pascuorum,1,transect sampling,11,268,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
Plantago_lanceolata,Platycheirus_albimanus,1,transect sampling,7,488,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
Plantago_lanceolata,Platycheirus_clypeatus,2,transect sampling,7,488,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
Ranunculus_repens,Episyrphus_balteatus,1,transect sampling,7,488,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
Ranunculus_repens,Platycheirus_manicatus,1,transect sampling,7,488,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
Ranunculus_repens,Sphaerophoria_sp,1,transect sampling,7,488,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
Ranunculus_repens,Sphaerophoria_sp,3,transect sampling,7,488,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
Ranunculus_repens,Sphaerophoria_sp,1,transect sampling,7,488,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
Cirsium_arvense,Polyommatus_icarus,1,transect sampling,11,268,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
Cirsium_arvense,Bombus_lapidarius,3,transect sampling,11,268,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
Cirsium_arvense,Bombus_lucorum_agg,3,transect sampling,11,268,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
Cirsium_arvense,Bombus_terrestris,2,transect sampling,11,268,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
Cirsium_arvense,Episyrphus_balteatus,2,transect sampling,38,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
Cirsium_arvense,Syritta_pipiens,1,transect sampling,38,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
Cirsium_arvense,Bombus_lapidarius,1,transect sampling,38,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
Cirsium_arvense,Bombus_lucorum_agg,1,transect sampling,38,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
Filipendula_ulmaria,Bombus_lucorum_agg,1,transect sampling,38,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
Rubus_fruticosus,Apis_mellifera,4,transect sampling,38,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
Rubus_fruticosus,Bombus_lucorum_agg,6,transect sampling,38,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
Rubus_fruticosus,Bombus_pascuorum,1,transect sampling,38,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
Epilobium_hirsutum,Bombus_lucorum_agg,2,transect sampling,38,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
Epilobium_hirsutum,Bombus_pascuorum,1,transect sampling,38,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
Epilobium_hirsutum,Bombus_pascuorum,1,transect sampling,38,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
Chamerion_anguistifolium,Episyrphus_balteatus,1,transect sampling,38,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
Chamerion_anguistifolium,Apis_mellifera,1,transect sampling,38,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
Chamerion_anguistifolium,Bombus_lapidarius,1,transect sampling,38,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
Chamerion_anguistifolium,Bombus_lucorum_agg,6,transect sampling,38,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
Chamerion_anguistifolium,Bombus_lucorum_agg,1,transect sampling,38,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
Chamerion_anguistifolium,Bombus_pascuorum,3,transect sampling,38,350,CianWhite_ND_18,G,Ireland,ND,721522,749810,"53¡.29'.3.357580""N","6¡.10'.8.318947""W",225,8,2018,NA
