Order,Family,Subfamily,Tribe,Genus,Subgenus,Species,GenusAndSpecies,TaxonomicAuthority,Albania,Andorra,Austria,Belarus,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Faroe Islands,Finland,Finland - Åland Islands,Finland - Mainland,France,France - Corsica,France - Mainland,Germany,Gibraltar,Greece,Greece - East Aegean Islands,Greece - Kriti,Greece - Mainland,Hungary,Iceland,Ireland,Isle of Man,Italy,Italy - Mainland,Italy - Sardegna,Italy - Sicily,Latvia,Liechtenstein,Lithuania,Luxembourg,Malta,Moldova,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Portugal - Azores,Portugal - Madeira,Portugal - Mainland,Romania,Russian Federation - European Russia,Serbia,Slovakia,Slovenia,Spain,Spain - Balearic Islands,Spain - Canary Islands,Spain - Mainland,Sweden,Switzerland,Turkey - European part,Ukraine,Ukraine - Krym,Ukraine - Main part,United Kingdom,United Kingdom - Great Britain,United Kingdom - Northern Ireland
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,combai,Sphecodes combai,"Nobile & Turrisi, 2004",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,P,P,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,crassanus,Sphecodes crassanus,"Warncke, 1992",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,P,P,A,A,P,A,A,P,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,P,A,A,P,A,RE,A,A,A,A,A,A,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,crassus,Sphecodes crassus,"Thomson, 1870",A,A,P,P,P,A,P,A,A,P,P,P,A,P,P,P,P,A,P,P,A,P,A,A,P,P,A,A,A,P,P,A,P,P,P,P,P,A,A,A,P,A,P,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,A,P,P,P,P,P,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,creticus,Sphecodes creticus,"Warncke, 1992",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,cristatus,Sphecodes cristatus,"Hagens, 1882",A,A,P,P,A,A,P,A,A,P,A,A,A,A,A,A,P,A,P,P,A,P,A,A,P,P,A,A,A,P,P,P,P,P,A,P,A,A,A,A,A,A,A,P,A,A,A,A,P,P,P,P,A,A,A,A,A,RE,P,A,P,A,P,A,A,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,croaticus,Sphecodes croaticus,"Meyer, 1921",A,A,P,A,A,A,P,P,P,P,A,A,A,A,A,A,P,A,P,P,A,P,A,A,P,P,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,P,P,A,A,P,P,P,P,P,P,P,A,A,P,A,P,A,P,P,P,A,A,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,cypricus,Sphecodes cypricus,"Blüthgen, 1938",A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,dusmeti,Sphecodes dusmeti,"Blüthgen, 1924",A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,P,A,P,A,A,P,P,P,P,A,A,A,A,P,P,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,P,P,A,A,P,A,P,A,A,A,A,A,A,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,ephippius,Sphecodes ephippius,"(Linnaeus, 1767)",P,A,P,P,P,P,P,P,P,P,P,P,A,P,P,P,P,P,P,P,A,P,A,A,P,P,A,P,P,P,P,P,P,A,P,P,P,A,A,A,P,A,P,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,A,P,P,P,P,P,P
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,ferruginatus,Sphecodes ferruginatus,"Hagens, 1882",A,A,P,P,P,P,A,P,A,P,P,P,A,P,P,P,P,A,P,P,A,P,A,A,P,P,A,P,A,P,P,P,A,P,P,P,P,A,A,A,P,A,P,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,A,P,P,P,P,P,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,geoffrellus,Sphecodes geoffrellus,"(Kirby, 1802)",A,A,P,P,P,A,P,A,A,P,P,P,A,P,P,P,P,A,P,P,A,P,A,A,P,P,A,P,P,P,P,A,P,P,P,P,P,A,A,A,P,A,P,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,A,P,A,P,P,P,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,gibbus,Sphecodes gibbus,"(Linnaeus, 1758)",A,A,P,P,P,P,P,P,P,P,P,P,A,P,P,P,P,P,P,P,P,P,P,A,P,P,A,P,A,P,P,P,P,P,P,P,P,A,A,A,P,A,P,P,P,A,A,P,P,P,P,P,P,P,P,A,P,P,P,A,P,P,P,P,P,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,gomerensis,Sphecodes gomerensis,"Warncke, 1992",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,hirtellus,Sphecodes hirtellus,"Blüthgen, 1923",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,P,A,P,P,A,A,A,A,A,A,A,A,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,hyalinatus,Sphecodes hyalinatus,"Hagens, 1882",A,A,P,A,P,A,P,A,A,P,P,P,A,P,P,P,P,A,P,P,A,A,A,A,A,P,A,P,A,P,P,A,P,P,P,P,P,A,A,A,P,A,P,P,A,A,A,A,P,P,P,P,P,P,A,A,P,P,P,A,P,P,A,P,P,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,intermedius,Sphecodes intermedius,"Blüthgen, 1923",A,A,P,A,A,A,A,A,A,P,A,A,A,A,A,A,P,A,P,A,A,P,A,A,P,P,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,P,A,P,A,P,A,A,P,A,A,A,P,P,P,A,A,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,larochei,Sphecodes larochei,"Warncke, 1992",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,longuloides,Sphecodes longuloides,"Blüthgen, 1923",A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,P,P,A,P,A,A,A,A,A,A,A,A,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,longulus,Sphecodes longulus,"Hagens, 1882",A,A,P,P,P,A,P,A,P,P,P,P,A,P,A,P,P,A,P,P,A,P,A,A,P,P,A,A,A,P,P,A,P,P,P,P,A,A,A,A,P,A,A,P,P,A,A,P,P,P,P,P,P,P,P,A,P,P,P,A,P,A,P,P,P,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,majalis,Sphecodes majalis,"Pérez, 1903",A,A,P,A,P,A,P,P,A,P,A,A,A,A,A,A,P,A,P,P,A,P,P,A,P,P,A,A,A,P,P,A,A,A,A,A,P,A,A,A,P,A,A,A,P,A,A,P,P,P,P,P,P,P,A,A,P,A,P,A,P,P,A,A,A,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,marginatus,Sphecodes marginatus,"Hagens, 1882",A,A,P,P,P,A,A,A,A,P,P,A,A,A,A,A,P,P,P,P,A,P,A,P,P,P,A,A,A,P,P,P,P,P,A,P,P,A,A,A,P,A,A,P,P,A,A,P,A,A,A,P,A,P,A,P,P,A,RE,A,P,A,P,A,A,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,miniatus,Sphecodes miniatus,"Hagens, 1882",A,A,P,P,P,A,P,P,A,P,P,P,A,P,A,P,P,A,P,P,A,P,A,A,P,P,A,A,A,P,P,A,P,P,A,P,P,A,A,A,P,A,P,P,A,A,A,A,P,P,P,P,P,P,A,A,P,P,P,A,P,P,A,P,P,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,monilicornis,Sphecodes monilicornis,"(Kirby, 1802)",P,A,P,P,P,P,P,P,P,P,P,P,A,P,P,P,P,P,P,P,A,P,A,A,P,P,A,P,P,P,P,P,P,P,P,P,P,A,P,A,P,A,P,P,P,A,A,P,P,P,P,P,P,P,P,A,P,P,P,A,P,P,P,P,P,P
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,niger,Sphecodes niger,"Hagens, 1874",A,A,P,P,P,A,A,A,A,P,P,P,A,A,A,A,P,A,P,P,A,A,A,A,A,P,A,A,A,P,P,A,P,P,A,P,P,A,A,A,P,A,A,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,A,P,A,P,P,P,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,nomioidis,Sphecodes nomioidis,"Pesenko, 1979",A,A,P,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,P,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,P,A,P,A,A,A,A,A,A,A,A,P,A,P,A,A,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,olivieri,Sphecodes olivieri,"Lepeletier, 1825",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,P,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,pellucidus,Sphecodes pellucidus,"Smith, 1845",A,A,P,P,P,A,P,A,P,P,P,P,A,P,P,P,P,A,P,P,A,A,A,A,A,P,A,P,A,P,P,A,P,P,P,P,P,A,A,A,P,A,P,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,A,P,P,P,P,P,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,piceohirtus,Sphecodes piceohirtus,"Blüthgen, 1858",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,P,A,A,A,A,A,A,A,A,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,pinguiculus,Sphecodes pinguiculus,"Pérez, 1903",A,A,A,A,A,A,P,A,P,P,A,A,A,A,A,A,P,A,P,A,A,P,A,A,P,P,A,A,A,P,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,P,P,P,P,A,A,A,P,P,P,A,A,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,pseudocrassus,Sphecodes pseudocrassus,"Blüthgen, 1924",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,pseudofasciatus,Sphecodes pseudofasciatus,"Blüthgen, 1925",A,A,P,A,P,A,P,A,P,P,A,A,A,A,A,A,P,A,P,P,A,A,A,A,A,P,A,A,A,P,P,A,A,A,A,A,P,A,A,A,A,A,A,A,P,A,A,P,P,P,P,P,P,P,A,A,P,A,P,A,P,A,P,A,A,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,puncticeps,Sphecodes puncticeps,"Thomson, 1870",P,A,P,P,P,A,P,P,P,P,P,P,A,P,P,P,P,P,P,P,A,P,A,A,P,P,A,A,A,P,P,P,P,P,P,P,P,A,A,A,P,A,P,P,P,A,A,P,P,P,P,P,P,P,P,P,P,P,P,A,P,P,P,P,P,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,reticulatus,Sphecodes reticulatus,"Thomson, 1870",A,A,P,P,P,A,P,A,A,P,P,P,A,P,A,P,P,A,P,P,A,P,A,A,P,P,A,A,A,P,P,A,P,P,P,P,P,A,A,A,P,A,A,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,A,P,P,P,P,P,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,rubicundus,Sphecodes rubicundus,"Hagens, 1875",A,A,P,A,P,A,P,A,A,P,P,A,A,A,A,A,P,A,P,P,A,P,A,A,P,P,A,A,A,P,P,A,P,P,A,P,P,A,A,A,P,A,A,P,P,A,A,P,P,P,P,P,A,P,P,A,P,A,P,A,P,P,P,P,P,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,rubripes,Sphecodes rubripes,"Spinola, 1838",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,P,P,A,P,A,A,A,A,A,A,A,A,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,ruficrus,Sphecodes ruficrus,"(Erichson, 1835)",A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,P,A,A,A,A,A,P,A,A,A,P,P,A,P,A,A,A,A,P,A,A,A,A,A,A,P,A,A,P,A,P,A,A,A,P,P,A,P,A,P,A,A,A,A,A,A,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,rufiventris,Sphecodes rufiventris,"(Panzer, 1798)",A,A,P,P,P,A,P,A,P,P,P,P,A,A,A,A,P,A,P,P,A,P,A,A,P,P,A,A,A,P,P,A,P,P,P,P,P,A,A,A,P,A,A,P,P,A,A,P,P,P,P,P,P,P,A,A,P,A,P,A,P,P,P,A,A,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,scabricollis,Sphecodes scabricollis,"Wesmael, 1835",A,A,P,P,P,A,A,P,A,P,A,P,A,A,A,A,P,A,P,P,A,P,A,A,P,P,A,A,A,P,P,A,A,P,P,P,P,A,A,A,P,A,A,P,P,A,A,P,P,P,P,P,P,P,A,A,P,A,P,A,P,P,A,P,P,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,schenckii,Sphecodes schenckii,"Hagens, 1882",A,A,P,A,A,A,A,P,P,A,A,A,A,A,A,A,P,A,P,P,A,P,A,A,P,P,A,A,A,P,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,P,P,P,A,P,A,A,P,A,P,A,P,P,P,A,A,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,spinulosus,Sphecodes spinulosus,"Hagens, 1875",A,A,P,P,P,A,A,P,A,P,P,A,A,A,A,A,P,A,P,P,A,P,A,A,P,P,A,A,A,P,P,A,P,A,A,A,A,A,A,A,P,A,A,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,A,P,P,A,P,P,A
Hymenoptera,Halictidae,Halictinae,Sphecodini,Sphecodes,,zangherii,Sphecodes zangherii,"Noskiewicz, 1931",A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,P,A,P,P,A,P,A,A,P,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A
Hymenoptera,Halictidae,Rophitinae,Rophitini,Systropha,,curvicornis,Systropha curvicornis,"(Scopoli, 1770)",P,A,P,P,A,P,P,P,A,P,A,A,A,A,A,A,P,A,P,P,A,P,A,A,P,P,A,A,A,P,P,A,A,P,A,P,A,A,P,A,A,P,A,P,A,A,A,A,P,P,P,P,P,P,A,A,P,A,P,A,P,P,P,A,A,A
Hymenoptera,Halictidae,Rophitinae,Rophitini,Systropha,,grandimargo,Systropha grandimargo,"Pérez, 1905",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Hymenoptera,Halictidae,Rophitinae,Rophitini,Systropha,,planidens,Systropha planidens,"Giraud, 1861",A,A,P,P,A,P,P,A,A,P,A,A,A,A,A,A,P,A,P,P,A,P,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,P,A,A,A,A,P,P,P,P,A,A,A,A,A,A,RE,A,P,P,P,A,A,A
Hymenoptera,Halictidae,Halictinae,Halictini,Thrincohalictus,,prognathus,Thrincohalictus prognathus,"(Pérez, 1912)",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Megachilidae,Megachilinae,Anthidiini,Afranthidium,Mesanthidium ,carduele,Afranthidium carduele,"(Morawitz, 1876)",A,A,A,A,P,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Hymenoptera,Megachilidae,Megachilinae,Anthidiini,Afranthidium,Capanthidium ,schulthessii,Afranthidium schulthessii,"(Friese, 1897)",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Hymenoptera,Megachilidae,Megachilinae,Dioxyini,Aglaoapis,,tridentata,Aglaoapis tridentata,"(Nylander, 1848) ",A,A,P,P,RE,A,A,P,A,P,A,P,A,RE,A,RE,P,A,P,P,A,P,A,A,P,P,A,A,A,P,P,P,A,A,A,P,P,A,A,A,A,A,A,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,A,P,P,P,A,A,A
Hymenoptera,Megachilidae,Megachilinae,Anthidiini,Anthidiellum,,breviusculum,Anthidiellum breviusculum,"(Pérez, 1890)",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Hymenoptera,Megachilidae,Megachilinae,Anthidiini,Anthidiellum,,strigatum,Anthidiellum strigatum,"(Panzer, 1805)",P,A,P,P,P,P,P,P,P,P,P,P,A,P,P,P,P,P,P,P,A,P,P,P,P,P,A,A,A,P,P,P,P,P,P,P,P,P,A,P,P,P,A,P,P,A,A,P,P,P,P,P,P,P,A,A,P,A,P,A,P,P,P,A,A,A
Hymenoptera,Megachilidae,Megachilinae,Anthidiini,Anthidiellum,,troodicum,Anthidiellum troodicum,"Mavromoustakis, 1949",A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,P,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Megachilidae,Megachilinae,Anthidiini,Anthidium,Anthidium,caspicum,Anthidium caspicum,"Morawitz, 1880",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Megachilidae,Megachilinae,Anthidiini,Anthidium,Anthidium ,cingulatum,Anthidium cingulatum,"Latreille, 1809",A,A,P,A,A,A,P,P,P,RE,A,A,A,A,A,A,P,P,P,A,A,P,A,A,P,P,A,A,A,P,P,P,P,A,A,A,A,A,A,P,A,P,A,A,P,A,A,P,P,P,P,P,P,P,P,A,P,A,RE,A,P,P,P,A,A,A
Hymenoptera,Megachilidae,Megachilinae,Anthidiini,Anthidium,Anthidium ,dalmaticum,Anthidium dalmaticum,"Mocsáry, 1884",A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,P,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Megachilidae,Megachilinae,Anthidiini,Anthidium,Anthidium ,diadema,Anthidium diadema,"Latreille, 1809",A,A,A,A,P,P,P,P,P,A,A,A,A,A,A,A,P,A,P,A,A,P,A,P,P,A,A,A,A,P,P,A,P,A,A,A,A,A,A,A,A,P,A,A,P,A,A,P,A,A,A,A,A,P,A,A,P,A,A,A,P,P,P,A,A,A
Hymenoptera,Megachilidae,Megachilinae,Anthidiini,Anthidium,Anthidium ,florentinum,Anthidium florentinum,"(Fabricius, 1775)",A,A,P,P,A,P,P,P,P,A,A,A,A,A,A,A,P,A,P,P,A,P,P,A,P,P,A,A,A,P,P,P,P,P,A,A,A,P,A,A,A,A,A,A,P,A,A,P,P,P,P,P,P,P,P,A,P,A,P,A,P,P,P,A,A,A
Hymenoptera,Megachilidae,Megachilinae,Anthidiini,Anthidium,Anthidium ,loti,Anthidium loti,"Perris, 1852",P,A,A,A,A,P,P,P,P,A,A,A,A,A,A,A,P,A,P,A,A,P,A,A,P,P,A,A,A,P,P,A,P,A,A,A,A,A,A,P,A,P,A,A,P,A,A,P,P,P,P,P,P,P,A,A,P,A,P,A,P,P,A,A,A,A
Hymenoptera,Megachilidae,Megachilinae,Anthidiini,Anthidium,Anthidium ,manicatum,Anthidium manicatum,"(Linnaeus, 1758)",P,A,P,P,P,P,P,P,A,P,P,P,A,P,P,P,P,P,P,P,A,P,A,A,P,P,A,P,A,P,P,P,P,P,P,P,P,P,A,A,P,P,P,P,P,P,A,P,P,P,P,P,P,P,P,NN,P,P,P,A,P,P,P,P,P,A
Hymenoptera,Megachilidae,Megachilinae,Anthidiini,Anthidium,Anthidium ,montanum,Anthidium montanum,"Morawitz, 1865",A,A,P,P,A,A,A,P,A,P,A,A,A,A,A,A,P,A,P,P,A,A,A,A,A,A,A,A,A,P,P,A,A,A,P,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,P,P,P,A,A,P,A,P,A,P,P,A,A,A,A
Hymenoptera,Megachilidae,Megachilinae,Anthidiini,Anthidium,Proanthidium ,oblongatum,Anthidium oblongatum,"(Illiger, 1806)",A,A,P,P,P,A,P,P,A,P,A,P,A,A,A,A,P,A,P,P,A,P,A,A,P,P,A,A,A,P,P,A,P,A,P,P,P,A,A,A,P,A,A,P,P,A,A,P,P,P,P,P,P,P,A,A,P,A,P,A,P,P,P,A,A,A
Hymenoptera,Megachilidae,Megachilinae,Anthidiini,Anthidium,Anthidium ,punctatum,Anthidium punctatum,"Latreille, 1809",A,A,P,P,P,A,P,P,A,P,P,P,A,P,P,P,P,A,P,P,A,P,A,A,P,P,A,A,A,P,P,A,P,P,P,P,P,A,A,A,P,A,P,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,A,P,A,P,A,A,A
Hymenoptera,Megachilidae,Megachilinae,Anthidiini,Anthidium,Gulanthidium ,rotundum,Anthidium rotundum,"Warncke, 1980",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Megachilidae,Megachilinae,Anthidiini,Anthidium,Anthidium ,septemspinosum,Anthidium septemspinosum,"Lepeletier, 1841",A,A,P,P,P,A,P,P,A,P,A,A,A,A,A,A,P,A,P,P,A,P,P,P,A,P,A,A,A,P,P,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,P,P,P,P,P,P,A,A,P,A,P,A,P,P,P,A,A,A
Hymenoptera,Megachilidae,Megachilinae,Anthidiini,Anthidium,Anthidium ,spiniventre,Anthidium spiniventre,"Friese, 1899",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,P,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Megachilidae,Megachilinae,Anthidiini,Anthidium,Anthidium ,taeniatum,Anthidium taeniatum,"Latreille, 1809",A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,P,P,P,A,A,P,A,A,P,A,A,A,A,P,P,A,P,A,A,A,A,A,A,A,A,P,A,A,P,A,A,P,A,A,P,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Hymenoptera,Megachilidae,Megachilinae,Anthidiini,Anthidium,Proanthidium ,undulatiforme,Anthidium undulatiforme,"Friese, 1917",A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Hymenoptera,Megachilidae,Megachilinae,Anthidiini,Anthidium,Proanthidium ,undulatum,Anthidium undulatum,"Dours, 1873",A,A,A,A,A,A,P,P,P,A,A,A,A,A,A,A,P,A,P,A,A,P,P,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Megachilidae,Megachilinae,Anthidiini,Anthidium,Proanthidium ,wuestneii,Anthidium wuestneii,"Mocsáry, 1887",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
