"Plant_gen_sp","Site_ID","Name","Day","Month","Year","Round","Notes","Plot","Plant_genus","Plant_species","Flower_abundance"
"Teucrium fruticans","Aznalcazar","Curro",10,5,2018,5,NA,5,"Teucrium","fruticans",10
"Teucrium fruticans","Aznalcazar","Curro",12,2,2019,1,NA,6,"Teucrium","fruticans",3
"Teucrium fruticans","Aznalcazar","Curro",28,5,2018,7,NA,4,"Teucrium","fruticans",3
"Teucrium fruticans","Aznalcazar","Curro",11,3,2019,3,NA,3,"Teucrium","fruticans",10
"Teucrium fruticans","Aznalcazar","Curro",13,2,2020,1,NA,3,"Teucrium","fruticans",5
"Teucrium fruticans","Aznalcazar","Curro",19,2,2020,2,NA,6,"Teucrium","fruticans",5
"Teucrium fruticans","Aznalcazar","Curro",9,3,2020,4,NA,4,"Teucrium","fruticans",17
"Teucrium fruticans","Aznalcazar","Curro",12,2,2019,1,NA,5,"Teucrium","fruticans",6
"Teucrium fruticans","Aznalcazar","Curro",21,2,2019,2,NA,4,"Teucrium","fruticans",2
"Teucrium fruticans","Aznalcazar","Curro",21,2,2019,2,NA,5,"Teucrium","fruticans",18
"Teucrium fruticans","Aznalcazar","Curro",21,2,2019,2,NA,6,"Teucrium","fruticans",22
"Teucrium fruticans","Aznalcazar","Curro",11,3,2019,3,NA,5,"Teucrium","fruticans",9
"Teucrium fruticans","Aznalcazar","Curro",11,3,2019,3,NA,6,"Teucrium","fruticans",22
"Teucrium fruticans","Aznalcazar","Curro",24,3,2020,5,NA,5,"Teucrium","fruticans",69
"Teucrium fruticans","Aznalcazar","Curro",22,4,2019,6,NA,5,"Teucrium","fruticans",3
"Teucrium fruticans","Aznalcazar","Curro",25,3,2019,4,NA,3,"Teucrium","fruticans",23
"Teucrium fruticans","Aznalcazar","Curro",25,3,2019,4,NA,5,"Teucrium","fruticans",17
"Teucrium fruticans","Aznalcazar","Curro",7,4,2020,6,NA,4,"Teucrium","fruticans",31
"Teucrium fruticans","Aznalcazar","Curro",25,3,2019,4,NA,6,"Teucrium","fruticans",43
"Teucrium fruticans","Aznalcazar","Curro",21,4,2020,7,NA,6,"Teucrium","fruticans",12
"Teucrium fruticans","Aznalcazar","Curro",21,4,2020,7,NA,4,"Teucrium","fruticans",19
"Teucrium fruticans","Aznalcazar","Curro",11,4,2019,5,NA,3,"Teucrium","fruticans",21
"Teucrium fruticans","Aznalcazar","Curro",11,4,2019,5,NA,4,"Teucrium","fruticans",36
"Teucrium fruticans","Aznalcazar","Curro",22,4,2019,6,NA,4,"Teucrium","fruticans",15
"Teucrium fruticans","Aznalcazar","Curro",22,4,2019,6,NA,6,"Teucrium","fruticans",7
"Teucrium fruticans","Aznalcazar","Curro",5,5,2020,8,NA,4,"Teucrium","fruticans",6
"Teucrium fruticans","Aznalcazar","Curro",24,3,2020,5,NA,4,"Teucrium","fruticans",17
"Teucrium fruticans","Aznalcazar","Curro",21,4,2020,7,NA,5,"Teucrium","fruticans",6
"Teucrium fruticans","Aznalcazar","Curro",9,3,2020,4,NA,5,"Teucrium","fruticans",32
"Teucrium fruticans","Aznalcazar","Curro",24,3,2020,5,NA,6,"Teucrium","fruticans",10
"Teucrium fruticans","Aznalcazar","Curro",7,4,2020,6,NA,6,"Teucrium","fruticans",33
"Thapsia villosa","El_pozo","Curro",23,5,2016,8,NA,7,"Thapsia","villosa",300
"Thapsia villosa","Niebla","Curro",29,4,2015,6,"Tolpis barbata, Gladiolus italicus, Linaria viscosa, Carduus sp en flor",1,"Thapsia","villosa",1
"Thapsia villosa","Niebla","Curro",29,4,2015,6,NA,3,"Thapsia","villosa",1
"Thapsia villosa","Niebla","Curro",21,4,2016,6,NA,2,"Thapsia","villosa",40
"Thapsia villosa","Bonares","Curro",29,4,2015,6,NA,4,"Thapsia","villosa",450
"Thapsia villosa","Bonares","Curro",29,4,2015,6,NA,5,"Thapsia","villosa",300
"Thapsia villosa","Bonares","Curro",29,4,2015,6,NA,6,"Thapsia","villosa",800
"Thapsia villosa","Bonares","Curro",29,4,2015,6,NA,7,"Thapsia","villosa",650
"Thapsia villosa","Bonares","Curro",29,4,2015,6,NA,8,"Thapsia","villosa",550
"Thapsia villosa","Bonares","Curro",29,4,2015,6,NA,9,"Thapsia","villosa",450
"Thapsia villosa","Bonares","Curro",21,4,2016,6,NA,3,"Thapsia","villosa",120
"Thapsia villosa","Cotito_de_santa_teresa","Curro",30,4,2015,6,NA,4,"Thapsia","villosa",3
"Thapsia villosa","Niebla","Curro",12,5,2015,7,NA,5,"Thapsia","villosa",80
"Thapsia villosa","Bonares","Curro",12,5,2015,7,"Thymus mastichina en flor en transecto",2,"Thapsia","villosa",60
"Thapsia villosa","Bonares","Curro",12,5,2015,7,NA,4,"Thapsia","villosa",500
"Thapsia villosa","Bonares","Curro",12,5,2015,7,NA,5,"Thapsia","villosa",1600
"Thapsia villosa","Bonares","Curro",12,5,2015,7,NA,7,"Thapsia","villosa",600
"Thapsia villosa","Bonares","Curro",26,4,2016,7,NA,4,"Thapsia","villosa",10
"Thapsia villosa","Bonares","Curro",26,4,2016,7,NA,9,"Thapsia","villosa",110
"Thapsia villosa","Convento_de_la_luz","Curro",26,4,2016,7,NA,2,"Thapsia","villosa",50
"Thapsia villosa","El_pozo","Curro",29,4,2016,7,NA,7,"Thapsia","villosa",200
"Thapsia villosa","Bonares","Curro",19,5,2016,8,NA,4,"Thapsia","villosa",10
"Thapsia villosa","Bonares","Curro",19,5,2016,8,NA,5,"Thapsia","villosa",300
"Thapsia villosa","Bonares","Curro",19,5,2016,8,NA,6,"Thapsia","villosa",250
"Thapsia villosa","Bonares","Curro",19,5,2016,8,NA,7,"Thapsia","villosa",40
"Thapsia villosa","Bonares","Curro",19,5,2016,8,NA,8,"Thapsia","villosa",150
"Thapsia villosa","Niebla","Curro",19,5,2016,8,NA,3,"Thapsia","villosa",300
"Thapsia villosa","Cotito_de_santa_teresa","Curro",23,5,2016,8,NA,4,"Thapsia","villosa",100
"Thapsia villosa","Bonares","Curro",1,4,2016,5,NA,8,"Thapsia","villosa",100
"Thapsia villosa","Cotito_de_santa_teresa","Pablo",16,5,2017,7,NA,4,"Thapsia","villosa",960
"Thapsia villosa","Convento_de_la_luz","Curro",22,5,2018,7,NA,2,"Thapsia","villosa",200
"Thapsia villosa","Niebla","Curro",21,4,2016,6,NA,3,"Thapsia","villosa",80
"Thapsia villosa","Niebla","Curro",21,4,2016,6,NA,9,"Thapsia","villosa",50
"Thapsia villosa","Bonares","Curro",21,4,2016,6,NA,7,"Thapsia","villosa",1000
"Thapsia villosa","Bonares","Curro",21,4,2016,6,NA,8,"Thapsia","villosa",1800
"Thapsia villosa","Bonares","Curro",21,4,2016,6,NA,9,"Thapsia","villosa",600
"Thapsia villosa","Convento_de_la_luz","Curro",21,4,2016,6,NA,2,"Thapsia","villosa",50
"Thapsia villosa","Bonares","Curro",26,4,2016,7,NA,5,"Thapsia","villosa",300
"Thapsia villosa","Bonares","Curro",26,4,2016,7,NA,6,"Thapsia","villosa",200
"Thapsia villosa","Bonares","Curro",26,4,2016,7,NA,7,"Thapsia","villosa",7
"Thapsia villosa","Bonares","Curro",26,4,2016,7,NA,8,"Thapsia","villosa",9
"Thapsia villosa","Niebla","Curro",29,4,2016,7,NA,3,"Thapsia","villosa",200
"Thapsia villosa","Niebla","Curro",29,4,2016,7,NA,6,"Thapsia","villosa",200
"Thapsia villosa","Niebla","Curro",29,4,2016,7,NA,7,"Thapsia","villosa",100
"Thapsia villosa","Urbanizaciones","Curro",19,5,2016,8,NA,1,"Thapsia","villosa",200
"Thapsia villosa","Convento_de_la_luz","Curro",19,5,2016,8,NA,2,"Thapsia","villosa",200
"Thapsia villosa","Bonares","Curro",19,5,2016,8,NA,9,"Thapsia","villosa",200
"Thapsia villosa","Niebla","Curro",19,5,2016,8,NA,6,"Thapsia","villosa",200
"Thapsia villosa","Niebla","Curro",19,5,2016,8,NA,7,"Thapsia","villosa",100
"Thapsia villosa","Cotito_de_santa_teresa","Curro",23,5,2016,8,NA,2,"Thapsia","villosa",50
"Thapsia villosa","Cotito_de_santa_teresa","Curro",23,5,2016,8,NA,3,"Thapsia","villosa",100
"Thapsia villosa","Cotito_de_santa_teresa","Curro",23,5,2016,8,NA,6,"Thapsia","villosa",30
"Thapsia villosa","Cotito_de_santa_teresa","Curro",23,5,2016,8,NA,7,"Thapsia","villosa",9
"Thapsia villosa","Niebla","Curro",11,5,2018,5,NA,4,"Thapsia","villosa",300
"Thapsia villosa","Cotito_de_santa_teresa","Pablo",4,5,2017,6,NA,5,"Thapsia","villosa",600
"Thapsia villosa","Niebla","Pablo",8,5,2017,6,NA,6,"Thapsia","villosa",1440
"Thapsia villosa","Bonares","Pablo",15,5,2017,7,NA,4,"Thapsia","villosa",1440
"Thapsia villosa","Bonares","Pablo",15,5,2017,7,NA,6,"Thapsia","villosa",480
"Thapsia villosa","Bonares","Pablo",15,5,2017,7,NA,8,"Thapsia","villosa",1440
"Thapsia villosa","Cotito_de_santa_teresa","Pablo",16,5,2017,7,NA,2,"Thapsia","villosa",3360
"Thapsia villosa","Niebla","Pablo",17,5,2017,7,NA,5,"Thapsia","villosa",1920
"Thapsia villosa","Urbanizaciones","Pablo",17,5,2017,7,NA,1,"Thapsia","villosa",280
"Thapsia villosa","Bonares","Pablo",6,4,2017,4,NA,8,"Thapsia","villosa",600
"Thapsia villosa","Bonares","Curro",9,5,2018,5,NA,6,"Thapsia","villosa",200
"Thapsia villosa","Bonares","Pablo",20,4,2017,5,NA,4,"Thapsia","villosa",480
"Thapsia villosa","Bonares","Pablo",20,4,2017,5,NA,5,"Thapsia","villosa",1440
"Thapsia villosa","Bonares","Pablo",20,4,2017,5,NA,7,"Thapsia","villosa",2400
"Thapsia villosa","Bonares","Pablo",20,4,2017,5,NA,9,"Thapsia","villosa",2400
"Thapsia villosa","Niebla","Pablo",21,4,2017,5,NA,2,"Thapsia","villosa",480
"Thapsia villosa","Niebla","Pablo",21,4,2017,5,NA,7,"Thapsia","villosa",480
"Thapsia villosa","Pino_del_cuervo","Curro",10,5,2018,5,NA,6,"Thapsia","villosa",100
"Thapsia villosa","Cotito_de_santa_teresa","Pablo",4,5,2017,6,NA,6,"Thapsia","villosa",600
"Thapsia villosa","Convento_de_la_luz","Pablo",8,5,2017,6,NA,2,"Thapsia","villosa",480
"Thapsia villosa","Urbanizaciones","Pablo",8,5,2017,6,NA,3,"Thapsia","villosa",960
"Thapsia villosa","Bonares","Pablo",8,5,2017,6,NA,4,"Thapsia","villosa",1920
"Thapsia villosa","Bonares","Pablo",8,5,2017,6,NA,5,"Thapsia","villosa",1440
"Thapsia villosa","Bonares","Pablo",8,5,2017,6,NA,7,"Thapsia","villosa",2280
"Thapsia villosa","Bonares","Pablo",8,5,2017,6,NA,8,"Thapsia","villosa",2280
"Thapsia villosa","Bonares","Pablo",8,5,2017,6,NA,9,"Thapsia","villosa",3360
"Thapsia villosa","Niebla","Pablo",8,5,2017,6,NA,3,"Thapsia","villosa",2400
"Thapsia villosa","Niebla","Pablo",8,5,2017,6,NA,5,"Thapsia","villosa",480
"Thapsia villosa","El_pozo","Pablo",8,5,2017,6,NA,7,"Thapsia","villosa",480
"Thapsia villosa","Bonares","Pablo",15,5,2017,7,NA,5,"Thapsia","villosa",480
"Thapsia villosa","Cotito_de_santa_teresa","Curro",16,5,2018,6,NA,3,"Thapsia","villosa",100
"Thapsia villosa","Cotito_de_santa_teresa","Curro",16,5,2018,6,NA,5,"Thapsia","villosa",200
"Thapsia villosa","Bonares","Pablo",15,5,2017,7,NA,9,"Thapsia","villosa",1440
"Thapsia villosa","Niebla","Curro",16,5,2018,6,NA,2,"Thapsia","villosa",200
"Thapsia villosa","Niebla","Curro",16,5,2018,6,NA,3,"Thapsia","villosa",1000
"Thapsia villosa","Niebla","Curro",16,5,2018,6,NA,4,"Thapsia","villosa",100
"Thapsia villosa","Cotito_de_santa_teresa","Pablo",16,5,2017,7,NA,5,"Thapsia","villosa",480
"Thapsia villosa","Cotito_de_santa_teresa","Pablo",16,5,2017,7,NA,6,"Thapsia","villosa",2400
"Thapsia villosa","Niebla","Curro",16,5,2018,6,NA,7,"Thapsia","villosa",300
"Thapsia villosa","Urbanizaciones","Pablo",17,5,2017,7,NA,10,"Thapsia","villosa",640
"Thapsia villosa","Niebla","Curro",22,5,2018,7,NA,6,"Thapsia","villosa",100
"Thapsia villosa","Niebla","Curro",22,5,2018,7,NA,7,"Thapsia","villosa",500
"Thapsia villosa","Aznalcazar","Curro",28,5,2018,7,NA,4,"Thapsia","villosa",100
"Thapsia villosa","Bonares","Curro",29,5,2018,7,NA,4,"Thapsia","villosa",200
"Thapsia villosa","Bonares","Curro",29,5,2018,7,NA,6,"Thapsia","villosa",100
"Thapsia villosa","Bonares","Curro",29,5,2018,7,NA,8,"Thapsia","villosa",300
"Thapsia villosa","Cotito_de_santa_teresa","Curro",29,5,2018,7,NA,3,"Thapsia","villosa",100
"Thapsia villosa","Niebla","Curro",11,6,2018,8,NA,7,"Thapsia","villosa",140
"Thapsia villosa","Bonares","Curro",9,5,2018,5,NA,7,"Thapsia","villosa",100
"Thapsia villosa","Niebla","Curro",22,5,2018,7,NA,5,"Thapsia","villosa",100
"Thapsia villosa","Niebla","Curro",11,5,2018,5,NA,5,"Thapsia","villosa",100
"Thapsia villosa","Urbanizaciones","Curro",15,5,2018,6,NA,10,"Thapsia","villosa",1000
"Thapsia villosa","El_pozo","Curro",15,5,2018,6,NA,6,"Thapsia","villosa",50
"Thapsia villosa","El_pozo","Curro",15,5,2018,6,NA,8,"Thapsia","villosa",20
"Thapsia villosa","Bonares","Curro",4,5,2020,8,NA,5,"Thapsia","villosa",100
"Thapsia villosa","Bonares","Curro",30,4,2019,6,NA,9,"Thapsia","villosa",100
"Thapsia villosa","Bonares","Curro",16,5,2018,6,NA,6,"Thapsia","villosa",100
"Thapsia villosa","Bonares","Curro",16,5,2018,6,NA,7,"Thapsia","villosa",200
"Thapsia villosa","Niebla","Curro",16,5,2018,6,NA,6,"Thapsia","villosa",200
"Thapsia villosa","Urbanizaciones","Curro",22,5,2018,7,NA,4,"Thapsia","villosa",100
"Thapsia villosa","Urbanizaciones","Curro",22,5,2018,7,NA,9,"Thapsia","villosa",100
"Thapsia villosa","Niebla","Curro",6,5,2019,7,NA,5,"Thapsia","villosa",100
"Thapsia villosa","Bonares","Curro",29,5,2018,7,NA,7,"Thapsia","villosa",200
"Thapsia villosa","Bonares","Curro",29,5,2018,7,NA,9,"Thapsia","villosa",300
"Thapsia villosa","Cotito_de_santa_teresa","Curro",29,5,2018,7,NA,7,"Thapsia","villosa",200
"Thapsia villosa","La_rocina","Curro",30,5,2018,7,NA,3,"Thapsia","villosa",50
"Thapsia villosa","Cotito_de_santa_teresa","Curro",5,6,2018,8,NA,3,"Thapsia","villosa",50
"Thapsia villosa","Urbanizaciones","Curro",11,6,2018,8,NA,10,"Thapsia","villosa",100
"Thapsia villosa","Bonares","Curro",11,6,2018,8,NA,4,"Thapsia","villosa",100
"Thapsia villosa","Bonares","Curro",11,6,2018,8,NA,6,"Thapsia","villosa",100
"Thapsia villosa","Bonares","Curro",11,6,2018,8,NA,7,"Thapsia","villosa",50
"Thapsia villosa","Bonares","Curro",11,6,2018,8,NA,8,"Thapsia","villosa",100
"Thapsia villosa","Bonares","Curro",11,6,2018,8,NA,9,"Thapsia","villosa",100
"Thapsia villosa","Niebla","Curro",11,6,2018,8,NA,5,"Thapsia","villosa",40
"Thapsia villosa","Niebla","Curro",11,6,2018,8,NA,6,"Thapsia","villosa",100
"Thapsia villosa","La_rocina","Curro",18,6,2018,9,NA,8,"Thapsia","villosa",20
"Thapsia villosa","Niebla","Curro",30,4,2019,6,NA,7,"Thapsia","villosa",50
"Thapsia villosa","Bonares","Curro",28,5,2020,10,NA,5,"Thapsia","villosa",10
"Thapsia villosa","Bonares","Curro",4,5,2020,8,NA,4,"Thapsia","villosa",120
"Thapsia villosa","Bonares","Curro",18,5,2020,9,NA,3,"Thapsia","villosa",500
"Thapsia villosa","Bonares","Curro",18,5,2020,9,NA,4,"Thapsia","villosa",300
"Thapsia villosa","Bonares","Curro",18,5,2020,9,NA,5,"Thapsia","villosa",90
"Thapsia villosa","Bonares","Curro",28,5,2020,10,NA,8,"Thapsia","villosa",12
"Thapsia villosa","Urbanizaciones","Curro",18,5,2020,9,NA,10,"Thapsia","villosa",200
"Thapsia villosa","Bonares","Curro",18,5,2020,9,NA,8,"Thapsia","villosa",300
"Thapsia villosa","Bonares","Curro",28,5,2020,10,NA,4,"Thapsia","villosa",15
"Thapsia villosa","Bonares","Curro",18,5,2020,9,NA,7,"Thapsia","villosa",400
"Thapsia villosa","Bonares","Curro",18,5,2020,9,NA,9,"Thapsia","villosa",120
"Thymus mastichina","La_rocina","Pablo",17,5,2017,7,NA,9,"Thymus","mastichina",1000
"Thymus mastichina","La_rocina","Curro",30,5,2018,7,NA,8,"Thymus","mastichina",100
"Thymus mastichina","La_rocina","Curro",18,6,2018,9,NA,5,"Thymus","mastichina",100
"Thymus mastichina","La_rocina","Curro",10,5,2018,5,NA,7,"Thymus","mastichina",8
"Thymus mastichina","La_rocina","Curro",14,5,2018,6,NA,5,"Thymus","mastichina",37
"Thymus mastichina","La_rocina","Curro",14,5,2018,6,NA,8,"Thymus","mastichina",15
"Thymus mastichina","La_rocina","Curro",30,5,2018,7,NA,7,"Thymus","mastichina",144
"Thymus mastichina","La_rocina","Curro",30,5,2018,7,NA,10,"Thymus","mastichina",50
"Thymus mastichina","La_rocina","Curro",18,6,2018,9,NA,4,"Thymus","mastichina",50
"Tolpis barbata","Aznalcazar","Curro",16,5,2016,8,NA,6,"Tolpis","barbata",9
"Tolpis barbata","Niebla","Curro",19,5,2016,8,NA,2,"Tolpis","barbata",21
"Tolpis barbata","Cotito_de_santa_teresa","Curro",23,5,2016,8,NA,4,"Tolpis","barbata",15
"Tolpis barbata","Cotito_de_santa_teresa","Curro",23,5,2016,8,NA,5,"Tolpis","barbata",22
"Tolpis barbata","Cotito_de_santa_teresa","Curro",23,5,2016,8,NA,6,"Tolpis","barbata",6
"Tolpis barbata","Cotito_de_santa_teresa","Curro",23,5,2016,8,NA,7,"Tolpis","barbata",41
"Tolpis barbata","Las_mulas","Curro",31,5,2016,9,NA,2,"Tolpis","barbata",11
"Tolpis barbata","Niebla","Curro",2,6,2016,9,NA,4,"Tolpis","barbata",25
"Tolpis barbata","Cotito_de_santa_teresa","Pablo",16,5,2017,7,NA,2,"Tolpis","barbata",1
"Tolpis barbata","La_cunya","Curro",26,4,2016,7,NA,1,"Tolpis","barbata",11
"Tolpis barbata","La_cunya","Curro",26,4,2016,7,NA,3,"Tolpis","barbata",5
"Tolpis barbata","Pino_del_cuervo","Curro",29,4,2016,7,NA,2,"Tolpis","barbata",3
"Tolpis barbata","Pino_del_cuervo","Curro",29,4,2016,7,NA,3,"Tolpis","barbata",13
"Tolpis barbata","Pino_del_cuervo","Curro",29,4,2016,7,NA,4,"Tolpis","barbata",25
"Tolpis barbata","Niebla","Curro",29,4,2016,7,NA,2,"Tolpis","barbata",11
"Tolpis barbata","Niebla","Curro",29,4,2016,7,NA,4,"Tolpis","barbata",15
"Tolpis barbata","Niebla","Curro",29,4,2016,7,NA,6,"Tolpis","barbata",53
"Tolpis barbata","Aznalcazar","Curro",16,5,2016,8,NA,1,"Tolpis","barbata",3
"Tolpis barbata","Aznalcazar","Curro",16,5,2016,8,NA,3,"Tolpis","barbata",22
"Tolpis barbata","Aznalcazar","Curro",16,5,2016,8,NA,4,"Tolpis","barbata",15
"Tolpis barbata","Aznalcazar","Curro",16,5,2016,8,NA,5,"Tolpis","barbata",10
"Tolpis barbata","Villamanrique_este","Curro",16,5,2016,8,NA,10,"Tolpis","barbata",142
"Tolpis barbata","Aznalcazar","Pablo",17,4,2017,5,NA,3,"Tolpis","barbata",3
"Tolpis barbata","Niebla","Curro",19,5,2016,8,NA,4,"Tolpis","barbata",17
"Tolpis barbata","Niebla","Curro",19,5,2016,8,NA,6,"Tolpis","barbata",53
"Tolpis barbata","Las_mulas","Curro",20,5,2016,8,NA,1,"Tolpis","barbata",21
"Tolpis barbata","La_cunya","Curro",20,5,2016,8,NA,1,"Tolpis","barbata",19
"Tolpis barbata","La_cunya","Curro",20,5,2016,8,NA,2,"Tolpis","barbata",17
"Tolpis barbata","Cotito_de_santa_teresa","Curro",23,5,2016,8,NA,1,"Tolpis","barbata",45
"Tolpis barbata","Cotito_de_santa_teresa","Curro",23,5,2016,8,NA,2,"Tolpis","barbata",29
"Tolpis barbata","Cotito_de_santa_teresa","Curro",23,5,2016,8,NA,3,"Tolpis","barbata",22
"Tolpis barbata","Cotito_de_santa_teresa","Curro",23,5,2016,8,NA,8,"Tolpis","barbata",6
"Tolpis barbata","Cotito_de_santa_teresa","Curro",23,5,2016,8,NA,9,"Tolpis","barbata",60
"Tolpis barbata","Pino_del_cuervo","Curro",23,5,2016,8,NA,2,"Tolpis","barbata",10
"Tolpis barbata","Pino_del_cuervo","Curro",23,5,2016,8,NA,3,"Tolpis","barbata",9
"Tolpis barbata","Pino_del_cuervo","Curro",23,5,2016,8,NA,4,"Tolpis","barbata",30
"Tolpis barbata","Pino_del_cuervo","Curro",23,5,2016,8,NA,5,"Tolpis","barbata",21
"Tolpis barbata","Pino_del_cuervo","Curro",23,5,2016,8,NA,7,"Tolpis","barbata",12
"Tolpis barbata","Las_mulas","Curro",31,5,2016,9,NA,1,"Tolpis","barbata",22
"Tolpis barbata","Villamanrique_sur","Pablo",3,5,2017,6,NA,1,"Tolpis","barbata",3
"Tolpis barbata","Las_mulas","Curro",31,5,2016,9,NA,3,"Tolpis","barbata",13
"Tolpis barbata","Las_mulas","Curro",31,5,2016,9,NA,4,"Tolpis","barbata",5
"Tolpis barbata","Las_mulas","Curro",31,5,2016,9,NA,5,"Tolpis","barbata",10
"Tolpis barbata","Villamanrique_este","Curro",31,5,2016,9,NA,5,"Tolpis","barbata",3
"Tolpis barbata","Villamanrique_este","Curro",31,5,2016,9,NA,9,"Tolpis","barbata",9
"Tolpis barbata","Villamanrique_sur","Curro",31,5,2016,9,NA,1,"Tolpis","barbata",13
"Tolpis barbata","Cotito_de_santa_teresa","Pablo",4,5,2017,6,NA,2,"Tolpis","barbata",1
"Tolpis barbata","Cotito_de_santa_teresa","Pablo",4,5,2017,6,NA,8,"Tolpis","barbata",4
"Tolpis barbata","El_hongo","Curro",31,5,2016,9,NA,1,"Tolpis","barbata",6
"Tolpis barbata","El_hongo","Curro",31,5,2016,9,NA,6,"Tolpis","barbata",21
"Tolpis barbata","El_hongo","Curro",31,5,2016,9,NA,9,"Tolpis","barbata",8
"Tolpis barbata","Cotito_de_santa_teresa","Curro",11,5,2018,5,NA,5,"Tolpis","barbata",10
"Tolpis barbata","La_cunya","Curro",1,6,2016,9,NA,1,"Tolpis","barbata",13
"Tolpis barbata","Cotito_de_santa_teresa","Curro",11,5,2018,5,NA,8,"Tolpis","barbata",33
"Tolpis barbata","La_cunya","Curro",1,6,2016,9,NA,2,"Tolpis","barbata",3
"Tolpis barbata","La_cunya","Curro",1,6,2016,9,NA,3,"Tolpis","barbata",5
"Tolpis barbata","Aznalcazar","Curro",1,6,2016,9,NA,2,"Tolpis","barbata",15
"Tolpis barbata","Aznalcazar","Curro",1,6,2016,9,NA,4,"Tolpis","barbata",17
"Tolpis barbata","Aznalcazar","Curro",1,6,2016,9,NA,5,"Tolpis","barbata",17
"Tolpis barbata","Convento_de_la_luz","Curro",2,6,2016,9,NA,8,"Tolpis","barbata",9
"Tolpis barbata","Niebla","Curro",2,6,2016,9,NA,1,"Tolpis","barbata",14
"Tolpis barbata","Niebla","Curro",2,6,2016,9,NA,5,"Tolpis","barbata",15
"Tolpis barbata","Niebla","Curro",2,6,2016,9,NA,7,"Tolpis","barbata",22
"Tolpis barbata","Niebla","Curro",2,6,2016,9,NA,9,"Tolpis","barbata",6
"Tolpis barbata","El_hongo","Pablo",15,5,2017,7,NA,4,"Tolpis","barbata",1
"Tolpis barbata","Pino_del_cuervo","Curro",15,5,2018,6,NA,10,"Tolpis","barbata",15
"Tolpis barbata","Aznalcazar","Pablo",16,5,2017,7,NA,4,"Tolpis","barbata",5
"Tolpis barbata","Niebla","Curro",16,5,2018,6,NA,3,"Tolpis","barbata",1
"Tolpis barbata","Niebla","Curro",16,5,2018,6,NA,4,"Tolpis","barbata",3
"Tolpis barbata","Niebla","Curro",16,5,2018,6,NA,5,"Tolpis","barbata",13
"Tolpis barbata","Pino_del_cuervo","Curro",5,6,2018,8,NA,5,"Tolpis","barbata",31
"Tolpis barbata","Aznalcazar","Curro",23,4,2018,4,NA,2,"Tolpis","barbata",1
"Tolpis barbata","Urbanizaciones","Curro",26,4,2018,4,NA,7,"Tolpis","barbata",2
"Tolpis barbata","Aznalcazar","Pablo",17,4,2017,5,NA,4,"Tolpis","barbata",4
"Tolpis barbata","Niebla","Pablo",21,4,2017,5,NA,1,"Tolpis","barbata",27
"Tolpis barbata","Aznalcazar","Pablo",3,5,2017,6,NA,4,"Tolpis","barbata",7
"Tolpis barbata","Cotito_de_santa_teresa","Pablo",4,5,2017,6,NA,1,"Tolpis","barbata",5
"Tolpis barbata","Cotito_de_santa_teresa","Pablo",4,5,2017,6,NA,9,"Tolpis","barbata",7
"Tolpis barbata","Pino_del_cuervo","Pablo",4,5,2017,6,NA,4,"Tolpis","barbata",3
"Tolpis barbata","Urbanizaciones","Pablo",8,5,2017,6,NA,7,"Tolpis","barbata",2
"Tolpis barbata","Urbanizaciones","Pablo",8,5,2017,6,NA,8,"Tolpis","barbata",11
"Tolpis barbata","Niebla","Pablo",8,5,2017,6,NA,4,"Tolpis","barbata",3
"Tolpis barbata","Las_mulas","Pablo",9,5,2017,6,NA,1,"Tolpis","barbata",8
"Tolpis barbata","Urbanizaciones","Curro",15,5,2018,6,NA,9,"Tolpis","barbata",16
"Tolpis barbata","Las_mulas","Pablo",9,5,2017,6,NA,3,"Tolpis","barbata",2
"Tolpis barbata","Convento_de_la_luz","Curro",15,5,2018,6,NA,2,"Tolpis","barbata",7
"Tolpis barbata","Convento_de_la_luz","Curro",15,5,2018,6,NA,7,"Tolpis","barbata",7
"Tolpis barbata","Convento_de_la_luz","Curro",15,5,2018,6,NA,9,"Tolpis","barbata",3
"Tolpis barbata","Pino_del_cuervo","Curro",15,5,2018,6,NA,3,"Tolpis","barbata",18
"Tolpis barbata","La_cunya","Pablo",15,5,2017,7,NA,2,"Tolpis","barbata",7
"Tolpis barbata","Pino_del_cuervo","Curro",15,5,2018,6,NA,5,"Tolpis","barbata",24
"Tolpis barbata","Pino_del_cuervo","Curro",15,5,2018,6,NA,6,"Tolpis","barbata",4
"Tolpis barbata","Pino_del_cuervo","Curro",15,5,2018,6,NA,7,"Tolpis","barbata",63
"Tolpis barbata","Pino_del_cuervo","Curro",15,5,2018,6,NA,8,"Tolpis","barbata",40
"Tolpis barbata","Niebla","Curro",16,5,2018,6,NA,2,"Tolpis","barbata",2
"Tolpis barbata","Urbanizaciones","Curro",4,5,2020,8,NA,7,"Tolpis","barbata",33
"Tolpis barbata","Niebla","Pablo",17,5,2017,7,NA,1,"Tolpis","barbata",5
"Tolpis barbata","Niebla","Curro",16,5,2018,6,NA,8,"Tolpis","barbata",3
"Tolpis barbata","Niebla","Pablo",17,5,2017,7,NA,3,"Tolpis","barbata",1
"Tolpis barbata","Niebla","Pablo",17,5,2017,7,NA,4,"Tolpis","barbata",3
"Tolpis barbata","Niebla","Pablo",17,5,2017,7,NA,5,"Tolpis","barbata",6
"Tolpis barbata","Villamanrique_sur","Curro",2,5,2019,7,NA,5,"Tolpis","barbata",1
