"","Order","Family","Subfamily","Tribe","Genus","Subgenus","Species","GenusAndSpecies","TaxonomicAuthority"
"773","Diptera","Syrphidae","Syrphinae","Bacchini","Platycheirus","","urakawensis","Platycheirus urakawensis","(Matsumura, 1919)"
"774","Diptera","Syrphidae","Syrphinae","Bacchini","Platycheirus","","varipes","Platycheirus varipes","Curran, 1923"
"775","Diptera","Syrphidae","Eristalinae","Merodontini","Platynochaetus","","macquarti","Platynochaetus macquarti","Loew, 1862"
"776","Diptera","Syrphidae","Eristalinae","Merodontini","Platynochaetus","","setosus","Platynochaetus setosus","(Fabricius, 1794)"
"777","Diptera","Syrphidae","Eristalinae","Milesiini","Pocota","","personata","Pocota personata","(Harris, 1780)"
"778","Diptera","Syrphidae","Eristalinae","Rhingiini","Portevinia","","maculata","Portevinia maculata","(Fallén, 1817)"
"779","Diptera","Syrphidae","Eristalinae","Cerioidini","Primocerioides","","regale","Primocerioides regale","Violovitsch, 1985"
"780","Diptera","Syrphidae","Eristalinae","Rhingiini","Psarus","","abdominalis","Psarus abdominalis","(Fabricius, 1794)"
"781","Diptera","Syrphidae","Syrphinae","Syrphini","Pseudodoros","","nigricollis","Pseudodoros nigricollis","Becker, 1903"
"782","Diptera","Syrphidae","Eristalinae","Rhingiini","Pseudopelecocera","","latifrons","Pseudopelecocera latifrons","(Loew, 1856)"
"783","Diptera","Syrphidae","Eristalinae","Merodontini","Psilota","","aegeae","Psilota aegeae","Vujić, Ståhls et Smit in Radenković et al., 2020"
"784","Diptera","Syrphidae","Eristalinae","Merodontini","Psilota","","anthracina","Psilota anthracina","Meigen, 1822"
"785","Diptera","Syrphidae","Eristalinae","Merodontini","Psilota","","atra","Psilota atra","(Fallén, 1817)"
"786","Diptera","Syrphidae","Eristalinae","Merodontini","Psilota","","exilistyla","Psilota exilistyla","Smit & Vujić, 2008"
"787","Diptera","Syrphidae","Eristalinae","Merodontini","Psilota","","innupta","Psilota innupta","Rondani, 1857"
"788","Diptera","Syrphidae","Eristalinae","Merodontini","Psilota","","nana","Psilota nana","Smit & Vujić, 2008"
"789","Diptera","Syrphidae","Syrphinae","Bacchini","Pyrophaena","","granditarsa","Pyrophaena granditarsa","(Förster, 1771)"
"790","Diptera","Syrphidae","Syrphinae","Bacchini","Pyrophaena","","rosarum","Pyrophaena rosarum","(Fabricius, 1787)"
"791","Diptera","Syrphidae","Eristalinae","Rhingiini","Rhingia","","borealis","Rhingia borealis","Ringdahl, 1928"
"792","Diptera","Syrphidae","Eristalinae","Rhingiini","Rhingia","","campestris","Rhingia campestris","Meigen, 1822"
"793","Diptera","Syrphidae","Eristalinae","Rhingiini","Rhingia","","rostrata","Rhingia rostrata","(Linnaeus, 1758)"
"794","Diptera","Syrphidae","Eristalinae","Brachyopini","Riponnensia","","daccordii","Riponnensia daccordii","(Claussen, 1991)"
"795","Diptera","Syrphidae","Eristalinae","Brachyopini","Riponnensia","","insignis","Riponnensia insignis","(Loew, 1843)"
"796","Diptera","Syrphidae","Eristalinae","Brachyopini","Riponnensia","","longicornis","Riponnensia longicornis","(Loew, 1843)"
"797","Diptera","Syrphidae","Eristalinae","Brachyopini","Riponnensia","","morini","Riponnensia morini","Vujić, 1999"
"798","Diptera","Syrphidae","Eristalinae","Brachyopini","Riponnensia","","splendens","Riponnensia splendens","(Meigen, 1822)"
"799","Diptera","Syrphidae","Syrphinae","Bacchini","Rohdendorfia","","alpina","Rohdendorfia alpina","Sack, 1938"
"800","Diptera","Syrphidae","Syrphinae","Syrphini","Scaeva","","albomaculata","Scaeva albomaculata","(Macquart, 1842)"
"801","Diptera","Syrphidae","Syrphinae","Syrphini","Scaeva","","dignota","Scaeva dignota","(Rondani, 1857)"
"802","Diptera","Syrphidae","Syrphinae","Syrphini","Scaeva","","mecogramma","Scaeva mecogramma","(Bigot, 1860)"
"803","Diptera","Syrphidae","Syrphinae","Syrphini","Scaeva","","pyrastri","Scaeva pyrastri","(Linnaeus, 1758)"
"804","Diptera","Syrphidae","Syrphinae","Syrphini","Scaeva","","selenitica","Scaeva selenitica","(Meigen, 1822)"
"805","Diptera","Syrphidae","Eristalinae","Milesiini","Sericomyia","","arctica","Sericomyia arctica","Schirmer, 1913"
"806","Diptera","Syrphidae","Eristalinae","Milesiini","Sericomyia","","bequaerti","Sericomyia bequaerti","(Hervé-Bazin, 1913)"
"807","Diptera","Syrphidae","Eristalinae","Milesiini","Sericomyia","","bombiformis","Sericomyia bombiformis","(Fallén, 1810)"
"808","Diptera","Syrphidae","Eristalinae","Milesiini","Sericomyia","","hispanica","Sericomyia hispanica","Peris, 1962"
"809","Diptera","Syrphidae","Eristalinae","Milesiini","Sericomyia","","jakutica","Sericomyia jakutica","(Stackelberg, 1927)"
"810","Diptera","Syrphidae","Eristalinae","Milesiini","Sericomyia","","lappona","Sericomyia lappona","(Linnaeus, 1758)"
"811","Diptera","Syrphidae","Eristalinae","Milesiini","Sericomyia","","nigra","Sericomyia nigra","Portschinsky, 1873"
"812","Diptera","Syrphidae","Eristalinae","Milesiini","Sericomyia","","silentis","Sericomyia silentis","(Harris, 1776)"
"813","Diptera","Syrphidae","Eristalinae","Milesiini","Sericomyia","","superbiens","Sericomyia superbiens","(Müller, 1776)"
"814","Diptera","Syrphidae","Eristalinae","Milesiini","Sericomyia","","tolli","Sericomyia tolli","(Frey, 1915)"
"815","Diptera","Syrphidae","Syrphinae","Bacchini","Spazigaster","","ambulans","Spazigaster ambulans","(Fabricius, 1798)"
"816","Diptera","Syrphidae","Syrphinae","Syrphini","Sphaerophoria","","abbreviata","Sphaerophoria abbreviata","Zetterstedt, 1859"
"817","Diptera","Syrphidae","Syrphinae","Syrphini","Sphaerophoria","","bankowskae","Sphaerophoria bankowskae","Goeldlin, 1989"
"818","Diptera","Syrphidae","Syrphinae","Syrphini","Sphaerophoria","","batava","Sphaerophoria batava","Goeldlin, 1974"
"819","Diptera","Syrphidae","Syrphinae","Syrphini","Sphaerophoria","","bengalensis","Sphaerophoria bengalensis","Macquart, 1842"
"820","Diptera","Syrphidae","Syrphinae","Syrphini","Sphaerophoria","","boreoalpina","Sphaerophoria boreoalpina","Goeldlin, 1989"
"821","Diptera","Syrphidae","Syrphinae","Syrphini","Sphaerophoria","","chongjini","Sphaerophoria chongjini","Bańkowska, 1964"
"822","Diptera","Syrphidae","Syrphinae","Syrphini","Sphaerophoria","","estebani","Sphaerophoria estebani","Goeldlin, 1991"
"823","Diptera","Syrphidae","Syrphinae","Syrphini","Sphaerophoria","","fatarum","Sphaerophoria fatarum","Goeldlin, 1989"
"824","Diptera","Syrphidae","Syrphinae","Syrphini","Sphaerophoria","","infuscata","Sphaerophoria infuscata","Goeldlin, 1974"
"825","Diptera","Syrphidae","Syrphinae","Syrphini","Sphaerophoria","","interrupta","Sphaerophoria interrupta","(Fabricius, 1805)"
"826","Diptera","Syrphidae","Syrphinae","Syrphini","Sphaerophoria","","kaa","Sphaerophoria kaa","Violovitsh, 1960"
"827","Diptera","Syrphidae","Syrphinae","Syrphini","Sphaerophoria","","laurae","Sphaerophoria laurae","Goeldlin, 1989"
"828","Diptera","Syrphidae","Syrphinae","Syrphini","Sphaerophoria","","loewi","Sphaerophoria loewi","Zetterstedt, 1843"
"829","Diptera","Syrphidae","Syrphinae","Syrphini","Sphaerophoria","","nigra","Sphaerophoria nigra ","Frey, 1945"
"830","Diptera","Syrphidae","Syrphinae","Syrphini","Sphaerophoria","","pallidula","Sphaerophoria pallidula","Mutin, in Mutin and Barkalov, 1999"
"831","Diptera","Syrphidae","Syrphinae","Syrphini","Sphaerophoria","","philanthus","Sphaerophoria philanthus","(Meigen, 1822)"
"832","Diptera","Syrphidae","Syrphinae","Syrphini","Sphaerophoria","","potentillae","Sphaerophoria potentillae","Claussen, 1984"
"833","Diptera","Syrphidae","Syrphinae","Syrphini","Sphaerophoria","","rueppelli","Sphaerophoria rueppelli","(Wiedemann, 1830)"
"834","Diptera","Syrphidae","Syrphinae","Syrphini","Sphaerophoria","","scripta","Sphaerophoria scripta","(Linnaeus, 1758)"
"835","Diptera","Syrphidae","Syrphinae","Syrphini","Sphaerophoria","","shirchan","Sphaerophoria shirchan","Violovitsh, 1957"
"836","Diptera","Syrphidae","Syrphinae","Syrphini","Sphaerophoria","","taeniata","Sphaerophoria taeniata","(Meigen, 1822)"
"837","Diptera","Syrphidae","Syrphinae","Syrphini","Sphaerophoria","","virgata","Sphaerophoria virgata","Goeldlin, 1974"
"838","Diptera","Syrphidae","Eristalinae","Milesiini","Sphecomyia","","vespiformis","Sphecomyia vespiformis","(Gorski, 1852)"
"839","Diptera","Syrphidae","Eristalinae","Brachyopini","Sphegina","","atrolutea","Sphegina atrolutea","Lucas in Thompson & Torp, 1986"
"840","Diptera","Syrphidae","Eristalinae","Brachyopini","Sphegina","","clavata","Sphegina clavata","(Scopoli, 1763)"
"841","Diptera","Syrphidae","Eristalinae","Brachyopini","Sphegina","","clunipes","Sphegina clunipes","(Fallén, 1816)"
"842","Diptera","Syrphidae","Eristalinae","Brachyopini","Sphegina","","cornifera","Sphegina cornifera","Becker, 1921"
"843","Diptera","Syrphidae","Eristalinae","Brachyopini","Sphegina","","elegans","Sphegina elegans","Schummel, 1843"
"844","Diptera","Syrphidae","Eristalinae","Brachyopini","Sphegina","","latifrons","Sphegina latifrons","Egger, 1865"
"845","Diptera","Syrphidae","Eristalinae","Brachyopini","Sphegina","","limbipennis","Sphegina limbipennis","Strobl, 1909"
"846","Diptera","Syrphidae","Eristalinae","Brachyopini","Sphegina","","montana","Sphegina montana","Becker, 1921"
"847","Diptera","Syrphidae","Eristalinae","Brachyopini","Sphegina","","obscurifacies","Sphegina obscurifacies","Stackelberg, 1956"
"848","Diptera","Syrphidae","Eristalinae","Brachyopini","Sphegina","","platychira","Sphegina platychira","Szilády, 1937"
"849","Diptera","Syrphidae","Eristalinae","Brachyopini","Sphegina","","sibirica","Sphegina sibirica","Stackelberg, 1953"
"850","Diptera","Syrphidae","Eristalinae","Brachyopini","Sphegina","","spheginea","Sphegina spheginea","(Zetterstedt, 1838)"
"851","Diptera","Syrphidae","Eristalinae","Brachyopini","Sphegina","","sublatifrons","Sphegina sublatifrons","Vujić, 1990"
"852","Diptera","Syrphidae","Eristalinae","Brachyopini","Sphegina","","varifacies","Sphegina varifacies","Kassebeer, 1991"
"853","Diptera","Syrphidae","Eristalinae","Brachyopini","Sphegina","","verecunda","Sphegina verecunda","Collin, 1937"
"854","Diptera","Syrphidae","Eristalinae","Cerioidini","Sphiximorpha","","euprosopa","Sphiximorpha euprosopa","(Loew, 1869)"
"855","Diptera","Syrphidae","Eristalinae","Cerioidini","Sphiximorpha","","garibaldii","Sphiximorpha garibaldii","Rondani, 1860"
"856","Diptera","Syrphidae","Eristalinae","Cerioidini","Sphiximorpha","","petronillae","Sphiximorpha petronillae","Rondani, 1850"
"857","Diptera","Syrphidae","Eristalinae","Cerioidini","Sphiximorpha","","subsessilis","Sphiximorpha subsessilis","(Illiger in Rossi, 1807)"
"858","Diptera","Syrphidae","Eristalinae","Milesiini","Spilomyia ","","digitata","Spilomyia digitata","(Rondani, 1865)"
"859","Diptera","Syrphidae","Eristalinae","Milesiini","Spilomyia ","","diophthalma","Spilomyia diophthalma","(Linnaeus, 1758)"
"860","Diptera","Syrphidae","Eristalinae","Milesiini","Spilomyia ","","graciosa","Spilomyia graciosa","Violovitsh, 1985"
"861","Diptera","Syrphidae","Eristalinae","Milesiini","Spilomyia ","","manicata","Spilomyia manicata","(Rondani, 1865)"
"862","Diptera","Syrphidae","Eristalinae","Milesiini","Spilomyia ","","maxima","Spilomyia maxima","Sack, 1910"
"863","Diptera","Syrphidae","Eristalinae","Milesiini","Spilomyia ","","saltuum","Spilomyia saltuum","(Fabricius, 1794)"
"864","Diptera","Syrphidae","Eristalinae","Milesiini","Spilomyia ","","triangulata","Spilomyia triangulata","van Steenis, 2000"
"865","Diptera","Syrphidae","Eristalinae","Milesiini","Syritta","","flaviventris","Syritta flaviventris","Macquart, 1842"
"866","Diptera","Syrphidae","Eristalinae","Milesiini","Syritta ","","pipiens","Syritta pipiens","(Linnaeus, 1758)"
"867","Diptera","Syrphidae","Eristalinae","Milesiini","Syritta ","","vittata","Syritta vittata","Portschinsky, 1875"
"868","Diptera","Syrphidae","Syrphinae","Bacchini","Syrphocheilosia","","claviventris","Syrphocheilosia claviventris","(Strobl, 1909)"
"869","Diptera","Syrphidae","Syrphinae","Syrphini","Syrphus","","admirandus","Syrphus admirandus","Goeldlin, 1996"
"870","Diptera","Syrphidae","Syrphinae","Syrphini","Syrphus","","attenuatus","Syrphus attenuatus","Hine, 1922"
"871","Diptera","Syrphidae","Syrphinae","Syrphini","Syrphus","","auberti","Syrphus auberti","Goeldlin, 1996"
"872","Diptera","Syrphidae","Syrphinae","Syrphini","Syrphus","","niditifrons","Syrphus niditifrons","Becker, 1921"
"873","Diptera","Syrphidae","Syrphinae","Syrphini","Syrphus","","rectus","Syrphus rectus","Osten Sacken, 1875"
"874","Diptera","Syrphidae","Syrphinae","Syrphini","Syrphus","","ribesii","Syrphus ribesii","(Linnaeus, 1758)"
"875","Diptera","Syrphidae","Syrphinae","Syrphini","Syrphus","","sexmaculatus","Syrphus sexmaculatus","(Zetterstedt, 1838)"
"876","Diptera","Syrphidae","Syrphinae","Syrphini","Syrphus","","stackelbergi","Syrphus stackelbergi","Kuznetzov, 1990"
"877","Diptera","Syrphidae","Syrphinae","Syrphini","Syrphus","","torvus","Syrphus torvus","Osten-Sacken, 1875"
"878","Diptera","Syrphidae","Syrphinae","Syrphini","Syrphus","","vitripennis","Syrphus vitripennis","Meigen, 1822"
"879","Diptera","Syrphidae","Eristalinae","Milesiini","Temnostoma","","angustistriatum","Temnostoma angustistriatum","Krivosheina, 2002"
"880","Diptera","Syrphidae","Eristalinae","Milesiini","Temnostoma","","apiforme","Temnostoma apiforme","(Fabricius, 1794)"
"881","Diptera","Syrphidae","Eristalinae","Milesiini","Temnostoma","","bombylans","Temnostoma bombylans","(Fabricius, 1805)"
"882","Diptera","Syrphidae","Eristalinae","Milesiini","Temnostoma","","carens ","Temnostoma carens","Gaunitz, 1936"
"883","Diptera","Syrphidae","Eristalinae","Milesiini","Temnostoma","","meridionale","Temnostoma meridionale","Krivosheina & Mamayev, 1962"
"884","Diptera","Syrphidae","Eristalinae","Milesiini","Temnostoma","","sericomyiaeforme","Temnostoma sericomyiaeforme","(Portschinsky, 1886)"
"885","Diptera","Syrphidae","Eristalinae","Milesiini","Temnostoma","","vespiforme","Temnostoma vespiforme","(Linnaeus, 1758)"
"886","Diptera","Syrphidae","Pipizinae","Pipizini","Trichopsomyia","","flavitarsis","Trichopsomyia flavitarsis","(Meigen, 1822)"
"887","Diptera","Syrphidae","Pipizinae","Pipizini","Trichopsomyia","","joratensis","Trichopsomyia joratensis","Goeldlin, 1997"
"888","Diptera","Syrphidae","Pipizinae","Pipizini","Trichopsomyia","","lucida","Trichopsomyia lucida","(Meigen, 1822)"
"889","Diptera","Syrphidae","Pipizinae","Pipizini","Triglyphus","","escalerai","Triglyphus escalerai","Gil Collado, 1929"
"890","Diptera","Syrphidae","Pipizinae","Pipizini","Triglyphus","","primus","Triglyphus primus","Loew, 1840"
"891","Diptera","Syrphidae","Eristalinae","Milesiini","Tropidia","","fasciata","Tropidia fasciata","Meigen, 1822"
"892","Diptera","Syrphidae","Eristalinae","Milesiini","Tropidia","","scita","Tropidia scita","(Harris, 1780)"
"893","Diptera","Syrphidae","Eristalinae","Volucellini","Volucella","","bombylans","Volucella bombylans","(Linnaeus, 1758)"
"894","Diptera","Syrphidae","Eristalinae","Volucellini","Volucella","","elegans","Volucella elegans","Loew, 1862"
"895","Diptera","Syrphidae","Eristalinae","Volucellini","Volucella","","inanis","Volucella inanis","(Linnaeus, 1758)"
"896","Diptera","Syrphidae","Eristalinae","Volucellini","Volucella","","inflata","Volucella inflata","(Fabricius, 1794)"
"897","Diptera","Syrphidae","Eristalinae","Volucellini","Volucella","","pellucens","Volucella pellucens","(Linnaeus, 1758)"
"898","Diptera","Syrphidae","Eristalinae","Volucellini","Volucella","","zonaria","Volucella zonaria","(Poda, 1761)"
"899","Diptera","Syrphidae","Syrphinae","Melanostomini","Xanthandrus","","azorensis","Xanthandrus azorensis","Frey, 1945"
"900","Diptera","Syrphidae","Syrphinae","Melanostomini","Xanthandrus","","babyssa","Xanthandrus babyssa","(Walker, 1849)"
"901","Diptera","Syrphidae","Syrphinae","Melanostomini","Xanthandrus","","comtus","Xanthandrus comtus","(Harris, 1780)"
"902","Diptera","Syrphidae","Eristalinae","Milesiini","Xylota","","abiens","Xylota abiens","Meigen, 1822"
"903","Diptera","Syrphidae","Eristalinae","Milesiini","Xylota","","caeruleiventris","Xylota caeruleiventris","Zetterstedt, 1838"
"904","Diptera","Syrphidae","Eristalinae","Milesiini","Xylota","","florum","Xylota florum","(Fabricius, 1805)"
"905","Diptera","Syrphidae","Eristalinae","Milesiini","Xylota","","ignava","Xylota ignava","(Panzer, 1798)"
"906","Diptera","Syrphidae","Eristalinae","Milesiini","Xylota","","jakutorum","Xylota jakutorum","Bagatshanova, 1980"
"907","Diptera","Syrphidae","Eristalinae","Milesiini","Xylota","","meigeniana","Xylota meigeniana","Stackelberg, 1964"
"908","Diptera","Syrphidae","Eristalinae","Milesiini","Xylota","","segnis","Xylota segnis","(Linnaeus, 1758)"
"909","Diptera","Syrphidae","Eristalinae","Milesiini","Xylota","","suecica","Xylota suecica","(Ringdahl, 1943)"
"910","Diptera","Syrphidae","Eristalinae","Milesiini","Xylota","","sylvarum","Xylota sylvarum","(Linnaeus, 1758)"
"911","Diptera","Syrphidae","Eristalinae","Milesiini","Xylota","","tarda","Xylota tarda","Meigen, 1822"
"912","Diptera","Syrphidae","Eristalinae","Milesiini","Xylota","","triangularis","Xylota triangularis","Zetterstedt, 1838"
"913","Diptera","Syrphidae","Eristalinae","Milesiini","Xylota","","xanthocnema","Xylota xanthocnema","Collin, 1939"
"914","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Ulandrena","abbreviata ","Andrena abbreviata","Dours, 1873"
"915","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Taeniandrena ","aberrans","Andrena aberrans","Eversmann, 1852"
"916","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Micrandrena","abjecta","Andrena abjecta","Pérez, 1895"
"917","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Chlorandrena ","abrupta","Andrena abrupta","Warncke, 1967"
"918","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Ulandrena","acerba","Andrena acerba","Warncke, 1967"
"919","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Aciandrena","aciculata","Andrena aciculata","Morawitz, 1886"
"920","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Micrandrena","acuta","Andrena acuta","Warncke, 1968"
"921","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","incertae sedis","aegyptiaca","Andrena aegyptiaca","Friese, 1899"
"922","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Suandrena ","aegypticola","Andrena aegypticola","Friese, 1899"
"923","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Aenandrena","aeneiventris","Andrena aeneiventris","Morawitz, 1872"
"924","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Notandrena ","aerinifrons","Andrena aerinifrons","Dours, 1873"
"925","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Plastandrena ","afrensis","Andrena afrensis","Warncke, 1967"
"926","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Taeniandrena ","afzeliella","Andrena afzeliella","(Kirby, 1802)"
"927","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Plastandrena ","agilissima","Andrena agilissima","(Scopoli, 1770)"
"928","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Chlorandrena ","agnata","Andrena agnata","Warncke, 1967"
"929","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Truncandrena ","albopicta","Andrena albopicta","Radoszkowski, 1874"
"930","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Melandrena ","albopunctata","Andrena albopunctata","(Rossi, 1792)"
"931","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Micrandrena","alfkenella","Andrena alfkenella","Perkins, 1914"
"932","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Micrandrena","alfkenelloides","Andrena alfkenelloides","Warncke, 1965"
"933","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Euandrena ","allosa","Andrena allosa","Warncke, 1975"
"934","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","incertae sedis","alluaudi","Andrena alluaudi","Benoist, 1961"
"935","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Micrandrena","alma","Andrena alma","Warncke, 1975"
"936","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Micrandrena","alutacea","Andrena alutacea","Stöckhert, 1942"
"937","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Euandrena ","amieti","Andrena amieti","Praz, Müller & Genoud, 2019"
"938","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Micrandrena","ampla","Andrena ampla","Warncke, 1967"
"939","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Nobandrena ","anatolica","Andrena anatolica","Alfken, 1935"
"940","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Euandrena ","angustior","Andrena angustior","(Kirby, 1802)"
"941","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Micrandrena","anthrisci","Andrena anthrisci","Blüthgen, 1925"
"942","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Simandrena ","antigana","Andrena antigana","Pérez, 1895"
"943","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Taeniandrena ","antonellae","Andrena antonellae","Praz & Genoud, 2022"
"944","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Andrena ","apicata","Andrena apicata","Smith, 1847"
"945","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Plastandrena ","apiformis","Andrena apiformis","Kriechbaumer, 1873"
"946","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Leucandrena ","argentata","Andrena argentata","Smith, 1844"
"947","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Nobandrena ","asiatica","Andrena asiatica","Friese, 1921"
"948","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Plastandrena ","asperrima","Andrena asperrima","Pérez, 1895"
"949","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Euandrena ","asperula","Andrena asperula","Osytshnjuk, 1977"
"950","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Melandrena ","assimilis","Andrena assimilis","Radoszkowski, 1876"
"951","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Chlorandrena ","astica","Andrena astica","Warncke, 1967"
"952","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Nobandrena ","athenensis","Andrena athenensis","Warncke, 1965"
"953","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Parandrenella ","atrata","Andrena atrata","Friese, 1887"
"954","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Melandrena ","atrotegularis","Andrena atrotegularis","Hedicke, 1923"
"955","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Avandrena","avara","Andrena avara","Warncke, 1967"
"956","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Lepidandrena ","baetica","Andrena baetica","Wood, 2020"
"957","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Melandrena ","barbareae","Andrena barbareae","Panzer, 1805"
"958","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Leucandrena ","barbilabris","Andrena barbilabris","(Kirby, 1802)"
"959","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Andrena ","batava","Andrena batava","Pérez, 1902"
"960","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Micrandrena","bayona","Andrena bayona","Warncke, 1975"
"961","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Notandrena ","bellidis","Andrena bellidis","Pérez, 1895"
"962","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Taeniandrena ","benoisti","Andrena benoisti","Wood & Praz, 2021"
"963","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Micrandrena","biarmica","Andrena biarmica","Warncke, 1975"
"964","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Euandrena ","bicolor","Andrena bicolor","Fabricius, 1775"
"965","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Melandrena ","bicolorata","Andrena bicolorata","(Rossi, 1790)"
"966","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Ulandrena","biguttata","Andrena biguttata","Friese, 1923"
"967","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Plastandrena ","bimaculata","Andrena bimaculata","(Kirby, 1802)"
"968","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Notandrena ","binominata","Andrena binominata","Smith, 1853"
"969","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Aenandrena","bisulcata","Andrena bisulcata","Morawitz, 1877"
"970","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","incertae sedis","blanda","Andrena blanda","Pérez, 1895"
"971","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Chlorandrena ","boyerella","Andrena boyerella","Dours, 1872"
"972","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Pallandrena ","braunsiana","Andrena braunsiana","Friese, 1887"
"973","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Cryptandrena ","brumanensis","Andrena brumanensis","Friese, 1899"
"974","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Hoplandrena ","bucephala","Andrena bucephala","Stephens, 1846"
"975","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Truncandrena ","caneae","Andrena caneae","Strand, 1915"
"976","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Micrandrena","caneibia","Andrena caneibia","Strand, 1915"
"977","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Avandrena","canohirta","Andrena canohirta","(Friese, 1923)"
"978","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Ulandrena","cantiaca","Andrena cantiaca","Warncke, 1975"
"979","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Euandrena ","capillosa","Andrena capillosa","Morawitz, 1876"
"980","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Lepidandrena ","caprimulga","Andrena caprimulga","Warncke, 1975"
"981","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Micrandrena","catula","Andrena catula","Warncke, 1968"
"982","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Micrandrena","cervina","Andrena cervina","Warncke, 1975"
"983","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Aenandrena","chaetogastra","Andrena chaetogastra","Pittioni, 1950"
"984","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","incertae sedis","chalcogastra","Andrena chalcogastra","Brullé, 1839"
"985","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Aciandrena","chelma","Andrena chelma","Warncke, 1975"
"986","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Aciandrena","chersona","Andrena chersona","Warncke, 1972"
