id	taxonID	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	taxonRank	scientificNameAuthorship	nomenclaturalCode	language	license	rightsHolder	accessRights	datasetID	datasetName
eurobutt-checklist:taxon:4f7a7707f4c038ebb874d072b5873be9	eurobutt-checklist:taxon:4f7a7707f4c038ebb874d072b5873be9	Erebia aethiops	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	aethiops	species	(Esper, 1777)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:ec0185a036d67de8105704cf5379b9bc	eurobutt-checklist:taxon:ec0185a036d67de8105704cf5379b9bc	Erebia albergana	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	albergana	species	(de Prunner, 1798)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:349dc3d08b395343475ee403e5c78f1d	eurobutt-checklist:taxon:349dc3d08b395343475ee403e5c78f1d	Erebia arvernensis	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	arvernensis	species	Oberthür, 1908	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:4a323a5326fb97ba50a3887972144edb	eurobutt-checklist:taxon:4a323a5326fb97ba50a3887972144edb	Erebia calcarius	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	calcarius	species	Lorković, 1953	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:75f5d25854f64be93ef96f54cc30e445	eurobutt-checklist:taxon:75f5d25854f64be93ef96f54cc30e445	Erebia callias	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	callias	species	Edwards, 1871	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:5bb8c23a87a01198deda41de47412794	eurobutt-checklist:taxon:5bb8c23a87a01198deda41de47412794	Erebia cassioides	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	cassioides	species	(Hohenwarth, 1792)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:a1dd716bac0b75290d256c3616bc27d9	eurobutt-checklist:taxon:a1dd716bac0b75290d256c3616bc27d9	Erebia christi	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	christi	species	Rätzer, 1890	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:ee70d5e495adeca0992f3a41c1fb04fc	eurobutt-checklist:taxon:ee70d5e495adeca0992f3a41c1fb04fc	Erebia claudina	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	claudina	species	(Borkhausen, 1789)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:91df20a03da81faa20598c4d038c193c	eurobutt-checklist:taxon:91df20a03da81faa20598c4d038c193c	Erebia cyclopius	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	cyclopius	species	(Eversmann, 1844)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:f6f6bf04cb27eea89f87e11a43de4de6	eurobutt-checklist:taxon:f6f6bf04cb27eea89f87e11a43de4de6	Erebia dabanensis	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	dabanensis	species	Erschoff, 1872	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:8e667b314d783efa47ce3f7cc2231acd	eurobutt-checklist:taxon:8e667b314d783efa47ce3f7cc2231acd	Erebia disa	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	disa	species	(Thunberg, 1791)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:e8166224d4efe6b89c8db05d749de0ac	eurobutt-checklist:taxon:e8166224d4efe6b89c8db05d749de0ac	Erebia discoidalis	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	discoidalis	species	(Kirby, 1837)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:8efaa262a0a1d0e189f047a10dd1564e	eurobutt-checklist:taxon:8efaa262a0a1d0e189f047a10dd1564e	Erebia edda	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	edda	species	Ménétriés, 1851	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:c7064f91442d4fa46c858d462187e6e0	eurobutt-checklist:taxon:c7064f91442d4fa46c858d462187e6e0	Erebia embla	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	embla	species	(Thunberg, 1791)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:1a4f66605d1181435aed04b589848b20	eurobutt-checklist:taxon:1a4f66605d1181435aed04b589848b20	Erebia epiphron	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	epiphron	species	(Knoch, 1783)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:ae3d3daad66acdee40ae534f6193fbf5	eurobutt-checklist:taxon:ae3d3daad66acdee40ae534f6193fbf5	Erebia epistygne	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	epistygne	species	(Hübner, 1819)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:eb066c6c310dd2fb0ae97fd1d43b72c2	eurobutt-checklist:taxon:eb066c6c310dd2fb0ae97fd1d43b72c2	Erebia eriphyle	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	eriphyle	species	(Freyer, 1836)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:9f5bb84dbb71ca3d27bfd925444b3bf0	eurobutt-checklist:taxon:9f5bb84dbb71ca3d27bfd925444b3bf0	Erebia euryale	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	euryale	species	(Esper, 1805)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:33f1ee1889d4b107a71997086cd2a0dd	eurobutt-checklist:taxon:33f1ee1889d4b107a71997086cd2a0dd	Erebia fasciata	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	fasciata	species	Butler, 1868	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:9255e48339d7b0049f5299c98dbdd795	eurobutt-checklist:taxon:9255e48339d7b0049f5299c98dbdd795	Erebia flavofasciata	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	flavofasciata	species	Heyne, 1895	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:cd5cba635b1898a4e42d173a5ad308e1	eurobutt-checklist:taxon:cd5cba635b1898a4e42d173a5ad308e1	Erebia gorge	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	gorge	species	(Hübner, 1804)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:56f3be04be1d19ba6f13fe7cfc32fffb	eurobutt-checklist:taxon:56f3be04be1d19ba6f13fe7cfc32fffb	Erebia gorgone	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	gorgone	species	Boisduval, 1833	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:b53333ce12f55c63db69fdaae59ce730	eurobutt-checklist:taxon:b53333ce12f55c63db69fdaae59ce730	Erebia hispania	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	hispania	species	Butler, 1868	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:99ca7d08a6e942f6b20dc52b48804f83	eurobutt-checklist:taxon:99ca7d08a6e942f6b20dc52b48804f83	Erebia jeniseiensis	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	jeniseiensis	species	Trybom, 1877	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:dbbe58afead133c618e6a8d8e295eae3	eurobutt-checklist:taxon:dbbe58afead133c618e6a8d8e295eae3	Erebia lefebvrei	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	lefebvrei	species	(Boisduval, 1828)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:ee24557014f5a33ea6bca6583743f769	eurobutt-checklist:taxon:ee24557014f5a33ea6bca6583743f769	Erebia ligea	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	ligea	species	(Linnaeus, 1758)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:cdd5c61accee8fd292eafd94343400c9	eurobutt-checklist:taxon:cdd5c61accee8fd292eafd94343400c9	Erebia manto	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	manto	species	([Denis & Schiffermüller], 1775)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:ad9fa66f37df651fb46bea5c14e76e72	eurobutt-checklist:taxon:ad9fa66f37df651fb46bea5c14e76e72	Erebia medusa	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	medusa	species	([Denis & Schiffermüller], 1775)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:e5cc4121eeb8a61c0707999fcc0d4b15	eurobutt-checklist:taxon:e5cc4121eeb8a61c0707999fcc0d4b15	Erebia melampus	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	melampus	species	(Fuessly, 1775)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:fef2f89ec67f550c8aa7c278fc72750e	eurobutt-checklist:taxon:fef2f89ec67f550c8aa7c278fc72750e	Erebia melas	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	melas	species	(Herbst, 1796)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:e8542ffd115fbd55b77508e9975ba592	eurobutt-checklist:taxon:e8542ffd115fbd55b77508e9975ba592	Erebia meolans	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	meolans	species	(de Prunner, 1798)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:fbb39e250b7f1b384a53a435467d0b4b	eurobutt-checklist:taxon:fbb39e250b7f1b384a53a435467d0b4b	Erebia mnestra	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	mnestra	species	(Hübner, 1804)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:d5c2afe3e9b36367c59121a7ec6b3852	eurobutt-checklist:taxon:d5c2afe3e9b36367c59121a7ec6b3852	Erebia montana	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	montana	species	(de Prunner, 1798)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:cecac462e52b4140b997e1f2e029ce35	eurobutt-checklist:taxon:cecac462e52b4140b997e1f2e029ce35	Erebia neleus	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	neleus	species	(Freyer, 1832)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:fa873d6c00b4678c038abaacbd0d9de7	eurobutt-checklist:taxon:fa873d6c00b4678c038abaacbd0d9de7	Erebia neoridas	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	neoridas	species	(Boisduval, 1828)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:cea42cf42786996a8ed63b675379705a	eurobutt-checklist:taxon:cea42cf42786996a8ed63b675379705a	Erebia nivalis	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	nivalis	species	Lorković & Lesse, 1954	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:0849d8078a77b8302cabf73b5721f816	eurobutt-checklist:taxon:0849d8078a77b8302cabf73b5721f816	Erebia oeme	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	oeme	species	(Hübner, 1804)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:d8bc70251d3802e380923164fab65328	eurobutt-checklist:taxon:d8bc70251d3802e380923164fab65328	Erebia orientalis	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	orientalis	species	Elwes, 1900	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:48044eb56ea655482c15f98662933e14	eurobutt-checklist:taxon:48044eb56ea655482c15f98662933e14	Erebia ottomana	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	ottomana	species	Herrich-Schäffer, 1847	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:f8e720736db033f92d67da98a8530d72	eurobutt-checklist:taxon:f8e720736db033f92d67da98a8530d72	Erebia palarica	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	palarica	species	Chapman, 1905	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:63cad836229855bdbcf560a02bdccdb4	eurobutt-checklist:taxon:63cad836229855bdbcf560a02bdccdb4	Erebia pandrose	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	pandrose	species	(Borkhausen, 1788)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:6e7e4cfd9dd0feb1db39048ca91337ef	eurobutt-checklist:taxon:6e7e4cfd9dd0feb1db39048ca91337ef	Erebia pharte	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	pharte	species	(Hübner, 1804)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:0e5d405599069a626ea62a74aec32041	eurobutt-checklist:taxon:0e5d405599069a626ea62a74aec32041	Erebia pluto	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	pluto	species	(de Prunner, 1798)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:33964cd5755e605900b7ff09304578f1	eurobutt-checklist:taxon:33964cd5755e605900b7ff09304578f1	Erebia polaris	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	polaris	species	Staudinger, 1861	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:a8fe55d2b2e6ecc6c79f77de7ed9fb1b	eurobutt-checklist:taxon:a8fe55d2b2e6ecc6c79f77de7ed9fb1b	Erebia pronoe	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	pronoe	species	(Esper, 1780)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:7c2ca25f74af1f82a5c4c54e53ebe1e6	eurobutt-checklist:taxon:7c2ca25f74af1f82a5c4c54e53ebe1e6	Erebia rhodopensis	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	rhodopensis	species	Nicholl, 1900	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:9234ee12b3737920f5ac67f128fbc6d2	eurobutt-checklist:taxon:9234ee12b3737920f5ac67f128fbc6d2	Erebia rondoui	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	rondoui	species	Oberthür, 1908	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:c4cca292e31c0d24641426af8567341f	eurobutt-checklist:taxon:c4cca292e31c0d24641426af8567341f	Erebia rossii	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	rossii	species	(Curtis, 1835)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:c3b01b6b77a31f4d3012ccfda8b530aa	eurobutt-checklist:taxon:c3b01b6b77a31f4d3012ccfda8b530aa	Erebia scipio	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	scipio	species	Boisduval, 1833	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:21d76ddf9a1dd196d0c712d25d8724ed	eurobutt-checklist:taxon:21d76ddf9a1dd196d0c712d25d8724ed	Erebia sthennyo	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	sthennyo	species	Graslin, 1850	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:4b1f0cb6a6e8996ce225d29047f2cb77	eurobutt-checklist:taxon:4b1f0cb6a6e8996ce225d29047f2cb77	Erebia stiria	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	stiria	species	(Godart, 1824)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:41a8cc2dd0a6f60a89bda3d694dc0b05	eurobutt-checklist:taxon:41a8cc2dd0a6f60a89bda3d694dc0b05	Erebia styx	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	styx	species	(Freyer, 1834)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:7c71ae2ab50a5b1df78415581d1ec923	eurobutt-checklist:taxon:7c71ae2ab50a5b1df78415581d1ec923	Erebia sudetica	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	sudetica	species	Staudinger, 1861	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:c95121b24810bdf3b264eacea92aa66f	eurobutt-checklist:taxon:c95121b24810bdf3b264eacea92aa66f	Erebia triarius	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	triarius	species	(de Prunner, 1798)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:71aeb744a347742242e079758449f87a	eurobutt-checklist:taxon:71aeb744a347742242e079758449f87a	Erebia tyndarus	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	tyndarus	species	(Esper, 1781)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:b494a78fff9a69ab4fd0d9f384ea010f	eurobutt-checklist:taxon:b494a78fff9a69ab4fd0d9f384ea010f	Erebia zapateri	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia	zapateri	species	Oberthür, 1875	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:0980b134ea8f368f1061422c549985c5	eurobutt-checklist:taxon:0980b134ea8f368f1061422c549985c5	Erynnis marloyi	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Erynnis	marloyi	species	(Boisduval, 1834)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:457198d5b7db1e378133ea4728a49452	eurobutt-checklist:taxon:457198d5b7db1e378133ea4728a49452	Erynnis tages	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Erynnis	tages	species	(Linnaeus, 1758)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:314ee63f9007024abd8cca41ec473a23	eurobutt-checklist:taxon:314ee63f9007024abd8cca41ec473a23	Euchloe ausonia	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Euchloe	ausonia	species	(Hübner, 1804)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:513608c910b3ec0515b063872a687870	eurobutt-checklist:taxon:513608c910b3ec0515b063872a687870	Euchloe bazae	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Euchloe	bazae	species	Fabiano, 1993	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:89be07f3bcc83528215f5b528b5594b9	eurobutt-checklist:taxon:89be07f3bcc83528215f5b528b5594b9	Euchloe belemia	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Euchloe	belemia	species	(Esper, 1800)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:52ad116754c5b853089797fe98ae6b4f	eurobutt-checklist:taxon:52ad116754c5b853089797fe98ae6b4f	Euchloe charlonia	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Euchloe	charlonia	species	(Donzel, 1842)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
