id	locationID	locality	countryCode	occurrenceStatus	threatStatus	source	occurrenceRemarks
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:BA	Bosnia and Herzegovina	BA	present	LC	Đug (2013) | Koren and Kulijer (2016) | Lelo (2016)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:BE	Belgium	BE	present	CR	Fichefet et al. (2008) | Maes et al. (2012)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:BG	Bulgaria	BG	present	LC	Hristova and Beshkov (2017) | Kolev (2017) | Kolev and Shtinkov (2016) | Kolev and Tsvetanov (2018) | Langourov and Simov (2014)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:BY	Belarus	BY	present	LC	Kulak and Yakovlev (2018) | Korb and Bolshakov (2016)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:CH	Switzerland	CH	present	LC	Wermeille et al. (2014) | Sonderegger (2005) | SwissLepTeam (2010)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:CZ	Czech Republic	CZ	present	EN	Beneš and Konvička (2017) | Alois Pavlíčko and Zdeněk Faltýnek Fric (pers. comm.)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:DE	Germany	DE	present	EN	Reinhardt and Bolz (2011)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:DK	Denmark	DK	absent	NE	Wind and Pihl (2004) | Aarvik et al. (2017)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:EE	Estonia	EE	present	VU	Anu Tiitsaar (pers.comm.) | Aarvik et al. (2017) | Õunap and Tartes (2014)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:ES	Spain	ES	present	NE	Verdú and Galante (2009) | Verdú et al. (2011) | García-Barros et al. (2013) | Monasterio León et al. (2017)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d		European Union		present	NT	van Swaay et al. (2010)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d		Europe		present	LC	van Swaay et al. (2010) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:FR	France	FR	present	LC	UICN France et al. (2012) | Lafranchis et al. (2015)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:GR	Greece	GR	present	LC	Legakis and Maragou (2009) | Pamperis (2009) | Coutsis and Bozano (2017)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:HR	Croatia	HR	present	LC	Šašić et al. (2015) | Šašić and Mihoci (2011)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:HU	Hungary	HU	present	VU	Ádám Kőrösi & Ádám Gór (pers. comm.) | Gergely et al. (2017) | Sáfián et al. (2012) | Varga (2012)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:IT	Italy	IT	present	LC	Bonelli et al. (2018) | Balletto et al. (2014)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:LI	Liechtenstein	LI	present		Aistleitner and Aistleitner (1996) | Ulrich Hiermann (pers. comm.)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:LT	Lithuania	LT	present	EN	Rašomavičius (2007) | Aarvik et al. (2017)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:LU	Luxembourg	LU	present	VU	Mestdagh et al. (in press)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:LV	Latvia	LV	present		Aarvik et al. (2017)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:MD	Moldova	MD	present		Korb and Bolshakov (2016) | Mølgaard (2017)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:ME	Montenegro	ME	present		Franeta (2018) | Švara et al. (2015)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:MK	North Macedonia	MK	present	unknown	Krpač and Darcemont (2011) | Micevski and Micevski (2017)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:PL	Poland	PL	present	VU	Buszko and Nowacki (2002) | Buszko and Sielezniew (pers. comm.) | Buszko and Masłowski (2015)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:PT	Portugal	PT	present		Garcia-Pereira et al. (2003) | Marabuto and Maravalhas (2008)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:RO	Romania	RO	present	DD	Rákosy (2013) | Vlad Dincă (pers. comm.) | Korb and Bolshakov (2016) | Székely (2008) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:RS	Serbia	RS	present	NT	Jakšić (2003) | Popović et al. (2017) | Popović and Verovnik (2018)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:RU	Russia	RU	present		Danilov-Danilian (2001) | Iliashenko and Iliashenko (2000) | Rudi Verovnik (pers. comm.) | Tatarinov and Gorbunov (2014) | Tshikolovets (2011) | Tuzov (1997) | Tuzov (2000)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:SI	Slovenia	SI	present	LC	Anonymous (2002) | Verovnik et al. (2012)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:SK	Slovakia	SK	present	VU	Hernik Kalivoda (pers. comm.) | Pastorális et al. (2013)	
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d	ISO_3166:UA	Ukraine	UA	present	NT	Serhiy Popov and Yurii Geryak (pers. comm.) | Korb and Bolshakov (2016) | Nekrutenko and Tshikolovets (2005)	
eurobutt-checklist:taxon:3d6bd4591899732fb0e8e8e56ee08155	ISO_3166:AL	Albania	AL	present	NT	Anonymous (2013) | Cuvelier et al. (2018) | Micevski et al. (2015) | Šašić et al. (2015) | Verovnik and Popović (2013)	
eurobutt-checklist:taxon:3d6bd4591899732fb0e8e8e56ee08155	ISO_3166:BA	Bosnia and Herzegovina	BA	present	NT	Đug (2013) | Koren and Kulijer (2016) | Lelo (2016)	
eurobutt-checklist:taxon:3d6bd4591899732fb0e8e8e56ee08155	ISO_3166:BG	Bulgaria	BG	present	LC	Hristova and Beshkov (2017) | Kolev (2017) | Kolev and Shtinkov (2016) | Kolev and Tsvetanov (2018) | Langourov and Simov (2014)	
eurobutt-checklist:taxon:3d6bd4591899732fb0e8e8e56ee08155	ISO_3166:ES	Spain	ES	present	VU	Verdú and Galante (2009) | Verdú et al. (2011) | García-Barros et al. (2013) | Monasterio León et al. (2017)	
eurobutt-checklist:taxon:3d6bd4591899732fb0e8e8e56ee08155		European Union		present	LC	van Swaay et al. (2010)	
eurobutt-checklist:taxon:3d6bd4591899732fb0e8e8e56ee08155		Europe		present	LC	van Swaay et al. (2010) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:3d6bd4591899732fb0e8e8e56ee08155	ISO_3166:FR	France	FR	present	LC	UICN France et al. (2012) | Lafranchis et al. (2015)	
eurobutt-checklist:taxon:3d6bd4591899732fb0e8e8e56ee08155	ISO_3166:GR	Greece	GR	present	LC	Legakis and Maragou (2009) | Pamperis (2009) | Coutsis and Bozano (2017)	
eurobutt-checklist:taxon:3d6bd4591899732fb0e8e8e56ee08155	ISO_3166:HR	Croatia	HR	present	LC	Šašić et al. (2015) | Šašić and Mihoci (2011)	
eurobutt-checklist:taxon:3d6bd4591899732fb0e8e8e56ee08155	ISO_3166:IT	Italy	IT	present	LC	Bonelli et al. (2018) | Balletto et al. (2014)	
eurobutt-checklist:taxon:3d6bd4591899732fb0e8e8e56ee08155	ISO_3166:MD	Moldova	MD	present		Korb and Bolshakov (2016) | Mølgaard (2017)	
eurobutt-checklist:taxon:3d6bd4591899732fb0e8e8e56ee08155	ISO_3166:ME	Montenegro	ME	present		Franeta (2018) | Švara et al. (2015)	
eurobutt-checklist:taxon:3d6bd4591899732fb0e8e8e56ee08155	ISO_3166:MK	North Macedonia	MK	present	unknown	Krpač and Darcemont (2011) | Micevski and Micevski (2017)	
eurobutt-checklist:taxon:3d6bd4591899732fb0e8e8e56ee08155	ISO_3166:RO	Romania	RO	present	EN	Rákosy (2013) | Vlad Dincă (pers. comm.) | Korb and Bolshakov (2016) | Székely (2008) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:3d6bd4591899732fb0e8e8e56ee08155	ISO_3166:RS	Serbia	RS	present	LC	Jakšić (2003) | Popović et al. (2017) | Popović and Verovnik (2018)	
eurobutt-checklist:taxon:3d6bd4591899732fb0e8e8e56ee08155	ISO_3166:RU	Russia	RU	present		Danilov-Danilian (2001) | Iliashenko and Iliashenko (2000) | Rudi Verovnik (pers. comm.) | Tatarinov and Gorbunov (2014) | Tshikolovets (2011) | Tuzov (1997) | Tuzov (2000)	
eurobutt-checklist:taxon:3d6bd4591899732fb0e8e8e56ee08155	ISO_3166:UA	Ukraine	UA	present	VU	Serhiy Popov and Yurii Geryak (pers. comm.) | Korb and Bolshakov (2016) | Nekrutenko and Tshikolovets (2005)	
eurobutt-checklist:taxon:594102952f333a04dbb8ce6fbab480c1	ISO_3166:AT	Austria	AT	present	NT	Höttinger and Pennerstorfer (2005) | Zulka et al. (2003) | Huemer (2013) | Huemer and Wiesmair (2017)	
eurobutt-checklist:taxon:594102952f333a04dbb8ce6fbab480c1	ISO_3166:CH	Switzerland	CH	present	NT	Wermeille et al. (2014) | Sonderegger (2005) | SwissLepTeam (2010)	
eurobutt-checklist:taxon:594102952f333a04dbb8ce6fbab480c1	ISO_3166:DE	Germany	DE	present	Rare	Reinhardt and Bolz (2011)	
eurobutt-checklist:taxon:594102952f333a04dbb8ce6fbab480c1		European Union		present	LC	van Swaay et al. (2010)	
eurobutt-checklist:taxon:594102952f333a04dbb8ce6fbab480c1		Europe		present	LC	van Swaay et al. (2010) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:594102952f333a04dbb8ce6fbab480c1	ISO_3166:FR	France	FR	present	VU	UICN France et al. (2012) | Lafranchis et al. (2015)	
eurobutt-checklist:taxon:594102952f333a04dbb8ce6fbab480c1	ISO_3166:IT	Italy	IT	present	LC	Bonelli et al. (2018) | Balletto et al. (2014)	
eurobutt-checklist:taxon:594102952f333a04dbb8ce6fbab480c1	ISO_3166:SI	Slovenia	SI	present	LC	Anonymous (2002) | Verovnik et al. (2012)	
eurobutt-checklist:taxon:9807eb6e01700b7d98699b70453746dc	ISO_3166:ES	Spain	ES	present	NE	Verdú and Galante (2009) | Verdú et al. (2011) | García-Barros et al. (2013) | Monasterio León et al. (2017)	
eurobutt-checklist:taxon:9807eb6e01700b7d98699b70453746dc		European Union		present	LC	van Swaay et al. (2010)	
eurobutt-checklist:taxon:9807eb6e01700b7d98699b70453746dc		Europe		present	LC	van Swaay et al. (2010) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:9807eb6e01700b7d98699b70453746dc	ISO_3166:FR	France	FR	present	LC	UICN France et al. (2012) | Lafranchis et al. (2015)	
eurobutt-checklist:taxon:9807eb6e01700b7d98699b70453746dc	ISO_3166:MT	Malta	MT	absent		Cassar (2018) | Sammut (2000) | Schembri (1968) | Valletta (1972)	
eurobutt-checklist:taxon:9807eb6e01700b7d98699b70453746dc	ISO_3166:PT	Portugal	PT	present		Garcia-Pereira et al. (2003) | Marabuto and Maravalhas (2008)	
eurobutt-checklist:taxon:d3aa2ce7a90dc76676f7ab8e7c02da3f	ISO_3166:AL	Albania	AL	present	unknown	Anonymous (2013) | Cuvelier et al. (2018) | Micevski et al. (2015) | Šašić et al. (2015) | Verovnik and Popović (2013)	
eurobutt-checklist:taxon:d3aa2ce7a90dc76676f7ab8e7c02da3f	ISO_3166:CH	Switzerland	CH	absent	NA	Wermeille et al. (2014) | Sonderegger (2005) | SwissLepTeam (2010)	
eurobutt-checklist:taxon:d3aa2ce7a90dc76676f7ab8e7c02da3f	ISO_3166:ES	Spain	ES	present	NE	Verdú and Galante (2009) | Verdú et al. (2011) | García-Barros et al. (2013) | Monasterio León et al. (2017)	
eurobutt-checklist:taxon:d3aa2ce7a90dc76676f7ab8e7c02da3f		European Union		present	LC	van Swaay et al. (2010)	
eurobutt-checklist:taxon:d3aa2ce7a90dc76676f7ab8e7c02da3f		Europe		present	LC	van Swaay et al. (2010) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:d3aa2ce7a90dc76676f7ab8e7c02da3f	ISO_3166:FR	France	FR	present	LC	UICN France et al. (2012) | Lafranchis et al. (2015)	
eurobutt-checklist:taxon:d3aa2ce7a90dc76676f7ab8e7c02da3f	ISO_3166:GR	Greece	GR	present	LC	Legakis and Maragou (2009) | Pamperis (2009) | Coutsis and Bozano (2017)	
eurobutt-checklist:taxon:d3aa2ce7a90dc76676f7ab8e7c02da3f	ISO_3166:HR	Croatia	HR	present	LC	Šašić et al. (2015) | Šašić and Mihoci (2011)	
eurobutt-checklist:taxon:d3aa2ce7a90dc76676f7ab8e7c02da3f	ISO_3166:IT	Italy	IT	present	LC	Bonelli et al. (2018) | Balletto et al. (2014)	
eurobutt-checklist:taxon:d3aa2ce7a90dc76676f7ab8e7c02da3f	ISO_3166:ME	Montenegro	ME	doubtful		Franeta (2018) | Švara et al. (2015)	
eurobutt-checklist:taxon:d3aa2ce7a90dc76676f7ab8e7c02da3f	ISO_3166:MK	North Macedonia	MK	absent	unknown	Krpač and Darcemont (2011) | Micevski and Micevski (2017)	
eurobutt-checklist:taxon:d3aa2ce7a90dc76676f7ab8e7c02da3f	ISO_3166:PT	Portugal	PT	present		Garcia-Pereira et al. (2003) | Marabuto and Maravalhas (2008)	
eurobutt-checklist:taxon:d3aa2ce7a90dc76676f7ab8e7c02da3f	ISO_3166:RO	Romania	RO	absent	RE	Rákosy (2013) | Vlad Dincă (pers. comm.) | Korb and Bolshakov (2016) | Székely (2008) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d	ISO_3166:AD	Andorra	AD	present	LC	Dantart and Jubany (2012)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d	ISO_3166:AL	Albania	AL	present	unknown	Anonymous (2013) | Cuvelier et al. (2018) | Micevski et al. (2015) | Šašić et al. (2015) | Verovnik and Popović (2013)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d	ISO_3166:BA	Bosnia and Herzegovina	BA	present	LC	Đug (2013) | Koren and Kulijer (2016) | Lelo (2016)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d	ISO_3166:BE	Belgium	BE	present	LC	Fichefet et al. (2008) | Maes et al. (2012)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d	ISO_3166:BG	Bulgaria	BG	present	LC	Hristova and Beshkov (2017) | Kolev (2017) | Kolev and Shtinkov (2016) | Kolev and Tsvetanov (2018) | Langourov and Simov (2014)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d	ISO_3166:CH	Switzerland	CH	present	LC	Wermeille et al. (2014) | Sonderegger (2005) | SwissLepTeam (2010)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d	ISO_3166:CZ	Czech Republic	CZ	absent	RE	Beneš and Konvička (2017) | Alois Pavlíčko and Zdeněk Faltýnek Fric (pers. comm.)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d	ISO_3166:DE	Germany	DE	present	LC	Reinhardt and Bolz (2011)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d	ISO_3166:DK	Denmark	DK	absent	NE	Wind and Pihl (2004) | Aarvik et al. (2017)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d	ISO_3166:ES	Spain	ES	present	NE	Verdú and Galante (2009) | Verdú et al. (2011) | García-Barros et al. (2013) | Monasterio León et al. (2017)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d		European Union		present	LC	van Swaay et al. (2010)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d		Europe		present	LC	van Swaay et al. (2010) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d	ISO_3166:FR	France	FR	present	LC	UICN France et al. (2012) | Lafranchis et al. (2015)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d	ISO_3166:GB	United Kingdom	GB	present	LC		
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d	ISO_3166:GR	Greece	GR	present	LC	Legakis and Maragou (2009) | Pamperis (2009) | Coutsis and Bozano (2017)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d	ISO_3166:HR	Croatia	HR	present	LC	Šašić et al. (2015) | Šašić and Mihoci (2011)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d	ISO_3166:HU	Hungary	HU	present	VU	Ádám Kőrösi & Ádám Gór (pers. comm.) | Gergely et al. (2017) | Sáfián et al. (2012) | Varga (2012)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d	ISO_3166:IE	Ireland	IE	present	NT	Regan et al. (2010) | Tomás Murray (pers. comm.)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d	ISO_3166:IT	Italy	IT	present	LC	Bonelli et al. (2018) | Balletto et al. (2014)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d	ISO_3166:LU	Luxembourg	LU	present	LC	Mestdagh et al. (in press)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d	ISO_3166:ME	Montenegro	ME	present		Franeta (2018) | Švara et al. (2015)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d	ISO_3166:MK	North Macedonia	MK	present	unknown	Krpač and Darcemont (2011) | Micevski and Micevski (2017)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d	ISO_3166:MT	Malta	MT	absent		Cassar (2018) | Sammut (2000) | Schembri (1968) | Valletta (1972)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d	ISO_3166:NL	Netherlands	NL	present	LC	Bos et al. (2006) | Kuchlein and de Vos (1999) | van Swaay (2018)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d	ISO_3166:PL	Poland	PL	present	CR	Buszko and Nowacki (2002) | Buszko and Sielezniew (pers. comm.) | Buszko and Masłowski (2015)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d	ISO_3166:PT	Portugal	PT	present		Garcia-Pereira et al. (2003) | Marabuto and Maravalhas (2008)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d	ISO_3166:RO	Romania	RO	present	NT	Rákosy (2013) | Vlad Dincă (pers. comm.) | Korb and Bolshakov (2016) | Székely (2008) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d	ISO_3166:RS	Serbia	RS	present	LC	Jakšić (2003) | Popović et al. (2017) | Popović and Verovnik (2018)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d	ISO_3166:SI	Slovenia	SI	present	LC	Anonymous (2002) | Verovnik et al. (2012)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d	ISO_3166:SK	Slovakia	SK	absent	RE	Hernik Kalivoda (pers. comm.) | Pastorális et al. (2013)	
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d	ISO_3166:UA	Ukraine	UA	absent	RE	Serhiy Popov and Yurii Geryak (pers. comm.) | Korb and Bolshakov (2016) | Nekrutenko and Tshikolovets (2005)	
eurobutt-checklist:taxon:ca52be43d693c2d48f038c505818ec6d	ISO_3166:AD	Andorra	AD	present	VU	Dantart and Jubany (2012)	
eurobutt-checklist:taxon:ca52be43d693c2d48f038c505818ec6d	ISO_3166:AL	Albania	AL	present	unknown	Anonymous (2013) | Cuvelier et al. (2018) | Micevski et al. (2015) | Šašić et al. (2015) | Verovnik and Popović (2013)	
eurobutt-checklist:taxon:ca52be43d693c2d48f038c505818ec6d	ISO_3166:AT	Austria	AT	present	VU	Höttinger and Pennerstorfer (2005) | Zulka et al. (2003) | Huemer (2013) | Huemer and Wiesmair (2017)	
eurobutt-checklist:taxon:ca52be43d693c2d48f038c505818ec6d	ISO_3166:BA	Bosnia and Herzegovina	BA	present	NT	Đug (2013) | Koren and Kulijer (2016) | Lelo (2016)	
eurobutt-checklist:taxon:ca52be43d693c2d48f038c505818ec6d	ISO_3166:BE	Belgium	BE	absent	RE	Fichefet et al. (2008) | Maes et al. (2012)	
eurobutt-checklist:taxon:ca52be43d693c2d48f038c505818ec6d	ISO_3166:BG	Bulgaria	BG	present	LC	Hristova and Beshkov (2017) | Kolev (2017) | Kolev and Shtinkov (2016) | Kolev and Tsvetanov (2018) | Langourov and Simov (2014)	
eurobutt-checklist:taxon:ca52be43d693c2d48f038c505818ec6d	ISO_3166:CH	Switzerland	CH	present	EN	Wermeille et al. (2014) | Sonderegger (2005) | SwissLepTeam (2010)	
eurobutt-checklist:taxon:ca52be43d693c2d48f038c505818ec6d	ISO_3166:CZ	Czech Republic	CZ	present	NE	Beneš and Konvička (2017) | Alois Pavlíčko and Zdeněk Faltýnek Fric (pers. comm.)	
eurobutt-checklist:taxon:ca52be43d693c2d48f038c505818ec6d	ISO_3166:DE	Germany	DE	present	NT	Reinhardt and Bolz (2011)	
eurobutt-checklist:taxon:ca52be43d693c2d48f038c505818ec6d	ISO_3166:ES	Spain	ES	present	NE	Verdú and Galante (2009) | Verdú et al. (2011) | García-Barros et al. (2013) | Monasterio León et al. (2017)	
eurobutt-checklist:taxon:ca52be43d693c2d48f038c505818ec6d		European Union		present	LC	van Swaay et al. (2010)	
eurobutt-checklist:taxon:ca52be43d693c2d48f038c505818ec6d		Europe		present	LC	van Swaay et al. (2010) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:ca52be43d693c2d48f038c505818ec6d	ISO_3166:FR	France	FR	present	LC	UICN France et al. (2012) | Lafranchis et al. (2015)	
eurobutt-checklist:taxon:ca52be43d693c2d48f038c505818ec6d	ISO_3166:GR	Greece	GR	present	LC	Legakis and Maragou (2009) | Pamperis (2009) | Coutsis and Bozano (2017)	
eurobutt-checklist:taxon:ca52be43d693c2d48f038c505818ec6d	ISO_3166:HR	Croatia	HR	present	LC	Šašić et al. (2015) | Šašić and Mihoci (2011)	
eurobutt-checklist:taxon:ca52be43d693c2d48f038c505818ec6d	ISO_3166:HU	Hungary	HU	present	LC	Ádám Kőrösi & Ádám Gór (pers. comm.) | Gergely et al. (2017) | Sáfián et al. (2012) | Varga (2012)	
eurobutt-checklist:taxon:ca52be43d693c2d48f038c505818ec6d	ISO_3166:IT	Italy	IT	present	LC	Bonelli et al. (2018) | Balletto et al. (2014)	
eurobutt-checklist:taxon:ca52be43d693c2d48f038c505818ec6d	ISO_3166:LU	Luxembourg	LU	irregular	NA	Mestdagh et al. (in press)	
eurobutt-checklist:taxon:ca52be43d693c2d48f038c505818ec6d	ISO_3166:MD	Moldova	MD	present		Korb and Bolshakov (2016) | Mølgaard (2017)	
eurobutt-checklist:taxon:ca52be43d693c2d48f038c505818ec6d	ISO_3166:ME	Montenegro	ME	present		Franeta (2018) | Švara et al. (2015)	
eurobutt-checklist:taxon:ca52be43d693c2d48f038c505818ec6d	ISO_3166:MK	North Macedonia	MK	present	unknown	Krpač and Darcemont (2011) | Micevski and Micevski (2017)	
eurobutt-checklist:taxon:ca52be43d693c2d48f038c505818ec6d	ISO_3166:PL	Poland	PL	present	NT	Buszko and Nowacki (2002) | Buszko and Sielezniew (pers. comm.) | Buszko and Masłowski (2015)	
eurobutt-checklist:taxon:ca52be43d693c2d48f038c505818ec6d	ISO_3166:RO	Romania	RO	present	NT	Rákosy (2013) | Vlad Dincă (pers. comm.) | Korb and Bolshakov (2016) | Székely (2008) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:ca52be43d693c2d48f038c505818ec6d	ISO_3166:RS	Serbia	RS	present	LC	Jakšić (2003) | Popović et al. (2017) | Popović and Verovnik (2018)	
eurobutt-checklist:taxon:ca52be43d693c2d48f038c505818ec6d	ISO_3166:RU	Russia	RU	present		Danilov-Danilian (2001) | Iliashenko and Iliashenko (2000) | Rudi Verovnik (pers. comm.) | Tatarinov and Gorbunov (2014) | Tshikolovets (2011) | Tuzov (1997) | Tuzov (2000)	In source as 'Nordmannia acaciae'
eurobutt-checklist:taxon:ca52be43d693c2d48f038c505818ec6d	ISO_3166:SI	Slovenia	SI	present	LC	Anonymous (2002) | Verovnik et al. (2012)	
eurobutt-checklist:taxon:ca52be43d693c2d48f038c505818ec6d	ISO_3166:SK	Slovakia	SK	present	LC	Hernik Kalivoda (pers. comm.) | Pastorális et al. (2013)	
eurobutt-checklist:taxon:ca52be43d693c2d48f038c505818ec6d	ISO_3166:UA	Ukraine	UA	present	LC	Serhiy Popov and Yurii Geryak (pers. comm.) | Korb and Bolshakov (2016) | Nekrutenko and Tshikolovets (2005)	In source as 'Fixsenia acaciae'
eurobutt-checklist:taxon:d74c47130c44f23e243c2c7821759d80	ISO_3166:AD	Andorra	AD	present	LC	Dantart and Jubany (2012)	
eurobutt-checklist:taxon:d74c47130c44f23e243c2c7821759d80	ISO_3166:ES	Spain	ES	present	NE	Verdú and Galante (2009) | Verdú et al. (2011) | García-Barros et al. (2013) | Monasterio León et al. (2017)	
eurobutt-checklist:taxon:d74c47130c44f23e243c2c7821759d80		European Union		present	LC	van Swaay et al. (2010)	
eurobutt-checklist:taxon:d74c47130c44f23e243c2c7821759d80		Europe		present	LC	van Swaay et al. (2010) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:d74c47130c44f23e243c2c7821759d80	ISO_3166:FR	France	FR	present	LC	UICN France et al. (2012) | Lafranchis et al. (2015)	
eurobutt-checklist:taxon:d74c47130c44f23e243c2c7821759d80	ISO_3166:IT	Italy	IT	present	LC	Bonelli et al. (2018) | Balletto et al. (2014)	
eurobutt-checklist:taxon:d74c47130c44f23e243c2c7821759d80	ISO_3166:PT	Portugal	PT	present		Garcia-Pereira et al. (2003) | Marabuto and Maravalhas (2008)	
eurobutt-checklist:taxon:9fcb16982b7493f702f97571977cde82	ISO_3166:AD	Andorra	AD	present	VU	Dantart and Jubany (2012)	
eurobutt-checklist:taxon:9fcb16982b7493f702f97571977cde82	ISO_3166:AL	Albania	AL	present	unknown	Anonymous (2013) | Cuvelier et al. (2018) | Micevski et al. (2015) | Šašić et al. (2015) | Verovnik and Popović (2013)	
eurobutt-checklist:taxon:9fcb16982b7493f702f97571977cde82	ISO_3166:AT	Austria	AT	present	VU	Höttinger and Pennerstorfer (2005) | Zulka et al. (2003) | Huemer (2013) | Huemer and Wiesmair (2017)	
eurobutt-checklist:taxon:9fcb16982b7493f702f97571977cde82	ISO_3166:BA	Bosnia and Herzegovina	BA	present	LC	Đug (2013) | Koren and Kulijer (2016) | Lelo (2016)	
