Site_name,PlatsID,Visit,Transect_Grassland,plantsp_abund,Flw_abund
Tjalinge_Skogstibble,5,4,D,Filipendula_vulgaris,8
Tjalinge_Skogstibble,5,4,D,Filipendula_vulgaris,20
Tjalinge_Skogstibble,5,4,D,Filipendula_vulgaris,10
Kungs_Husby,8,5,D,Filipendula_vulgaris,29
Sjoangen_Engso,10,4,B,Filipendula_vulgaris,1
Langholmsbryggan_Engso,11,4,D,Filipendula_vulgaris,1
Kramnas,17,3,C,Filipendula_vulgaris,3
Kramnas,17,3,C,Filipendula_vulgaris,17
Haknas_vassunda,23,4,C,Filipendula_vulgaris,11
Andeberga_Balsta,26,3,A,Filipendula_vulgaris,4
Forsbacka_Rimbo,27,5,D,Filipendula_vulgaris,3
Malmberga_Havero,30,4,A,Filipendula_vulgaris,18
Malmberga_Havero,30,4,D,Filipendula_vulgaris,2
Langalma_Oregrund,31,5,B,Filipendula_vulgaris,2
Laby,1,2,D,Fragaria_vesca,2
Forkarby,2,3,B,Fragaria_vesca,1
Forkarby,2,2,C,Fragaria_vesca,48
Forkarby,2,3,C,Fragaria_vesca,31
Forkarby,2,4,C,Fragaria_vesca,3
Storsatra_Vange,3,3,D,Fragaria_vesca,6
Paris_Vange,4,2,B,Fragaria_vesca,4
Paris_Vange,4,2,B,Fragaria_vesca,2
Paris_Vange,4,2,D,Fragaria_vesca,2
Tjalinge_Skogstibble,5,1,B,Fragaria_vesca,6
Kungs_Husby,8,1,C,Fragaria_vesca,2
Tjarns_Hage,9,3,A,Fragaria_vesca,1
Tjarns_Hage,9,2,B,Fragaria_vesca,4
Tjarns_Hage,9,1,C,Fragaria_vesca,2
Sjoangen_Engso,10,1,A,Fragaria_vesca,1
Sjoangen_Engso,10,2,A,Fragaria_vesca,1
Sjoangen_Engso,10,2,B,Fragaria_vesca,3
Langholmsbryggan_Engso,11,1,A,Fragaria_vesca,2
Langholmsbryggan_Engso,11,1,D,Fragaria_vesca,1
Jordmarken_Kungsor,13,2,A,Fragaria_vesca,3
Reutersberg,14,1,A,Fragaria_vesca,1
Reutersberg,14,1,A,Fragaria_vesca,2
Reutersberg,14,1,C,Fragaria_vesca,7
Reutersberg,14,2,C,Fragaria_vesca,7
Reutersberg,14,2,D,Fragaria_vesca,12
Reutersberg,14,3,D,Fragaria_vesca,2
S_Lunger,16,2,A,Fragaria_vesca,3
Kramnas,17,1,A,Fragaria_vesca,17
Kramnas,17,1,B,Fragaria_vesca,3
Kramnas,17,1,C,Fragaria_vesca,1
Kramnas,17,1,D,Fragaria_vesca,1
Kramnas,17,2,D,Fragaria_vesca,3
Kramnas,17,2,D,Fragaria_vesca,1
Gran_rasbo,19,3,A,Fragaria_vesca,2
Gran_rasbo,19,3,C,Fragaria_vesca,4
Gran_rasbo,19,4,C,Fragaria_vesca,2
Ahlezons_hage,20,3,B,Fragaria_vesca,3
Ahlezons_hage,20,2,D,Fragaria_vesca,6
Ahlezons_hage,20,3,D,Fragaria_vesca,1
Ahlezons_hage,20,2,D,Fragaria_vesca,11
St_Tadinge,22,2,B,Fragaria_vesca,12
St_Tadinge,22,3,B,Fragaria_vesca,5
Haknas_vassunda,23,2,A,Fragaria_vesca,11
Haknas_vassunda,23,2,D,Fragaria_vesca,1
Eke_Vidbo,24,2,C,Fragaria_vesca,2
Norrby_Vidbo,25,2,C,Fragaria_vesca,2
Norrby_Vidbo,25,2,C,Fragaria_vesca,1
Norrby_Vidbo,25,2,C,Fragaria_vesca,2
Forsbacka_Rimbo,27,3,D,Fragaria_vesca,4
Forsbacka_Rimbo,27,4,D,Fragaria_vesca,1
Rocksta_Norrtalje,29,1,C,Fragaria_vesca,10
Rocksta_Norrtalje,29,2,C,Fragaria_vesca,11
Malmberga_Havero,30,3,D,Fragaria_vesca,1
Stubbetorp_Og,33,2,A,Fragaria_vesca,1
Stubbetorp_Og,33,2,B,Fragaria_vesca,2
Stubbetorp_Og,33,2,B,Fragaria_vesca,1
Norrang_Ryckelsby_Og,34,2,A,Fragaria_vesca,3
Norrang_Ryckelsby_Og,34,2,B,Fragaria_vesca,4
Norrang_Ryckelsby_Og,34,4,C,Fragaria_vesca,1
Norrang_Ryckelsby_Og,34,2,D,Fragaria_vesca,1
Johns_Hage_Valla,35,2,A,Fragaria_vesca,1
Bonderyd_Odeshog_Og,37,2,A,Fragaria_vesca,12
Bonderyd_Odeshog_Og,37,3,A,Fragaria_vesca,1
Bonderyd_Odeshog_Og,37,4,A,Fragaria_vesca,1
Bonderyd_Odeshog_Og,37,2,B,Fragaria_vesca,2
Bonderyd_Odeshog_Og,37,2,B,Fragaria_vesca,3
Bonderyd_Odeshog_Og,37,3,B,Fragaria_vesca,2
Bonderyd_Odeshog_Og,37,3,C,Fragaria_vesca,1
Bonderyd_Odeshog_Og,37,2,D,Fragaria_vesca,4
Focksta_2,39,2,A,Fragaria_vesca,1
Focksta_2,39,3,A,Fragaria_vesca,1
Focksta_2,39,2,A,Fragaria_vesca,19
Focksta_2,39,1,A,Fragaria_vesca,1
Focksta_2,39,2,A,Fragaria_vesca,1
Focksta_2,39,2,B,Fragaria_vesca,1
Focksta_2,39,1,C,Fragaria_vesca,1
Focksta_2,39,2,C,Fragaria_vesca,5
Bonderyd_Odeshog_Og,37,4,C,Fragaria_viridis,1
Focksta_2,39,2,C,Fragaria_viridis,3
Focksta_2,39,2,D,Fragaria_viridis,11
Sjoangen_Engso,10,1,B,Gagea_lutea,2
Forkarby,2,5,D,Galium_album,2
Graneberg_Litslena,7,4,C,Galium_album,12
Graneberg_Litslena,7,5,C,Galium_album,150
Graneberg_Litslena,7,4,C,Galium_album,4
Graneberg_Litslena,7,4,D,Galium_album,24
Kungs_Husby,8,4,A,Galium_album,1
Kungs_Husby,8,4,C,Galium_album,20
Tjarns_Hage,9,4,A,Galium_album,7
Tjarns_Hage,9,4,A,Galium_album,8
Tjarns_Hage,9,4,A,Galium_album,20
Tjarns_Hage,9,4,B,Galium_album,8
Langholmsbryggan_Engso,11,4,B,Galium_album,50
Norrang_Ryckelsby_Og,34,4,C,Galium_album,5
Norrang_Ryckelsby_Og,34,4,D,Galium_album,8
Paris_Vange,4,4,A,Galium_boreale,1
Paris_Vange,4,3,A,Galium_boreale,7
Paris_Vange,4,3,A,Galium_boreale,45
Paris_Vange,4,4,C,Galium_boreale,8
Paris_Vange,4,3,C,Galium_boreale,3
Paris_Vange,4,4,C,Galium_boreale,1
Tjalinge_Skogstibble,5,4,A,Galium_boreale,3
Tjalinge_Skogstibble,5,4,A,Galium_boreale,2
Tjalinge_Skogstibble,5,3,B,Galium_boreale,5
Tjalinge_Skogstibble,5,3,C,Galium_boreale,1
Tjalinge_Skogstibble,5,4,C,Galium_boreale,1
Tjalinge_Skogstibble,5,3,C,Galium_boreale,16
Tjalinge_Skogstibble,5,3,D,Galium_boreale,5
Tjalinge_Skogstibble,5,4,D,Galium_boreale,3
Tjalinge_Skogstibble,5,3,D,Galium_boreale,2
Tjalinge_Skogstibble,5,4,D,Galium_boreale,3
Graneberg_Litslena,7,4,B,Galium_boreale,10
Graneberg_Litslena,7,3,C,Galium_boreale,70
Graneberg_Litslena,7,4,D,Galium_boreale,3
Sjoangen_Engso,10,3,D,Galium_boreale,5
Langholmsbryggan_Engso,11,3,B,Galium_boreale,10
Langholmsbryggan_Engso,11,4,D,Galium_boreale,3
Langholmsbryggan_Engso,11,4,D,Galium_boreale,1
Kramnas,17,3,D,Galium_boreale,5
Gran_rasbo,19,5,D,Galium_boreale,4
Ahlezons_hage,20,5,D,Galium_boreale,3
St_Tadinge,22,5,B,Galium_boreale,2
Eke_Vidbo,24,4,A,Galium_boreale,27
Eke_Vidbo,24,4,A,Galium_boreale,1
Norrby_Vidbo,25,5,B,Galium_boreale,9
Rocksta_Norrtalje,29,4,B,Galium_boreale,3
Malmberga_Havero,30,3,A,Galium_boreale,3
Malmberga_Havero,30,4,A,Galium_boreale,8
Norrang_Ryckelsby_Og,34,3,B,Galium_boreale,14
Norrang_Ryckelsby_Og,34,3,C,Galium_boreale,4
Sattra_Og,36,4,A,Galium_boreale,4
Sattra_Og,36,4,B,Galium_boreale,7
Sattra_Og,36,5,B,Galium_boreale,4
Sattra_Og,36,4,C,Galium_boreale,13
Langalma_Oregrund,31,4,B,Galium_palustre,60
Langalma_Oregrund,31,4,D,Galium_palustre,3
Norrang_Ryckelsby_Og,34,5,A,Galium_spurium,5
Norrang_Ryckelsby_Og,34,5,C,Galium_spurium,9
Forkarby,2,5,C,Galium_verum,3
Paris_Vange,4,4,A,Galium_verum,5
Paris_Vange,4,5,A,Galium_verum,5
Paris_Vange,4,4,A,Galium_verum,1
Paris_Vange,4,5,A,Galium_verum,5
Paris_Vange,4,4,A,Galium_verum,13
Paris_Vange,4,5,A,Galium_verum,4
Paris_Vange,4,5,C,Galium_verum,3
Paris_Vange,4,4,C,Galium_verum,5
Paris_Vange,4,5,C,Galium_verum,18
Paris_Vange,4,4,C,Galium_verum,8
Paris_Vange,4,5,C,Galium_verum,13
Paris_Vange,4,4,D,Galium_verum,1
Tjalinge_Skogstibble,5,5,A,Galium_verum,29
Tjalinge_Skogstibble,5,5,A,Galium_verum,21
Tjalinge_Skogstibble,5,5,A,Galium_verum,57
Tjalinge_Skogstibble,5,4,C,Galium_verum,4
Tjalinge_Skogstibble,5,5,C,Galium_verum,19
Tjalinge_Skogstibble,5,4,C,Galium_verum,3
Tjalinge_Skogstibble,5,5,C,Galium_verum,10
Tjalinge_Skogstibble,5,5,D,Galium_verum,200
Graneberg_Litslena,7,5,A,Galium_verum,200
Graneberg_Litslena,7,5,B,Galium_verum,70
Graneberg_Litslena,7,4,C,Galium_verum,40
Graneberg_Litslena,7,5,C,Galium_verum,160
Graneberg_Litslena,7,5,D,Galium_verum,40
Kungs_Husby,8,5,A,Galium_verum,72
Kungs_Husby,8,5,A,Galium_verum,75
Kungs_Husby,8,5,B,Galium_verum,80
Kungs_Husby,8,5,B,Galium_verum,35
Kungs_Husby,8,5,C,Galium_verum,110
Kungs_Husby,8,5,D,Galium_verum,70
Kungs_Husby,8,5,D,Galium_verum,140
Tjarns_Hage,9,5,B,Galium_verum,4
Tjarns_Hage,9,5,C,Galium_verum,3
Gran_rasbo,19,5,A,Galium_verum,1
Gran_rasbo,19,5,A,Galium_verum,7
Gran_rasbo,19,5,A,Galium_verum,8
Gran_rasbo,19,5,B,Galium_verum,1
Gran_rasbo,19,5,D,Galium_verum,1
Gran_rasbo,19,5,D,Galium_verum,9
St_Tadinge,22,4,A,Galium_verum,46
St_Tadinge,22,5,A,Galium_verum,53
St_Tadinge,22,4,A,Galium_verum,24
St_Tadinge,22,5,A,Galium_verum,16
St_Tadinge,22,5,B,Galium_verum,5
St_Tadinge,22,5,B,Galium_verum,36
St_Tadinge,22,5,C,Galium_verum,3
St_Tadinge,22,5,D,Galium_verum,4
Eke_Vidbo,24,4,A,Galium_verum,14
Eke_Vidbo,24,5,A,Galium_verum,14
Eke_Vidbo,24,5,A,Galium_verum,14
Eke_Vidbo,24,4,B,Galium_verum,14
Eke_Vidbo,24,5,B,Galium_verum,4
Eke_Vidbo,24,4,C,Galium_verum,25
Eke_Vidbo,24,5,C,Galium_verum,11
Norrby_Vidbo,25,5,C,Galium_verum,2
Andeberga_Balsta,26,5,A,Galium_verum,13
Andeberga_Balsta,26,5,A,Galium_verum,230
Forsbacka_Rimbo,27,5,A,Galium_verum,25
Forsbacka_Rimbo,27,5,A,Galium_verum,1
Forsbacka_Rimbo,27,5,A,Galium_verum,1
Forsbacka_Rimbo,27,5,C,Galium_verum,1
Forsbacka_Rimbo,27,5,C,Galium_verum,3
Forsbacka_Rimbo,27,5,C,Galium_verum,6
Langalma_Oregrund,31,5,C,Galium_verum,9
Langalma_Oregrund,31,5,C,Galium_verum,9
Norrang_Ryckelsby_Og,34,5,A,Galium_verum,2
Norrang_Ryckelsby_Og,34,4,C,Galium_verum,12
Norrang_Ryckelsby_Og,34,5,C,Galium_verum,28
Norrang_Ryckelsby_Og,34,4,C,Galium_verum,1
Norrang_Ryckelsby_Og,34,5,C,Galium_verum,11
Norrang_Ryckelsby_Og,34,5,D,Galium_verum,6
Norrang_Ryckelsby_Og,34,5,D,Galium_verum,43
Norrang_Ryckelsby_Og,34,4,D,Galium_verum,60
Norrang_Ryckelsby_Og,34,5,D,Galium_verum,24
Norrby_Vidbo,25,5,A,Geranium_pusillum,1
Norrby_Vidbo,25,4,C,Geranium_pusillum,5
Norrby_Vidbo,25,5,C,Geranium_pusillum,13
Norrby_Vidbo,25,2,C,Geranium_pusillum,25
Norrby_Vidbo,25,3,C,Geranium_pusillum,8
Norrby_Vidbo,25,4,C,Geranium_pusillum,18
Norrby_Vidbo,25,5,C,Geranium_pusillum,17
Norrby_Vidbo,25,4,D,Geranium_pusillum,2
Norrby_Vidbo,25,2,D,Geranium_pusillum,15
Norrby_Vidbo,25,4,D,Geranium_pusillum,35
Andeberga_Balsta,26,3,A,Geranium_pusillum,3
Ekeby_Norrtalje,28,2,B,Geranium_pusillum,1
Ekeby_Norrtalje,28,3,B,Geranium_pusillum,4
Haknas_vassunda,23,5,A,Geranium_robertianum,2
Haknas_vassunda,23,3,B,Geranium_robertianum,2
Haknas_vassunda,23,5,B,Geranium_robertianum,3
Forkarby,2,5,D,Geranium_sanguineum,1
Ekeby_Norrtalje,28,3,A,Geranium_sanguineum,6
Kramnas,17,2,D,Geranium_sp,5
Sparreholm,18,2,D,Geranium_sp,1
Malmberga_Havero,30,2,B,Geranium_sp,2
Malmberga_Havero,30,2,C,Geranium_sp,12
Malmberga_Havero,30,2,D,Geranium_sp,6
Focksta_2,39,3,B,Geranium_sp,1
Kramnas,17,2,B,Geranium_sp,4
Malmberga_Havero,30,2,D,Geranium_sp,3
Forkarby,2,3,A,Geranium_sylvaticum,7
Forkarby,2,3,A,Geranium_sylvaticum,16
Forkarby,2,3,D,Geranium_sylvaticum,2
Forkarby,2,3,D,Geranium_sylvaticum,11
Jordmarken_Kungsor,13,3,C,Geranium_sylvaticum,3
Jordmarken_Kungsor,13,2,D,Geranium_sylvaticum,5
S_Lunger,16,2,C,Geranium_sylvaticum,1
S_Lunger,16,3,C,Geranium_sylvaticum,2
Kramnas,17,1,A,Geranium_sylvaticum,1
Ahlezons_hage,20,2,C,Geranium_sylvaticum,1
St_Tadinge,22,2,C,Geranium_sylvaticum,2
St_Tadinge,22,3,C,Geranium_sylvaticum,1
Haknas_vassunda,23,4,B,Geranium_sylvaticum,12
Eke_Vidbo,24,2,A,Geranium_sylvaticum,2
Eke_Vidbo,24,3,A,Geranium_sylvaticum,1
Eke_Vidbo,24,3,A,Geranium_sylvaticum,53
Eke_Vidbo,24,3,B,Geranium_sylvaticum,21
Eke_Vidbo,24,2,C,Geranium_sylvaticum,4
Eke_Vidbo,24,3,C,Geranium_sylvaticum,5
Eke_Vidbo,24,2,C,Geranium_sylvaticum,1
Eke_Vidbo,24,3,C,Geranium_sylvaticum,4
Forsbacka_Rimbo,27,3,A,Geranium_sylvaticum,19
Rocksta_Norrtalje,29,3,A,Geranium_sylvaticum,1
Rocksta_Norrtalje,29,2,B,Geranium_sylvaticum,3
Rocksta_Norrtalje,29,3,D,Geranium_sylvaticum,1
Stubbetorp_Og,33,2,B,Geranium_sylvaticum,1
Stubbetorp_Og,33,2,D,Geranium_sylvaticum,4
Stubbetorp_Og,33,2,D,Geranium_sylvaticum,20
Johns_Hage_Valla,35,3,A,Geranium_sylvaticum,3
Johns_Hage_Valla,35,3,C,Geranium_sylvaticum,3
Johns_Hage_Valla,35,3,D,Geranium_sylvaticum,1
Sattra_Og,36,3,D,Geranium_sylvaticum,3
Opplunda_Vikingstad_Og,38,2,B,Geranium_sylvaticum,3
Opplunda_Vikingstad_Og,38,2,D,Geranium_sylvaticum,5
Opplunda_Vikingstad_Og,38,3,D,Geranium_sylvaticum,1
Opplunda_Vikingstad_Og,38,2,D,Geranium_sylvaticum,2
Eke_Vidbo,24,3,B,Geum_rivale,7
Forkarby,2,3,D,Geum_rivale,31
Langholmsbryggan_Engso,11,3,B,Geum_rivale,11
Langholmsbryggan_Engso,11,2,B,Geum_rivale,3
Langholmsbryggan_Engso,11,3,B,Geum_rivale,5
Langholmsbryggan_Engso,11,2,C,Geum_rivale,1
Langholmsbryggan_Engso,11,3,C,Geum_rivale,5
Langholmsbryggan_Engso,11,2,C,Geum_rivale,3
Jordmarken_Kungsor,13,2,A,Geum_rivale,1
Jordmarken_Kungsor,13,3,A,Geum_rivale,1
Jordmarken_Kungsor,13,2,B,Geum_rivale,2
Jordmarken_Kungsor,13,3,C,Geum_rivale,11
Jordmarken_Kungsor,13,2,C,Geum_rivale,1
Jordmarken_Kungsor,13,2,D,Geum_rivale,8
S_Lunger,16,2,B,Geum_rivale,3
Kramnas,17,1,A,Geum_rivale,2
Kramnas,17,2,B,Geum_rivale,7
Kramnas,17,2,C,Geum_rivale,10
Kramnas,17,1,D,Geum_rivale,2
Kramnas,17,2,D,Geum_rivale,12
Kramnas,17,2,D,Geum_rivale,3
Kramnas,17,4,D,Geum_rivale,1
Ahlezons_hage,20,2,D,Geum_rivale,1
Eke_Vidbo,24,2,B,Geum_rivale,7
Eke_Vidbo,24,2,C,Geum_rivale,8
Forsbacka_Rimbo,27,3,D,Geum_rivale,8
Forsbacka_Rimbo,27,4,D,Geum_rivale,9
Forsbacka_Rimbo,27,3,D,Geum_rivale,2
Forsbacka_Rimbo,27,4,D,Geum_rivale,1
Malmberga_Havero,30,2,B,Geum_rivale,3
Langalma_Oregrund,31,3,B,Geum_rivale,2
Johns_Hage_Valla,35,3,B,Geum_rivale,3
Sattra_Og,36,2,A,Geum_rivale,5
Sattra_Og,36,3,A,Geum_rivale,3
Sattra_Og,36,2,C,Geum_rivale,1
Sattra_Og,36,3,D,Geum_rivale,5
Opplunda_Vikingstad_Og,38,2,A,Geum_rivale,12
Opplunda_Vikingstad_Og,38,2,D,Geum_rivale,2
Focksta_2,39,2,A,Geum_rivale,2
Focksta_2,39,3,A,Geum_rivale,3
Focksta_2,39,2,B,Geum_rivale,1
Focksta_2,39,3,B,Geum_rivale,2
Forkarby,2,3,A,Geum_urbanum,1
Forkarby,2,5,B,Geum_urbanum,1
Forkarby,2,3,B,Geum_urbanum,1
Forkarby,2,3,C,Geum_urbanum,2
Tjarns_Hage,9,5,D,Geum_urbanum,1
Bullerum_Og,32,5,A,Geum_urbanum,1
Stubbetorp_Og,33,3,D,Geum_urbanum,1
Focksta_2,39,5,C,Geum_urbanum,2
Langholmsbryggan_Engso,11,2,B,Glechoma_hederacea,4
Langholmsbryggan_Engso,11,3,B,Glechoma_hederacea,6
Blankhemshagen_Kungsor,12,1,B,Glechoma_hederacea,1
Sattra_Og,36,1,A,Glechoma_hederacea,11
Sattra_Og,36,2,A,Glechoma_hederacea,4
Focksta_2,39,2,B,Glechoma_hederacea,2
Tyringe,15,3,D,NO_FLOWERS,0
Gran_rasbo,19,5,B,Helianthemum_nummularium_,1
Storsatra_Vange,3,1,D,Hepatica_nobilis,2
Jordmarken_Kungsor,13,3,D,Hieracium_hieracium,1
Bullerum_Og,32,3,B,Hieracium_hieracium,2
Bullerum_Og,32,3,B,Hieracium_hieracium,2
Bullerum_Og,32,3,C,Hieracium_hieracium,1
S_Lunger,16,2,C,Hieracium_Vulgata,2
S_Lunger,16,4,C,Hieracium_Vulgata,1
S_Lunger,16,4,D,Hieracium_Vulgata,1
Rocksta_Norrtalje,29,3,A,Hieracium_Vulgata,1
Rocksta_Norrtalje,29,3,B,Hieracium_Vulgata,1
Rocksta_Norrtalje,29,3,D,Hieracium_Vulgata,1
Bullerum_Og,32,5,C,Hieracium_Vulgata,2
Stubbetorp_Og,33,5,D,Hieracium_Vulgata,1
Tyringe,15,2,A,Hieracium_sp,1
Borgardalsbadet,21,3,D,Hieracium_sp,2
Focksta_2,39,3,C,Hieracium_sp,5
Tyringe,15,5,C,Hieracium_umbellatum,4
St_Tadinge,22,5,D,Hieracium_umbellatum,2
Bullerum_Og,32,3,A,Hieracium_umbellatum,2
Bullerum_Og,32,3,B,Hieracium_umbellatum,6
Bullerum_Og,32,5,B,Hieracium_umbellatum,3
Bullerum_Og,32,3,C,Hieracium_umbellatum,50
Bullerum_Og,32,3,D,Hieracium_umbellatum,10
Bullerum_Og,32,3,D,Hieracium_umbellatum,4
Laby,1,5,A,Hypericum_maculatum,2
Forkarby,2,5,B,Hypericum_maculatum,2
Forkarby,2,5,C,Hypericum_maculatum,3
Storsatra_Vange,3,5,B,Hypericum_maculatum,3
Tjalinge_Skogstibble,5,4,C,Hypericum_maculatum,23
Tjalinge_Skogstibble,5,5,C,Hypericum_maculatum,10
Kungs_Husby,8,5,A,Hypericum_maculatum,1
Kramnas,17,4,A,Hypericum_maculatum,4
Kramnas,17,4,B,Hypericum_maculatum,5
Kramnas,17,4,B,Hypericum_maculatum,8
Sparreholm,18,4,C,Hypericum_maculatum,6
St_Tadinge,22,5,A,Hypericum_maculatum,21
St_Tadinge,22,4,C,Hypericum_maculatum,30
St_Tadinge,22,4,D,Hypericum_maculatum,4
Eke_Vidbo,24,4,A,Hypericum_maculatum,28
Eke_Vidbo,24,5,A,Hypericum_maculatum,1
Eke_Vidbo,24,4,B,Hypericum_maculatum,60
Eke_Vidbo,24,5,B,Hypericum_maculatum,1
Eke_Vidbo,24,5,B,Hypericum_maculatum,9
Eke_Vidbo,24,4,B,Hypericum_maculatum,16
Eke_Vidbo,24,4,B,Hypericum_maculatum,20
Forsbacka_Rimbo,27,5,A,Hypericum_maculatum,3
Forsbacka_Rimbo,27,5,A,Hypericum_maculatum,16
Forsbacka_Rimbo,27,5,B,Hypericum_maculatum,30
Rocksta_Norrtalje,29,5,A,Hypericum_maculatum,2
Stubbetorp_Og,33,4,B,Hypericum_maculatum,3
Norrang_Ryckelsby_Og,34,5,A,Hypericum_maculatum,13
Norrang_Ryckelsby_Og,34,5,A,Hypericum_maculatum,1
Norrang_Ryckelsby_Og,34,5,B,Hypericum_maculatum,7
Norrang_Ryckelsby_Og,34,4,C,Hypericum_maculatum,1
Norrang_Ryckelsby_Og,34,5,C,Hypericum_maculatum,12
Sattra_Og,36,5,A,Hypericum_maculatum,2
Sattra_Og,36,5,D,Hypericum_maculatum,4
Bonderyd_Odeshog_Og,37,4,D,Hypericum_maculatum,3
Kungs_Husby,8,5,C,Hypericum_perforatum,23
Tjarns_Hage,9,5,A,Hypericum_perforatum,2
Tyringe,15,4,A,Hypericum_perforatum,4
St_Tadinge,22,5,B,Hypericum_perforatum,4
St_Tadinge,22,5,C,Hypericum_perforatum,32
St_Tadinge,22,5,C,Hypericum_perforatum,5
St_Tadinge,22,5,D,Hypericum_perforatum,2
Haknas_vassunda,23,5,C,Hypericum_perforatum,10
Andeberga_Balsta,26,5,A,Hypericum_perforatum,1
Andeberga_Balsta,26,5,B,Hypericum_perforatum,1
Andeberga_Balsta,26,5,B,Hypericum_perforatum,13
Andeberga_Balsta,26,5,C,Hypericum_perforatum,74
Andeberga_Balsta,26,5,C,Hypericum_perforatum,30
Andeberga_Balsta,26,5,D,Hypericum_perforatum,4
Andeberga_Balsta,26,5,D,Hypericum_perforatum,10
Opplunda_Vikingstad_Og,38,3,C,Impatiens_parviflora,2
Opplunda_Vikingstad_Og,38,3,C,Impatiens_parviflora,10
Opplunda_Vikingstad_Og,38,5,C,Impatiens_parviflora,2
Opplunda_Vikingstad_Og,38,5,C,Impatiens_parviflora,6
Langholmsbryggan_Engso,11,5,C,Knautia_arvensis,4
Langholmsbryggan_Engso,11,5,D,Knautia_arvensis,1
Norrang_Ryckelsby_Og,34,5,B,Knautia_arvensis,2
Norrang_Ryckelsby_Og,34,5,C,Knautia_arvensis,4
Norrang_Ryckelsby_Og,34,3,D,Knautia_arvensis,1
Norrang_Ryckelsby_Og,34,5,D,Knautia_arvensis,3
Norrang_Ryckelsby_Og,34,4,D,Knautia_arvensis,1
Sattra_Og,36,5,A,Knautia_arvensis,6
Rocksta_Norrtalje,29,5,A,Lactuca_serriola,2
Langalma_Oregrund,31,3,D,Lappula_deflexa,1
Laby,1,2,A,Lathyrus_linifolius,3
Laby,1,2,B,Lathyrus_linifolius,4
Laby,1,2,B,Lathyrus_linifolius,7
Laby,1,2,D,Lathyrus_linifolius,16
Storsatra_Vange,3,2,B,Lathyrus_linifolius,6
Storsatra_Vange,3,2,B,Lathyrus_linifolius,8
Storsatra_Vange,3,2,D,Lathyrus_linifolius,9
Paris_Vange,4,1,B,Lathyrus_linifolius,4
Paris_Vange,4,2,B,Lathyrus_linifolius,3
Paris_Vange,4,1,B,Lathyrus_linifolius,86
Paris_Vange,4,2,C,Lathyrus_linifolius,15
Paris_Vange,4,4,C,Lathyrus_linifolius,2
Paris_Vange,4,1,D,Lathyrus_linifolius,2
Paris_Vange,4,2,D,Lathyrus_linifolius,6
Paris_Vange,4,2,D,Lathyrus_linifolius,30
Paris_Vange,4,3,D,Lathyrus_linifolius,3
Paris_Vange,4,4,D,Lathyrus_linifolius,1
Paris_Vange,4,2,D,Lathyrus_linifolius,8
Paris_Vange,4,4,D,Lathyrus_linifolius,9
Tjalinge_Skogstibble,5,1,A,Lathyrus_linifolius,10
Tjalinge_Skogstibble,5,2,A,Lathyrus_linifolius,10
Tjalinge_Skogstibble,5,1,A,Lathyrus_linifolius,4
Tjalinge_Skogstibble,5,2,A,Lathyrus_linifolius,1
Tjalinge_Skogstibble,5,1,A,Lathyrus_linifolius,3
Tjalinge_Skogstibble,5,2,A,Lathyrus_linifolius,2
Tjalinge_Skogstibble,5,2,B,Lathyrus_linifolius,3
Tjalinge_Skogstibble,5,3,B,Lathyrus_linifolius,5
Tjalinge_Skogstibble,5,1,D,Lathyrus_linifolius,2
Tjalinge_Skogstibble,5,1,D,Lathyrus_linifolius,2
Tjalinge_Skogstibble,5,2,D,Lathyrus_linifolius,1
Graneberg_Litslena,7,2,B,Lathyrus_linifolius,13
Graneberg_Litslena,7,2,D,Lathyrus_linifolius,3
Blankhemshagen_Kungsor,12,2,C,Lathyrus_linifolius,1
Blankhemshagen_Kungsor,12,3,C,Lathyrus_linifolius,2
Blankhemshagen_Kungsor,12,2,D,Lathyrus_linifolius,1
Jordmarken_Kungsor,13,3,B,Lathyrus_linifolius,2
Jordmarken_Kungsor,13,4,B,Lathyrus_linifolius,2
Reutersberg,14,1,C,Lathyrus_linifolius,2
Reutersberg,14,1,D,Lathyrus_linifolius,18
Reutersberg,14,1,D,Lathyrus_linifolius,21
Tyringe,15,2,A,Lathyrus_linifolius,2
Tyringe,15,2,B,Lathyrus_linifolius,1
Tyringe,15,2,C,Lathyrus_linifolius,3
Tyringe,15,2,C,Lathyrus_linifolius,7
Tyringe,15,3,C,Lathyrus_linifolius,2
Tyringe,15,2,C,Lathyrus_linifolius,2
Tyringe,15,2,D,Lathyrus_linifolius,6
S_Lunger,16,4,A,Lathyrus_linifolius,1
S_Lunger,16,1,A,Lathyrus_linifolius,1
S_Lunger,16,1,D,Lathyrus_linifolius,1
Kramnas,17,1,A,Lathyrus_linifolius,5
Kramnas,17,1,D,Lathyrus_linifolius,16
Sparreholm,18,1,A,Lathyrus_linifolius,5
Sparreholm,18,1,B,Lathyrus_linifolius,2
Sparreholm,18,1,C,Lathyrus_linifolius,4
Sparreholm,18,1,C,Lathyrus_linifolius,5
Sparreholm,18,4,C,Lathyrus_linifolius,2
Sparreholm,18,1,D,Lathyrus_linifolius,4
Borgardalsbadet,21,2,A,Lathyrus_linifolius,8
Borgardalsbadet,21,2,C,Lathyrus_linifolius,3
Borgardalsbadet,21,2,D,Lathyrus_linifolius,10
Eke_Vidbo,24,2,A,Lathyrus_linifolius,2
Eke_Vidbo,24,2,A,Lathyrus_linifolius,4
