Day,Month,Year,Site_id,Plant_species,Flower_count,Units,Comment
22,6,2015,Sklavogianni,Crepis sp.,0.32,# of flowers/square meter,NA
21,4,2013,Poisses,Crupina crupinastrum (Moris) Vis.,0.36,# of flowers/square meter,NA
21,3,2014,Katergo,Cynoglossum creticum Mill.,1.24,# of flowers/square meter,NA
22,6,2015,Sklavogianni,Daucus carota L.,0.04,# of flowers/square meter,NA
18,6,2013,Zoodohos Pigi,Daucus carota L. ,0.08,# of flowers/square meter,NA
2,6,2015,Sklavogianni,Daucus guttatus L.,0.88,# of flowers/square meter,NA
21,4,2013,Poisses,Daucus guttatus L.,5.24,# of flowers/square meter,NA
16,6,2014,Katergo,Delphinium peregrinum L.,0.08,# of flowers/square meter,NA
28,4,2015,Sklavogianni,Dianthus tripunctatus Sm.,0.04,# of flowers/square meter,NA
9,5,2013,Pyrgos,Echium angustifolium Mill. ,15.56,# of flowers/square meter,NA
11,6,2013,Pyrgos,Echium angustifolium Mill. ,22.04,# of flowers/square meter,NA
22,5,2012,Sigri 3,Echium italicum ,4.8,# of flowers/square meter,NA
7,4,2012,Eresos 3,Echium plantagineum L.,8.64,# of flowers/square meter,NA
11,5,2012,Eresos 3,Echium plantagineum L.,1.56,# of flowers/square meter,NA
9,4,2012,Vatousa 1,Echium plantagineum L.,1.2,# of flowers/square meter,NA
13,5,2012,Vatousa 1,Echium plantagineum L.,0.28,# of flowers/square meter,NA
28,4,2015,Sklavogianni,Echium plantagineum L.,0.12,# of flowers/square meter,NA
9,4,2012,Vatousa 1,Erodium botrys ,0.64,# of flowers/square meter,NA
3,4,2012,Sigri 3,Erodium cicutarium (L.) L'Hér.,2.56,# of flowers/square meter,NA
11,6,2013,Pyrgos,Erodium cicutarium (L.) L'Hér.,0.64,# of flowers/square meter,NA
7,4,2012,Eresos 3,Erodium moschatum ,3,# of flowers/square meter,NA
3,4,2012,Sigri 3,Euphorbia helioscopia ,3.48,# of flowers/square meter,NA
28,4,2012,Sigri 3,Euphorbia helioscopia ,0.64,# of flowers/square meter,NA
9,5,2013,Pyrgos,Euphorbia terracina L. ,3,# of flowers/square meter,NA
13,5,2012,Vatousa 1,Ferula tingitana ,52.8,# of flowers/square meter,NA
4,6,2012,Vatousa 1,Ferula tingitana ,168,# of flowers/square meter,NA
12,5,2013,Zoodohos Pigi,Fumana thymifolia (L.) Spach,0.12,# of flowers/square meter,NA
28,4,2015,Sklavogianni,Gagea graeca (L.) Irmsch.,0.24,# of flowers/square meter,NA
7,4,2013,Pyrgos,Gagea graeca (L.) Irmsch.,6.48,# of flowers/square meter,NA
19,5,2014,Katergo,Genista acanthoclada DC.,30,# of flowers/square meter,NA
16,6,2014,Katergo,Genista acanthoclada DC.,1.96,# of flowers/square meter,NA
2,6,2015,Sklavogianni,Genista acanthoclada DC.,16.2,# of flowers/square meter,NA
22,6,2015,Sklavogianni,Genista acanthoclada DC.,18.36,# of flowers/square meter,NA
12,5,2013,Zoodohos Pigi,Genista acanthoclada DC.,5.64,# of flowers/square meter,NA
27,5,2013,Poisses,Genista acanthoclada DC.,1.28,# of flowers/square meter,NA
13,4,2013,Zoodohos Pigi,Geranium rotundifolium L.,0.04,# of flowers/square meter,NA
9,5,2013,Pyrgos,Glaucium flavum Crantz,0.72,# of flowers/square meter,NA
11,6,2013,Pyrgos,Glaucium flavum Crantz,0.84,# of flowers/square meter,NA
13,4,2013,Zoodohos Pigi,Glebionis coronaria (L.) Cass. ex Spach,3.88,# of flowers/square meter,NA
21,4,2013,Poisses,Glebionis coronaria (L.) Cass. ex Spach,0.88,# of flowers/square meter,NA
7,4,2013,Pyrgos,Glebionis coronaria (L.) Cass. ex Spach,0.52,# of flowers/square meter,NA
21,3,2014,Katergo,Glebionis coronaria (L.) Cass. ex Spach,2.08,# of flowers/square meter,NA
19,5,2014,Katergo,Glebionis coronaria (L.) Cass. ex Spach,1.4,# of flowers/square meter,NA
28,5,2014,Merihas,Glebionis coronaria (L.) Cass. ex Spach,0.28,# of flowers/square meter,NA
18,6,2014,Merihas,Glebionis coronaria (L.) Cass. ex Spach,0.52,# of flowers/square meter,NA
28,4,2015,Sklavogianni,Glebionis coronaria (L.) Cass. ex Spach,0.4,# of flowers/square meter,NA
18,6,2013,Zoodohos Pigi,Glebionis coronaria (L.) Cass. ex Spach,0.08,# of flowers/square meter,NA
12,5,2013,Zoodohos Pigi,Glebionis coronaria (L.) Cass. ex Spach,1.48,# of flowers/square meter,NA
9,5,2013,Pyrgos,Glebionis coronaria (L.) Cass. ex Spach,3.76,# of flowers/square meter,NA
11,6,2013,Pyrgos,Glebionis coronaria (L.) Cass. ex Spach,0.44,# of flowers/square meter,NA
22,5,2012,Sigri 3,Hedypnois rhagadioloides ,0.12,# of flowers/square meter,NA
7,4,2013,Pyrgos,Hedypnois rhagadioloides (L.) F.W. Schmidt,8.28,# of flowers/square meter,NA
19,5,2014,Katergo,Helichrysum stoechas (L.) Moench,8.76,# of flowers/square meter,NA
28,5,2014,Merihas,Helichrysum stoechas (L.) Moench,2.4,# of flowers/square meter,NA
22,6,2015,Sklavogianni,Helichrysum stoechas (L.) Moench,16,# of flowers/square meter,NA
12,5,2013,Zoodohos Pigi,Helichrysum stoechas (L.) Moench,3.72,# of flowers/square meter,NA
11,6,2013,Pyrgos,Helichrysum stoechas (L.) Moench,202.6,# of flowers/square meter,NA
11,6,2013,Pyrgos,Heliotropium europaeum L. ,3.76,# of flowers/square meter,NA
3,4,2012,Sigri 3,Hirschfeldia incana (L.) Lagr.-Foss.,8,# of flowers/square meter,NA
28,4,2012,Sigri 3,Hirschfeldia incana (L.) Lagr.-Foss.,125.4,# of flowers/square meter,NA
22,5,2012,Sigri 3,Hirschfeldia incana (L.) Lagr.-Foss.,40.48,# of flowers/square meter,NA
11,5,2012,Eresos 3,Hirschfeldia incana (L.) Lagr.-Foss.,156.4,# of flowers/square meter,NA
21,4,2013,Poisses,Hirschfeldia incana (L.) Lagr.-Foss.,1,# of flowers/square meter,NA
19,5,2014,Katergo,Hirschfeldia incana (L.) Lagr.-Foss.,3,# of flowers/square meter,NA
18,6,2014,Merihas,Hirschfeldia incana (L.) Lagr.-Foss.,0.96,# of flowers/square meter,NA
28,4,2015,Sklavogianni,Hirschfeldia incana (L.) Lagr.-Foss.,0.08,# of flowers/square meter,NA
2,6,2015,Sklavogianni,Hirschfeldia incana (L.) Lagr.-Foss.,0.96,# of flowers/square meter,NA
22,6,2015,Sklavogianni,Hirschfeldia incana (L.) Lagr.-Foss.,0.4,# of flowers/square meter,NA
9,5,2013,Pyrgos,Hirschfeldia incana (L.) Lagr.-Foss.,0.24,# of flowers/square meter,NA
4,6,2012,Vatousa 1,Hymenocarpos circinnatus ,0.12,# of flowers/square meter,NA
13,4,2013,Zoodohos Pigi,Hymenocarpos circinnatus (L.) Savi,0.16,# of flowers/square meter,NA
28,5,2014,Merihas,Hymenonema graecum (L.) DC.,0.04,# of flowers/square meter,NA
2,6,2015,Sklavogianni,Hymenonema graecum (L.) DC.,0.08,# of flowers/square meter,NA
22,6,2015,Sklavogianni,Hymenonema graecum (L.) DC.,0.08,# of flowers/square meter,NA
12,5,2013,Zoodohos Pigi,Hymenonema graecum (L.) DC. (heads),0.12,# of flowers/square meter,NA
18,6,2013,Zoodohos Pigi,Hypericum triquetrifolium Turra,0.32,# of flowers/square meter,NA
28,6,2013,Poisses,Hypericum triquetrifolium Turra,0.6,# of flowers/square meter,NA
16,6,2014,Katergo,Hypericum triquetrifolium Turra,1.88,# of flowers/square meter,NA
18,6,2014,Merihas,Hypericum triquetrifolium Turra,0.08,# of flowers/square meter,NA
9,4,2012,Vatousa 1,Hypochaeris glabra ,4.92,# of flowers/square meter,NA
7,4,2013,Pyrgos,Lathyrus aphaca L.,0.08,# of flowers/square meter,NA
22,4,2014,Merihas,Lathyrus articulatus L.,0.08,# of flowers/square meter,NA
7,4,2013,Pyrgos,Lathyrus clymenum L.,0.48,# of flowers/square meter,NA
13,5,2012,Vatousa 1,Legousia speculum-veneris ,3.4,# of flowers/square meter,NA
4,6,2012,Vatousa 1,Legousia speculum-veneris ,1.24,# of flowers/square meter,NA
3,4,2012,Sigri 3,Leontodon tuberosus L.,14.04,# of flowers/square meter,NA
7,4,2012,Eresos 3,Leontodon tuberosus L.,6.28,# of flowers/square meter,NA
9,4,2012,Vatousa 1,Leontodon tuberosus L.,8.4,# of flowers/square meter,NA
7,4,2013,Pyrgos,Leontodon tuberosus L.,11.04,# of flowers/square meter,NA
13,4,2013,Zoodohos Pigi,Leopoldia comosa (L.) Parl.,0.36,# of flowers/square meter,NA
21,4,2013,Poisses,Leopoldia comosa (L.) Parl.,0.2,# of flowers/square meter,NA
22,4,2014,Merihas,Leopoldia comosa (L.) Parl.,0.32,# of flowers/square meter,NA
28,4,2015,Sklavogianni,Leopoldia comosa (L.) Parl.,1.08,# of flowers/square meter,NA
21,3,2014,Katergo,Leopoldia weissii Freyn,1.08,# of flowers/square meter,NA
7,4,2012,Eresos 3,Lepidium spinosum,3.04,# of flowers/square meter,NA
9,4,2012,Vatousa 1,Lepidium spinosum,0.24,# of flowers/square meter,NA
21,4,2013,Poisses,Limonium sinuatum (L.) Mill.,0.12,# of flowers/square meter,NA
13,4,2013,Zoodohos Pigi,Linum strictum L.,0.68,# of flowers/square meter,NA
28,4,2015,Sklavogianni,Linum strictum L. ,0.08,# of flowers/square meter,NA
13,4,2013,Zoodohos Pigi,Lotus edulis L.,0.36,# of flowers/square meter,NA
7,4,2013,Pyrgos,Lotus edulis L.,4.16,# of flowers/square meter,NA
21,3,2014,Katergo,Lotus ornithopodioides L.,2.92,# of flowers/square meter,NA
7,4,2013,Pyrgos,Lotus peregrinus L..,14.12,# of flowers/square meter,NA
28,4,2015,Sklavogianni,Lupinus sp.,4.68,# of flowers/square meter,NA
21,3,2014,Katergo,Malva sp.,1.76,# of flowers/square meter,NA
19,5,2014,Katergo,Malva sp.,0.2,# of flowers/square meter,NA
7,4,2013,Pyrgos,Malva sylvestris L.,0.2,# of flowers/square meter,NA
7,4,2013,Pyrgos,Medicago arborea L.,2,# of flowers/square meter,NA
9,5,2013,Pyrgos,Medicago arborea L. ,2.4,# of flowers/square meter,NA
22,4,2014,Merihas,Medicago disciformis DC.,1.52,# of flowers/square meter,NA
7,4,2013,Pyrgos,Medicago littoralis Loisel.,0.8,# of flowers/square meter,NA
7,4,2013,Pyrgos,Melilotus sulcatus Desf.,0.08,# of flowers/square meter,NA
7,4,2013,Pyrgos,Micromeria nervosa (Desf.) Benth.,11.08,# of flowers/square meter,NA
22,4,2014,Merihas,Micromeria nervosa (Desf.) Benth.,1.92,# of flowers/square meter,NA
9,5,2013,Pyrgos,Micromeria nervosa (Desf.) Benth. ,37.26,# of flowers/square meter,NA
21,4,2013,Poisses,Micromeria sp.,1.04,# of flowers/square meter,NA
19,5,2014,Katergo,Micromeria sp.,0.24,# of flowers/square meter,NA
3,4,2012,Sigri 3,Moraea sisyrinchium (L.) Ker Gawl.,0.68,# of flowers/square meter,NA
21,3,2014,Katergo,Moraea sisyrinchium (L.) Ker Gawl.,0.48,# of flowers/square meter,NA
9,4,2012,Vatousa 1,Myosotis incrassata (#fls),3.88,# of flowers/square meter,NA
21,4,2013,Poisses,Nigella damascena L.,3.52,# of flowers/square meter,NA
22,4,2014,Merihas,Nigella damascena L.,1.28,# of flowers/square meter,NA
22,4,2014,Merihas,Onobrychis aequidentata (Sm.) d'Urv.,0.6,# of flowers/square meter,NA
7,4,2013,Pyrgos,Onobrychis caput-galli (L.) Lam.,0.52,# of flowers/square meter,NA
27,5,2013,Poisses,Onopordum sp. ,0.08,# of flowers/square meter,NA
11,5,2012,Eresos 3,Onopordum tauricum ,0.04,# of flowers/square meter,NA
7,6,2012,Eresos 3,Onopordum tauricum ,3.8,# of flowers/square meter,NA
4,6,2012,Vatousa 1,Onopordum tauricum ,0.08,# of flowers/square meter,NA
7,4,2013,Pyrgos,Ophrys lutea Cav.,1.2,# of flowers/square meter,NA
7,4,2013,Pyrgos,Ophrys lutea subsp. galilaea (H.Fleischm. & Bornm.) Soó,1.32,# of flowers/square meter,NA
4,6,2012,Vatousa 1,Origanum onites ,64,# of flowers/square meter,NA
12,5,2013,Zoodohos Pigi,Ornithogalum narbonense L. (fls),0.52,# of flowers/square meter,NA
9,4,2012,Vatousa 1,Ornithogalum nutans (#fls),0.32,# of flowers/square meter,NA
28,4,2015,Sklavogianni,Ornithogalum sp.,0.16,# of flowers/square meter,NA
7,4,2012,Eresos 3,Ornithogalum sp.,0.16,# of flowers/square meter,NA
9,4,2012,Vatousa 1,Ornithogalum sp.,3.4,# of flowers/square meter,NA
22,4,2014,Merihas,Orobanche ramosa L.,7.4,# of flowers/square meter,NA
28,4,2015,Sklavogianni,Orobanche ramosa L.,0.48,# of flowers/square meter,NA
7,4,2013,Pyrgos,Oxalis pes-caprae L.,0.08,# of flowers/square meter,NA
21,3,2014,Katergo,Oxalis pes-caprae L.,1.88,# of flowers/square meter,NA
22,4,2014,Merihas,Oxalis pes-caprae L.,0.08,# of flowers/square meter,NA
19,5,2014,Katergo,Pallenis spinosa (L.) Cass.,0.08,# of flowers/square meter,NA
7,4,2013,Pyrgos,Papaver rhoeas L.,0.04,# of flowers/square meter,NA
9,5,2013,Pyrgos,Papaver rhoeas L.,0.12,# of flowers/square meter,NA
19,5,2014,Katergo,Papaver rhoeas L.,0.08,# of flowers/square meter,NA
22,4,2014,Merihas,Papaver rhoeas L.,0.12,# of flowers/square meter,NA
28,4,2015,Sklavogianni,Papaver rhoeas L.,0.04,# of flowers/square meter,NA
2,6,2015,Sklavogianni,Papaver rhoeas L.,0.04,# of flowers/square meter,NA
28,4,2012,Sigri 3,Petrorhagia dubia ,0.28,# of flowers/square meter,NA
28,4,2015,Sklavogianni,Petrorhagia dubia (Raf.) G. López & Romo,0.32,# of flowers/square meter,NA
13,4,2013,Zoodohos Pigi,Phagnalon rupestre subsp. graecum Batt.,8.24,# of flowers/square meter,NA
7,4,2013,Pyrgos,Phagnalon rupestre subsp. graecum Batt.,1.24,# of flowers/square meter,NA
19,5,2014,Katergo,Phagnalon rupestre subsp. graecum Batt.,0.24,# of flowers/square meter,NA
28,5,2014,Merihas,Phagnalon rupestre subsp. graecum Batt.,0.36,# of flowers/square meter,NA
9,5,2013,Pyrgos,Phagnalon rupestre subsp. graecum Batt. ,0.92,# of flowers/square meter,NA
22,4,2014,Merihas,Phlomis fruticosa L.,2.4,# of flowers/square meter,NA
28,4,2015,Sklavogianni,Phlomis fruticosa L.,1.4,# of flowers/square meter,NA
28,4,2012,Sigri 3,Plantago lagopus ,1.64,# of flowers/square meter,NA
7,4,2012,Eresos 3,Plantago lagopus ,28.72,# of flowers/square meter,NA
9,4,2012,Vatousa 1,Plantago lagopus ,9.08,# of flowers/square meter,NA
13,4,2013,Zoodohos Pigi,Prasium majus L.,0.32,# of flowers/square meter,NA
21,3,2014,Katergo,Prasium majus L.,1.12,# of flowers/square meter,NA
9,4,2012,Vatousa 1,Ranunculus paludosus ,3.28,# of flowers/square meter,NA
3,4,2012,Sigri 3,Raphanus raphanistrum ,1.44,# of flowers/square meter,NA
21,3,2014,Katergo,Reichardia picroides (L.) Roth,1.08,# of flowers/square meter,NA
27,5,2013,Poisses,Reichardia picroides (L.) Roth ,0.08,# of flowers/square meter,NA
22,4,2014,Merihas,Reseda alba,0.96,# of flowers/square meter,NA
28,5,2014,Merihas,Reseda alba,1.68,# of flowers/square meter,NA
28,5,2014,Merihas,Satureja thymbra L.,1.12,# of flowers/square meter,NA
18,6,2014,Merihas,Satureja thymbra L.,0.08,# of flowers/square meter,NA
2,6,2015,Sklavogianni,Satureja thymbra L.,3.52,# of flowers/square meter,NA
22,6,2015,Sklavogianni,Satureja thymbra L.,1.72,# of flowers/square meter,NA
11,6,2013,Pyrgos,Satureja thymbra L. ,0.08,# of flowers/square meter,NA
27,5,2013,Poisses,Satureja thymbra L.,0.48,# of flowers/square meter,NA
9,5,2013,Pyrgos,Satureja thymbra L. ,21.84,# of flowers/square meter,NA
13,4,2013,Zoodohos Pigi,Satureja thymbra L.,3.08,# of flowers/square meter,NA
22,5,2012,Sigri 3,Scolymus hispanicus L.,5.04,# of flowers/square meter,NA
11,5,2012,Eresos 3,Scolymus hispanicus L.,0.72,# of flowers/square meter,NA
7,6,2012,Eresos 3,Scolymus hispanicus L.,9.08,# of flowers/square meter,NA
4,6,2012,Vatousa 1,Scolymus hispanicus L.,1.56,# of flowers/square meter,NA
18,6,2014,Merihas,Scolymus hispanicus L.,0.08,# of flowers/square meter,NA
18,6,2013,Zoodohos Pigi,Scolymus hispanicus L.,0.08,# of flowers/square meter,NA
27,5,2013,Poisses,Scolymus hispanicus L.,0.32,# of flowers/square meter,NA
28,6,2013,Poisses,Scolymus hispanicus L.,0.08,# of flowers/square meter,NA
12,5,2013,Zoodohos Pigi,Scolymus hispanicus L.,2.4,# of flowers/square meter,NA
18,6,2013,Zoodohos Pigi,Sedum sediforme (Jacq.) Pau ,0.24,# of flowers/square meter,NA
3,4,2012,Sigri 3,Senecio leucanthemifolius Poir.,1.32,# of flowers/square meter,NA
7,4,2012,Eresos 3,Senecio leucanthemifolius Poir.,2.2,# of flowers/square meter,NA
13,4,2013,Zoodohos Pigi,Senecio leucanthemifolius Poir.,0.44,# of flowers/square meter,NA
7,4,2013,Pyrgos,Senecio leucanthemifolius Poir.,3.44,# of flowers/square meter,NA
22,4,2014,Merihas,Serapias sp.,0.16,# of flowers/square meter,NA
28,4,2015,Sklavogianni,Serapias sp.,0.16,# of flowers/square meter,NA
3,4,2012,Sigri 3,Sherardia arvensis ,0.12,# of flowers/square meter,NA
28,4,2012,Sigri 3,Sherardia arvensis ,0.4,# of flowers/square meter,NA
7,4,2012,Eresos 3,Sherardia arvensis ,0.72,# of flowers/square meter,NA
9,4,2012,Vatousa 1,Sherardia arvensis ,7.16,# of flowers/square meter,NA
3,4,2012,Sigri 3,Silene colorata Poir.,12.56,# of flowers/square meter,NA
28,4,2012,Sigri 3,Silene colorata Poir.,2.44,# of flowers/square meter,NA
22,5,2012,Sigri 3,Silene colorata Poir.,0.04,# of flowers/square meter,NA
7,4,2012,Eresos 3,Silene colorata Poir.,0.88,# of flowers/square meter,NA
9,4,2012,Vatousa 1,Silene colorata Poir.,0.56,# of flowers/square meter,NA
21,3,2014,Katergo,Silene colorata Poir.,2.92,# of flowers/square meter,NA
22,4,2014,Merihas,Silene colorata Poir.,0.72,# of flowers/square meter,NA
28,4,2015,Sklavogianni,Silene colorata Poir.,0.64,# of flowers/square meter,NA
21,3,2014,Katergo,Sinapis alba L.,1.84,# of flowers/square meter,NA
28,5,2014,Merihas,Sinapis alba L.,1.44,# of flowers/square meter,NA
7,4,2012,Eresos 3,Sisymbrium officinale,20.88,# of flowers/square meter,NA
22,5,2012,Sigri 3,Sonchus asper ,0.28,# of flowers/square meter,NA
7,4,2013,Pyrgos,Sonchus sp.,0.4,# of flowers/square meter,NA
13,4,2013,Zoodohos Pigi,Teucrium brevifolium Schreb.,10.12,# of flowers/square meter,NA
19,5,2014,Katergo,Teucrium capitatum L.,0.96,# of flowers/square meter,NA
